step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1210,0.1,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,0.5,0.0,0.0,0.0,0.5
1220 -> 1230,0.2,0_加速,14.3 -> 28.5,0.001 -> 0.002,0.0,0.0,0.0,-10.0,-10.0
1240 -> 1250,0.2,1_惰行,28.2 -> 28.0,0.005 -> 0.007,0.0,0.0,0.0,-10.0,-10.0
1260 -> 1260,0.1,0_加速,42.2 -> 42.2,0.009 -> 0.009,0.0,0.0,0.0,-5.0,-5.0
1270 -> 1270,0.1,2_ブレーキ,29.6 -> 29.6,0.012 -> 0.012,0.0,0.0,0.0,-5.0,-5.0
1280 -> 1290,0.2,0_加速,43.9 -> 58.1,0.015 -> 0.019,0.0,0.0,0.0,-10.0,-10.0
1300 -> 1300,0.1,1_惰行,57.8 -> 57.8,0.024 -> 0.024,0.0,0.0,0.0,-5.0,-5.0
1310 -> 1310,0.1,2_ブレーキ,45.2 -> 45.2,0.027 -> 0.027,0.0,0.0,0.0,-5.0,-5.0
1320 -> 1320,0.1,1_惰行,44.9 -> 44.9,0.031 -> 0.031,0.0,0.0,0.0,-5.0,-5.0
1330 -> 1330,0.1,2_ブレーキ,32.3 -> 32.3,0.034 -> 0.034,0.0,0.0,0.0,-5.0,-5.0
1340 -> 1350,0.2,1_惰行,32.0 -> 31.7,0.036 -> 0.039,0.0,0.0,0.0,-10.0,-10.0
1360 -> 1360,0.1,0_加速,46.0 -> 46.0,0.042 -> 0.042,0.0,0.0,0.0,-5.0,-5.0
1370 -> 1380,0.2,1_惰行,45.6 -> 45.3,0.045 -> 0.049,0.0,0.0,0.0,-10.0,-10.0
1390 -> 1400,0.2,0_加速,59.6 -> 73.8,0.053 -> 0.058,0.0,0.0,0.0,-10.0,-10.0
1410 -> 1440,0.4,1_惰行,73.4 -> 72.4,0.064 -> 0.081,0.0,0.0,0.0,-20.0,-20.0
1450 -> 1450,0.1,0_加速,86.6 -> 86.6,0.087 -> 0.087,0.0,0.0,0.0,-5.0,-5.0
1460 -> 1480,0.3,1_惰行,86.2 -> 85.4,0.094 -> 0.107,0.0,0.0,0.0,-15.0,-15.0
1490 -> 1490,0.1,2_ブレーキ,72.8 -> 72.8,0.113 -> 0.113,0.0,0.0,0.0,-5.0,-5.0
1500 -> 1500,0.1,1_惰行,72.5 -> 72.5,0.118 -> 0.118,0.0,0.0,0.0,-5.0,-5.0
1510 -> 1540,0.4,0_加速,86.7 -> 129.2,0.125 -> 0.150,0.0,0.0,0.0,-20.0,-20.0
1550 -> 1560,0.2,1_惰行,128.7 -> 128.2,0.160 -> 0.170,0.0,0.0,0.0,-10.0,-10.0
1570 -> 1570,0.1,0_加速,142.3 -> 142.3,0.180 -> 0.180,0.0,0.0,0.0,-5.0,-5.0
1580 -> 1580,0.1,1_惰行,141.8 -> 141.8,0.191 -> 0.191,0.0,0.0,0.0,-5.0,-5.0
1590 -> 1620,0.4,0_加速,155.9 -> 194.8,0.203 -> 0.244,0.0,0.0,0.0,-20.0,-20.0
1630 -> 1640,0.2,2_ブレーキ,182.2 -> 169.6,0.258 -> 0.272,0.0,0.0,0.0,-10.0,-10.0
1650 -> 1650,0.1,1_惰行,169.0 -> 169.0,0.285 -> 0.285,0.0,0.0,0.0,-5.0,-5.0
