step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1210,0.1,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,0.0,0.0,0.0,0.0
1220 -> 1220,0.1,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,0.5,0.0,0.0,0.0,0.5
1230 -> 1230,0.1,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,0.0,0.0,0.0,0.0
1240 -> 1240,0.1,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,0.5,0.0,0.0,0.0,0.5
1250 -> 1260,0.2,0_加速,14.3 -> 28.5,0.001 -> 0.002,0.0,0.0,0.0,-10.0,-10.0
1270 -> 1270,0.1,1_惰行,28.2 -> 28.2,0.005 -> 0.005,0.0,0.0,0.0,-5.0,-5.0
1280 -> 1280,0.1,0_加速,42.5 -> 42.5,0.007 -> 0.007,0.0,0.0,0.0,-5.0,-5.0
1290 -> 1300,0.2,1_惰行,42.2 -> 41.9,0.011 -> 0.014,0.0,0.0,0.0,-10.0,-10.0
1310 -> 1320,0.2,0_加速,56.1 -> 70.4,0.018 -> 0.023,0.0,0.0,0.0,-10.0,-10.0
1330 -> 1330,0.1,1_惰行,70.0 -> 70.0,0.028 -> 0.028,0.0,0.0,0.0,-5.0,-5.0
1340 -> 1340,0.1,0_加速,84.2 -> 84.2,0.034 -> 0.034,0.0,0.0,0.0,-5.0,-5.0
1350 -> 1350,0.1,1_惰行,83.8 -> 83.8,0.040 -> 0.040,0.0,0.0,0.0,-5.0,-5.0
1360 -> 1370,0.2,2_ブレーキ,71.2 -> 58.6,0.046 -> 0.051,0.0,0.0,0.0,-10.0,-10.0
1380 -> 1380,0.1,0_加速,72.8 -> 72.8,0.056 -> 0.056,0.0,0.0,0.0,-5.0,-5.0
1390 -> 1390,0.1,2_ブレーキ,60.2 -> 60.2,0.062 -> 0.062,0.0,0.0,0.0,-5.0,-5.0
1400 -> 1400,0.1,0_加速,74.5 -> 74.5,0.067 -> 0.067,0.0,0.0,0.0,-5.0,-5.0
1410 -> 1410,0.1,1_惰行,74.1 -> 74.1,0.073 -> 0.073,0.0,0.0,0.0,-5.0,-5.0
1420 -> 1430,0.2,0_加速,88.3 -> 102.5,0.079 -> 0.086,0.0,0.0,0.0,-10.0,-10.0
1440 -> 1440,0.1,1_惰行,102.1 -> 102.1,0.094 -> 0.094,0.0,0.0,0.0,-5.0,-5.0
1450 -> 1510,0.7,0_加速,116.2 -> 196.9,0.103 -> 0.176,0.0,0.0,0.0,-35.0,-35.0
1520 -> 1520,0.1,2_ブレーキ,184.3 -> 184.3,0.191 -> 0.191,0.0,0.0,0.0,-5.0,-5.0
1530 -> 1530,0.1,0_加速,195.4 -> 195.4,0.206 -> 0.206,0.0,0.0,0.0,-5.0,-5.0
1540 -> 1540,0.1,2_ブレーキ,182.8 -> 182.8,0.220 -> 0.220,0.0,0.0,0.0,-5.0,-5.0
1550 -> 1550,0.1,1_惰行,182.1 -> 182.1,0.234 -> 0.234,0.0,0.0,0.0,-5.0,-5.0
1560 -> 1690,1.4,0_加速,193.5 -> 283.7,0.249 -> 0.495,0.0,0.0,0.0,-70.0,-70.0
1700 -> 1700,0.1,1_惰行,282.7 -> 282.7,0.517 -> 0.517,0.0,0.0,0.0,-5.0,-5.0
1710 -> 1710,0.1,0_加速,287.2 -> 287.2,0.539 -> 0.539,0.0,0.0,0.0,-5.0,-5.0
1720 -> 1720,0.1,1_惰行,286.1 -> 286.1,0.561 -> 0.561,0.0,0.0,0.0,-5.0,-5.0
1730 -> 1770,0.5,0_加速,290.4 -> 306.1,0.583 -> 0.675,0.0,0.0,0.0,-25.0,-25.0
1780 -> 1780,0.1,1_惰行,304.9 -> 304.9,0.699 -> 0.699,0.0,0.0,0.0,-5.0,-5.0
1790 -> 1790,0.1,0_加速,308.5 -> 308.5,0.723 -> 0.723,0.0,0.0,0.0,-5.0,-5.0
1800 -> 1800,0.1,2_ブレーキ,295.9 -> 295.9,0.746 -> 0.746,1163.3,-70.0,0.0,-30.2,1063.1
1810 -> 1810,0.1,0_加速,299.8 -> 299.8,0.769 -> 0.769,1149.8,-70.0,-2.2,-30.8,1046.8
1820 -> 1820,0.1,0_加速,303.5 -> 303.5,0.792 -> 0.792,1164.6,0.0,-2.2,-31.4,1131.0
1830 -> 1830,0.1,0_加速,307.2 -> 307.2,0.816 -> 0.816,1178.8,0.0,-2.2,-32.0,1144.6
1840 -> 1840,0.1,0_加速,310.6 -> 310.6,0.839 -> 0.839,1192.5,0.0,-2.2,-32.5,1157.8
1850 -> 1850,0.1,0_加速,314.0 -> 314.0,0.864 -> 0.864,1205.6,0.0,-2.2,-33.0,1170.4
1860 -> 1860,0.1,0_加速,317.2 -> 317.2,0.888 -> 0.888,1218.3,0.0,-2.2,-33.5,1182.6
1870 -> 1870,0.1,0_加速,320.4 -> 320.4,0.913 -> 0.913,1230.6,0.0,-2.2,-34.0,1194.4
1880 -> 1880,0.1,1_惰行,319.1 -> 319.1,0.937 -> 0.937,1233.4,-32.0,0.0,-33.8,1167.6
1890 -> 1890,0.1,0_加速,322.2 -> 322.2,0.962 -> 0.962,1237.8,-35.0,-2.2,-34.3,1166.3
1900 -> 1900,0.1,0_加速,325.2 -> 325.2,0.987 -> 0.987,1249.5,0.0,-2.2,-34.8,1212.5
1910 -> 1910,0.1,0_加速,328.1 -> 328.1,1.012 -> 1.012,1260.8,0.0,-2.2,-35.2,1223.4
1920 -> 1920,0.1,0_加速,330.9 -> 330.9,1.038 -> 1.038,1271.7,0.0,-2.2,-35.6,1233.9
1930 -> 1930,0.1,0_加速,333.6 -> 333.6,1.063 -> 1.063,1282.4,0.0,-2.2,-36.1,1244.1
1940 -> 1940,0.1,0_加速,336.3 -> 336.3,1.089 -> 1.089,1292.8,0.0,-2.2,-36.5,1254.1
1950 -> 1950,0.1,0_加速,338.9 -> 338.9,1.115 -> 1.115,1302.9,0.0,-2.2,-36.9,1263.8
1960 -> 1960,0.1,0_加速,341.4 -> 341.4,1.141 -> 1.141,1312.7,0.0,-2.2,-37.3,1273.3
1970 -> 1970,0.1,1_惰行,340.1 -> 340.1,1.168 -> 1.168,1314.3,-31.5,0.0,-37.0,1245.7
1980 -> 1980,0.1,0_加速,342.6 -> 342.6,1.194 -> 1.194,1317.3,-35.0,-2.2,-37.4,1242.7
1990 -> 1990,0.1,1_惰行,341.2 -> 341.2,1.220 -> 1.220,1318.8,-35.0,0.0,-37.2,1246.5
2000 -> 2000,0.1,0_加速,343.7 -> 343.7,1.247 -> 1.247,1321.7,-35.0,-2.2,-37.6,1246.9
2010 -> 2010,0.1,0_加速,346.1 -> 346.1,1.274 -> 1.274,1331.1,0.0,-2.2,-38.0,1291.0
2020 -> 2020,0.1,0_加速,348.5 -> 348.5,1.300 -> 1.300,1340.4,0.0,-2.2,-38.3,1299.8
2030 -> 2030,0.1,0_加速,350.8 -> 350.8,1.327 -> 1.327,1349.5,0.0,-2.2,-38.7,1308.6
2040 -> 2040,0.1,0_加速,353.1 -> 353.1,1.354 -> 1.354,1358.3,0.0,-2.2,-39.1,1317.1
2050 -> 2050,0.1,1_惰行,351.7 -> 351.7,1.382 -> 1.382,1359.3,-33.0,0.0,-38.8,1287.5
2060 -> 2060,0.1,0_加速,354.0 -> 354.0,1.409 -> 1.409,1361.7,-35.0,-2.2,-39.2,1285.3
2070 -> 2070,0.1,0_加速,356.2 -> 356.2,1.436 -> 1.436,1370.4,0.0,-2.2,-39.5,1328.7
2080 -> 2080,0.1,0_加速,358.4 -> 358.4,1.464 -> 1.464,1378.9,0.0,-2.2,-39.9,1336.9
2090 -> 2090,0.1,0_加速,360.6 -> 360.6,1.492 -> 1.492,1387.3,0.0,-2.2,-40.2,1344.9
2100 -> 2100,0.1,0_加速,362.7 -> 362.7,1.520 -> 1.520,1395.6,0.0,-2.2,-40.5,1352.9
