step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1220,0.2,0_加速,14.3 -> 28.5,0.001 -> 0.002,0.0,0.0,0.0,-10.0,-10.0
1230 -> 1230,0.1,1_惰行,28.2 -> 28.2,0.005 -> 0.005,0.0,0.0,0.0,-5.0,-5.0
1240 -> 1260,0.3,0_加速,42.5 -> 71.0,0.007 -> 0.016,0.0,0.0,0.0,-15.0,-15.0
1270 -> 1270,0.1,1_惰行,70.6 -> 70.6,0.022 -> 0.022,0.0,0.0,0.0,-5.0,-5.0
1280 -> 1310,0.4,0_加速,84.8 -> 127.3,0.028 -> 0.052,0.0,0.0,0.0,-20.0,-20.0
1320 -> 1320,0.1,2_ブレーキ,114.7 -> 114.7,0.062 -> 0.062,0.0,0.0,0.0,-5.0,-5.0
1330 -> 1330,0.1,0_加速,128.9 -> 128.9,0.071 -> 0.071,0.0,0.0,0.0,-5.0,-5.0
1340 -> 1350,0.2,1_惰行,128.4 -> 127.9,0.081 -> 0.091,0.0,0.0,0.0,-10.0,-10.0
1360 -> 1360,0.1,0_加速,142.0 -> 142.0,0.101 -> 0.101,0.0,0.0,0.0,-5.0,-5.0
1370 -> 1370,0.1,1_惰行,141.5 -> 141.5,0.112 -> 0.112,0.0,0.0,0.0,-5.0,-5.0
1380 -> 1380,0.1,0_加速,155.6 -> 155.6,0.124 -> 0.124,0.0,0.0,0.0,-5.0,-5.0
1390 -> 1390,0.1,1_惰行,155.0 -> 155.0,0.136 -> 0.136,0.0,0.0,0.0,-5.0,-5.0
1400 -> 1400,0.1,0_加速,169.1 -> 169.1,0.148 -> 0.148,0.0,0.0,0.0,-5.0,-5.0
1410 -> 1410,0.1,1_惰行,168.5 -> 168.5,0.161 -> 0.161,0.0,0.0,0.0,-5.0,-5.0
1420 -> 1430,0.2,0_加速,182.4 -> 193.7,0.175 -> 0.190,0.0,0.0,0.0,-10.0,-10.0
1440 -> 1440,0.1,1_惰行,193.0 -> 193.0,0.204 -> 0.204,0.0,0.0,0.0,-5.0,-5.0
1450 -> 1470,0.3,0_加速,203.4 -> 221.7,0.220 -> 0.253,0.0,0.0,0.0,-15.0,-15.0
1480 -> 1480,0.1,2_ブレーキ,209.1 -> 209.1,0.269 -> 0.269,0.0,0.0,0.0,-5.0,-5.0
1490 -> 1520,0.4,0_加速,218.2 -> 241.7,0.286 -> 0.339,0.0,0.0,0.0,-20.0,-20.0
