step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1260,0.6,0_加速,14.3 -> 85.4,0.001 -> 0.020,0.0,0.0,0.0,-30.0,-30.0
1270 -> 1270,0.1,1_惰行,85.0 -> 85.0,0.027 -> 0.027,0.0,0.0,0.0,-5.0,-5.0
1280 -> 1290,0.2,0_加速,99.2 -> 113.4,0.034 -> 0.042,0.0,0.0,0.0,-10.0,-10.0
1300 -> 1300,0.1,2_ブレーキ,100.8 -> 100.8,0.050 -> 0.050,0.0,0.0,0.0,-5.0,-5.0
1310 -> 1310,0.1,0_加速,115.0 -> 115.0,0.059 -> 0.059,0.0,0.0,0.0,-5.0,-5.0
1320 -> 1320,0.1,1_惰行,114.5 -> 114.5,0.068 -> 0.068,0.0,0.0,0.0,-5.0,-5.0
1330 -> 1350,0.3,0_加速,128.7 -> 156.9,0.077 -> 0.099,0.0,0.0,0.0,-15.0,-15.0
1360 -> 1360,0.1,1_惰行,156.4 -> 156.4,0.111 -> 0.111,0.0,0.0,0.0,-5.0,-5.0
1370 -> 1370,0.1,2_ブレーキ,143.8 -> 143.8,0.123 -> 0.123,0.0,0.0,0.0,-5.0,-5.0
1380 -> 1380,0.1,0_加速,157.9 -> 157.9,0.134 -> 0.134,0.0,0.0,0.0,-5.0,-5.0
1390 -> 1390,0.1,1_惰行,157.3 -> 157.3,0.147 -> 0.147,0.0,0.0,0.0,-5.0,-5.0
1400 -> 1460,0.7,0_加速,171.4 -> 232.0,0.159 -> 0.254,0.0,0.0,0.0,-35.0,-35.0
1470 -> 1470,0.1,1_惰行,231.1 -> 231.1,0.272 -> 0.272,0.0,0.0,0.0,-5.0,-5.0
1480 -> 1500,0.3,0_加速,238.6 -> 252.1,0.290 -> 0.328,0.0,0.0,0.0,-15.0,-15.0
1510 -> 1510,0.1,2_ブレーキ,239.5 -> 239.5,0.347 -> 0.347,0.0,0.0,0.0,-5.0,-5.0
1520 -> 1540,0.3,0_加速,246.5 -> 259.0,0.366 -> 0.405,0.0,0.0,0.0,-15.0,-15.0
1550 -> 1550,0.1,1_惰行,258.1 -> 258.1,0.425 -> 0.425,0.0,0.0,0.0,-5.0,-5.0
1560 -> 1760,2.1,0_加速,263.9 -> 338.0,0.445 -> 0.917,0.0,0.0,0.0,-105.0,-105.0
1770 -> 1790,0.3,1_惰行,336.6 -> 334.0,0.943 -> 0.995,0.0,0.0,0.0,-15.0,-15.0
1800 -> 1800,0.1,0_加速,336.7 -> 336.7,1.021 -> 1.021,1294.2,-34.5,-2.2,-36.5,1221.0
1810 -> 1810,0.1,2_ブレーキ,324.1 -> 324.1,1.046 -> 1.046,1272.1,-70.0,0.0,-34.6,1167.5
1820 -> 1820,0.1,1_惰行,322.8 -> 322.8,1.071 -> 1.071,1247.6,-35.0,0.0,-34.4,1178.2
1830 -> 1830,0.1,0_加速,325.8 -> 325.8,1.096 -> 1.096,1251.7,-35.0,-2.2,-34.8,1179.7
1840 -> 1840,0.1,0_加速,328.6 -> 328.6,1.122 -> 1.122,1262.9,0.0,-2.2,-35.3,1225.4
1850 -> 1850,0.1,0_加速,331.4 -> 331.4,1.147 -> 1.147,1273.8,0.0,-2.2,-35.7,1235.9
1860 -> 1860,0.1,0_加速,334.1 -> 334.1,1.173 -> 1.173,1284.4,0.0,-2.2,-36.1,1246.1
1870 -> 1870,0.1,0_加速,336.8 -> 336.8,1.199 -> 1.199,1294.8,0.0,-2.2,-36.5,1256.0
1880 -> 1880,0.1,1_惰行,335.5 -> 335.5,1.225 -> 1.225,1296.5,-33.0,0.0,-36.3,1227.2
1890 -> 1890,0.1,1_惰行,334.2 -> 334.2,1.250 -> 1.250,1291.5,0.0,0.0,-36.1,1255.3
1900 -> 1900,0.1,0_加速,336.8 -> 336.8,1.276 -> 1.276,1294.8,-34.5,-2.2,-36.5,1221.6
1910 -> 1910,0.1,0_加速,339.4 -> 339.4,1.302 -> 1.302,1304.9,0.0,-2.2,-36.9,1265.8
1920 -> 1920,0.1,2_ブレーキ,326.8 -> 326.8,1.328 -> 1.328,1282.6,-69.0,0.0,-35.0,1178.6
1930 -> 1930,0.1,0_加速,329.6 -> 329.6,1.353 -> 1.353,1266.8,-70.0,-2.2,-35.4,1159.2
1940 -> 1940,0.1,0_加速,332.4 -> 332.4,1.379 -> 1.379,1277.6,0.0,-2.2,-35.9,1239.5
1950 -> 1950,0.1,0_加速,335.1 -> 335.1,1.405 -> 1.405,1288.1,0.0,-2.2,-36.3,1249.6
1960 -> 1960,0.1,0_加速,337.7 -> 337.7,1.431 -> 1.431,1298.3,0.0,-2.2,-36.7,1259.5
1970 -> 1970,0.1,0_加速,340.3 -> 340.3,1.457 -> 1.457,1308.3,0.0,-2.2,-37.1,1269.1
1980 -> 1980,0.1,0_加速,342.8 -> 342.8,1.483 -> 1.483,1318.1,0.0,-2.2,-37.5,1278.4
1990 -> 1990,0.1,0_加速,345.2 -> 345.2,1.510 -> 1.510,1327.6,0.0,-2.2,-37.8,1287.6
2000 -> 2000,0.1,0_加速,347.6 -> 347.6,1.537 -> 1.537,1336.9,0.0,-2.2,-38.2,1296.5
2010 -> 2010,0.1,1_惰行,346.2 -> 346.2,1.563 -> 1.563,1338.1,-31.5,0.0,-38.0,1268.6
2020 -> 2020,0.1,0_加速,348.6 -> 348.6,1.590 -> 1.590,1340.8,-35.0,-2.2,-38.4,1265.2
2030 -> 2030,0.1,1_惰行,347.2 -> 347.2,1.617 -> 1.617,1342.0,-35.0,0.0,-38.2,1268.8
2040 -> 2040,0.1,1_惰行,345.9 -> 345.9,1.644 -> 1.644,1336.7,0.0,0.0,-37.9,1298.8
2050 -> 2050,0.1,2_ブレーキ,333.3 -> 333.3,1.670 -> 1.670,1307.6,-34.5,0.0,-36.0,1237.1
2060 -> 2060,0.1,0_加速,335.9 -> 335.9,1.696 -> 1.696,1291.4,-70.0,-2.2,-36.4,1182.8
2070 -> 2070,0.1,0_加速,338.5 -> 338.5,1.722 -> 1.722,1301.5,0.0,-2.2,-36.8,1262.5
2080 -> 2080,0.1,0_加速,341.1 -> 341.1,1.748 -> 1.748,1311.4,0.0,-2.2,-37.2,1272.0
2090 -> 2090,0.1,1_惰行,339.7 -> 339.7,1.774 -> 1.774,1313.0,-34.0,0.0,-37.0,1242.0
2100 -> 2100,0.1,0_加速,342.2 -> 342.2,1.800 -> 1.800,1316.0,-35.0,-2.2,-37.4,1241.4
2110 -> 2110,0.1,0_加速,344.7 -> 344.7,1.827 -> 1.827,1325.6,0.0,-2.2,-37.8,1285.6
2120 -> 2120,0.1,0_加速,347.1 -> 347.1,1.854 -> 1.854,1335.0,0.0,-2.2,-38.1,1294.6
2130 -> 2130,0.1,0_加速,349.5 -> 349.5,1.881 -> 1.881,1344.1,0.0,-2.2,-38.5,1303.4
2140 -> 2140,0.1,0_加速,351.8 -> 351.8,1.908 -> 1.908,1353.1,0.0,-2.2,-38.9,1312.1
