step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1220,0.2,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,1.0,0.0,0.0,0.0,1.0
1230 -> 1250,0.3,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,0.0,0.0,0.0,0.0
1260 -> 1260,0.1,0_加速,14.3 -> 14.3,0.001 -> 0.001,0.0,0.0,0.0,-5.0,-5.0
1270 -> 1270,0.1,2_ブレーキ,1.7 -> 1.7,0.001 -> 0.001,0.0,0.0,0.0,-5.0,-5.0
1280 -> 1280,0.1,0_加速,15.9 -> 15.9,0.002 -> 0.002,0.0,0.0,0.0,-5.0,-5.0
1290 -> 1290,0.1,1_惰行,15.7 -> 15.7,0.003 -> 0.003,0.0,0.0,0.0,-5.0,-5.0
1300 -> 1350,0.6,0_加速,29.9 -> 101.0,0.005 -> 0.030,0.0,0.0,0.0,-30.0,-30.0
1360 -> 1370,0.2,1_惰行,100.6 -> 100.2,0.038 -> 0.046,0.0,0.0,0.0,-10.0,-10.0
1380 -> 1380,0.1,0_加速,114.4 -> 114.4,0.054 -> 0.054,0.0,0.0,0.0,-5.0,-5.0
1390 -> 1390,0.1,2_ブレーキ,101.8 -> 101.8,0.063 -> 0.063,0.0,0.0,0.0,-5.0,-5.0
1400 -> 1400,0.1,0_加速,115.9 -> 115.9,0.071 -> 0.071,0.0,0.0,0.0,-5.0,-5.0
1410 -> 1410,0.1,1_惰行,115.5 -> 115.5,0.080 -> 0.080,0.0,0.0,0.0,-5.0,-5.0
1420 -> 1450,0.4,0_加速,129.6 -> 172.0,0.090 -> 0.125,0.0,0.0,0.0,-20.0,-20.0
1460 -> 1460,0.1,1_惰行,171.3 -> 171.3,0.138 -> 0.138,0.0,0.0,0.0,-5.0,-5.0
1470 -> 1480,0.2,0_加速,184.7 -> 195.8,0.152 -> 0.166,0.0,0.0,0.0,-10.0,-10.0
1490 -> 1490,0.1,1_惰行,195.1 -> 195.1,0.181 -> 0.181,0.0,0.0,0.0,-5.0,-5.0
1500 -> 1500,0.1,0_加速,205.3 -> 205.3,0.197 -> 0.197,0.0,0.0,0.0,-5.0,-5.0
1510 -> 1550,0.5,1_惰行,204.6 -> 201.7,0.213 -> 0.275,0.0,0.0,0.0,-25.0,-25.0
1560 -> 1580,0.3,0_加速,211.4 -> 228.5,0.291 -> 0.325,0.0,0.0,0.0,-15.0,-15.0
1590 -> 1590,0.1,1_惰行,227.7 -> 227.7,0.343 -> 0.343,0.0,0.0,0.0,-5.0,-5.0
1600 -> 1640,0.5,0_加速,235.4 -> 261.6,0.361 -> 0.438,0.0,0.0,0.0,-25.0,-25.0
1650 -> 1650,0.1,1_惰行,260.6 -> 260.6,0.458 -> 0.458,0.0,0.0,0.0,-5.0,-5.0
1660 -> 1700,0.5,0_加速,266.3 -> 286.0,0.478 -> 0.564,0.0,0.0,0.0,-25.0,-25.0
1710 -> 1710,0.1,2_ブレーキ,273.4 -> 273.4,0.585 -> 0.585,0.0,0.0,0.0,-5.0,-5.0
1720 -> 1730,0.2,0_加速,278.4 -> 283.1,0.607 -> 0.628,0.0,0.0,0.0,-10.0,-10.0
1740 -> 1740,0.1,2_ブレーキ,270.5 -> 270.5,0.650 -> 0.650,0.0,0.0,0.0,-5.0,-5.0
1750 -> 1750,0.1,1_惰行,269.5 -> 269.5,0.671 -> 0.671,0.0,0.0,0.0,-5.0,-5.0
1760 -> 1760,0.1,0_加速,274.7 -> 274.7,0.692 -> 0.692,0.0,0.0,0.0,-5.0,-5.0
1770 -> 1780,0.2,1_惰行,273.7 -> 272.7,0.713 -> 0.734,0.0,0.0,0.0,-10.0,-10.0
1790 -> 1790,0.1,0_加速,277.7 -> 277.7,0.755 -> 0.755,0.0,0.0,0.0,-5.0,-5.0
1800 -> 1800,0.1,0_加速,282.4 -> 282.4,0.777 -> 0.777,1081.4,0.0,-2.2,-28.2,1051.0
1810 -> 1810,0.1,0_加速,286.9 -> 286.9,0.799 -> 0.799,1099.2,0.0,-2.2,-28.8,1068.2
1820 -> 1820,0.1,0_加速,291.2 -> 291.2,0.821 -> 0.821,1116.2,0.0,-2.2,-29.5,1084.5
1830 -> 1830,0.1,0_加速,295.4 -> 295.4,0.844 -> 0.844,1132.4,0.0,-2.2,-30.1,1100.1
1840 -> 1840,0.1,0_加速,299.3 -> 299.3,0.867 -> 0.867,1148.0,0.0,-2.2,-30.8,1115.0
1850 -> 1850,0.1,0_加速,303.1 -> 303.1,0.890 -> 0.890,1162.8,0.0,-2.2,-31.3,1129.3
1860 -> 1860,0.1,1_惰行,301.9 -> 301.9,0.913 -> 0.913,1166.9,-31.0,0.0,-31.2,1104.7
1870 -> 1870,0.1,1_惰行,300.8 -> 300.8,0.936 -> 0.936,1162.5,0.0,0.0,-31.0,1131.5
1880 -> 1880,0.1,0_加速,304.5 -> 304.5,0.960 -> 0.960,1168.5,-34.5,-2.2,-31.6,1100.2
1890 -> 1890,0.1,0_加速,308.1 -> 308.1,0.983 -> 0.983,1182.5,0.0,-2.2,-32.1,1148.2
1900 -> 1900,0.1,0_加速,311.6 -> 311.6,1.007 -> 1.007,1196.0,0.0,-2.2,-32.6,1161.2
1910 -> 1910,0.1,0_加速,314.9 -> 314.9,1.032 -> 1.032,1209.1,0.0,-2.2,-33.2,1173.7
1920 -> 1920,0.1,0_加速,318.1 -> 318.1,1.056 -> 1.056,1221.7,0.0,-2.2,-33.7,1185.8
1930 -> 1930,0.1,0_加速,321.2 -> 321.2,1.081 -> 1.081,1233.8,0.0,-2.2,-34.1,1197.5
1940 -> 1940,0.1,1_惰行,320.0 -> 320.0,1.105 -> 1.105,1236.6,-32.5,0.0,-33.9,1170.1
1950 -> 1950,0.1,0_加速,323.0 -> 323.0,1.130 -> 1.130,1240.9,-35.0,-2.2,-34.4,1169.3
1960 -> 1960,0.1,0_加速,326.0 -> 326.0,1.155 -> 1.155,1252.5,0.0,-2.2,-34.9,1215.4
1970 -> 1970,0.1,1_惰行,324.7 -> 324.7,1.180 -> 1.180,1254.9,-34.5,0.0,-34.7,1185.7
1980 -> 1980,0.1,0_加速,327.6 -> 327.6,1.206 -> 1.206,1258.9,-35.0,-2.2,-35.1,1186.6
