step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1210,0.1,0_加速,14.3 -> 14.3,0.001 -> 0.001,0.0,0.0,0.0,-5.0,-5.0
1220 -> 1230,0.2,1_惰行,14.0 -> 13.8,0.002 -> 0.003,0.0,0.0,0.0,-10.0,-10.0
1240 -> 1270,0.4,0_加速,28.0 -> 70.7,0.004 -> 0.016,0.0,0.0,0.0,-20.0,-20.0
1280 -> 1300,0.3,1_惰行,70.4 -> 69.7,0.021 -> 0.032,0.0,0.0,0.0,-15.0,-15.0
1310 -> 1310,0.1,0_加速,83.9 -> 83.9,0.038 -> 0.038,0.0,0.0,0.0,-5.0,-5.0
1320 -> 1320,0.1,1_惰行,83.5 -> 83.5,0.045 -> 0.045,0.0,0.0,0.0,-5.0,-5.0
1330 -> 1350,0.3,0_加速,97.7 -> 126.0,0.052 -> 0.069,0.0,0.0,0.0,-15.0,-15.0
1360 -> 1360,0.1,1_惰行,125.5 -> 125.5,0.079 -> 0.079,0.0,0.0,0.0,-5.0,-5.0
1370 -> 1410,0.5,0_加速,139.7 -> 193.1,0.089 -> 0.141,0.0,0.0,0.0,-25.0,-25.0
1420 -> 1420,0.1,1_惰行,192.4 -> 192.4,0.156 -> 0.156,0.0,0.0,0.0,-5.0,-5.0
1430 -> 1430,0.1,0_加速,202.9 -> 202.9,0.171 -> 0.171,0.0,0.0,0.0,-5.0,-5.0
1440 -> 1440,0.1,2_ブレーキ,190.3 -> 190.3,0.186 -> 0.186,0.0,0.0,0.0,-5.0,-5.0
1450 -> 1450,0.1,0_加速,200.9 -> 200.9,0.201 -> 0.201,0.0,0.0,0.0,-5.0,-5.0
1460 -> 1460,0.1,1_惰行,200.2 -> 200.2,0.217 -> 0.217,0.0,0.0,0.0,-5.0,-5.0
1470 -> 1500,0.4,0_加速,210.0 -> 235.1,0.233 -> 0.284,0.0,0.0,0.0,-20.0,-20.0
1510 -> 1510,0.1,1_惰行,234.2 -> 234.2,0.303 -> 0.303,0.0,0.0,0.0,-5.0,-5.0
1520 -> 1680,1.7,0_加速,241.5 -> 316.2,0.321 -> 0.672,0.0,0.0,0.0,-85.0,-85.0
1690 -> 1690,0.1,2_ブレーキ,303.6 -> 303.6,0.695 -> 0.695,0.0,0.0,0.0,-5.0,-5.0
1700 -> 1750,0.6,0_加速,307.2 -> 323.5,0.719 -> 0.841,0.0,0.0,0.0,-30.0,-30.0
1760 -> 1760,0.1,2_ブレーキ,310.9 -> 310.9,0.865 -> 0.865,0.0,0.0,0.0,-5.0,-5.0
1770 -> 1780,0.2,0_加速,314.2 -> 317.5,0.889 -> 0.914,0.0,0.0,0.0,-10.0,-10.0
1790 -> 1790,0.1,1_惰行,316.2 -> 316.2,0.938 -> 0.938,0.0,0.0,0.0,-5.0,-5.0
1800 -> 1800,0.1,0_加速,319.4 -> 319.4,0.963 -> 0.963,1226.8,-33.0,-2.2,-33.9,1157.8
1810 -> 1810,0.1,1_惰行,318.2 -> 318.2,0.987 -> 0.987,1229.7,-35.0,0.0,-33.7,1161.0
1820 -> 1820,0.1,0_加速,321.3 -> 321.3,1.012 -> 1.012,1234.2,-35.0,-2.2,-34.1,1162.8
1830 -> 1830,0.1,1_惰行,320.0 -> 320.0,1.037 -> 1.037,1236.9,-35.0,0.0,-34.0,1167.9
1840 -> 1840,0.1,0_加速,323.1 -> 323.1,1.062 -> 1.062,1241.2,-35.0,-2.2,-34.4,1169.6
1850 -> 1850,0.1,0_加速,326.0 -> 326.0,1.087 -> 1.087,1252.8,0.0,-2.2,-34.9,1215.7
1860 -> 1860,0.1,1_惰行,324.8 -> 324.8,1.112 -> 1.112,1255.2,-34.5,0.0,-34.7,1186.0
1870 -> 1870,0.1,0_加速,327.7 -> 327.7,1.137 -> 1.137,1259.2,-35.0,-2.2,-35.1,1186.8
1880 -> 1880,0.1,0_加速,330.5 -> 330.5,1.162 -> 1.162,1270.2,0.0,-2.2,-35.6,1232.4
1890 -> 1890,0.1,0_加速,333.2 -> 333.2,1.188 -> 1.188,1280.9,0.0,-2.2,-36.0,1242.7
1900 -> 1900,0.1,0_加速,335.9 -> 335.9,1.214 -> 1.214,1291.3,0.0,-2.2,-36.4,1252.7
1910 -> 1910,0.1,0_加速,338.5 -> 338.5,1.240 -> 1.240,1301.5,0.0,-2.2,-36.8,1262.5
1920 -> 1920,0.1,0_加速,341.0 -> 341.0,1.266 -> 1.266,1311.4,0.0,-2.2,-37.2,1272.0
1930 -> 1930,0.1,0_加速,343.5 -> 343.5,1.292 -> 1.292,1321.1,0.0,-2.2,-37.6,1281.3
1940 -> 1940,0.1,1_惰行,342.2 -> 342.2,1.319 -> 1.319,1322.5,-32.0,0.0,-37.4,1253.1
1950 -> 1950,0.1,1_惰行,340.8 -> 340.8,1.345 -> 1.345,1317.3,0.0,0.0,-37.2,1280.1
1960 -> 1960,0.1,0_加速,343.3 -> 343.3,1.372 -> 1.372,1320.2,-34.5,-2.2,-37.5,1246.0
1970 -> 1970,0.1,1_惰行,342.0 -> 342.0,1.398 -> 1.398,1321.7,-35.0,0.0,-37.3,1249.3
1980 -> 1980,0.1,1_惰行,340.6 -> 340.6,1.424 -> 1.424,1316.5,0.0,0.0,-37.1,1279.3
1990 -> 1990,0.1,0_加速,343.1 -> 343.1,1.451 -> 1.451,1319.5,-34.5,-2.2,-37.5,1245.2
2000 -> 2000,0.1,0_加速,345.6 -> 345.6,1.477 -> 1.477,1329.0,0.0,-2.2,-37.9,1288.9
2010 -> 2010,0.1,0_加速,347.9 -> 347.9,1.504 -> 1.504,1338.2,0.0,-2.2,-38.3,1297.8
2020 -> 2020,0.1,0_加速,350.3 -> 350.3,1.531 -> 1.531,1347.3,0.0,-2.2,-38.6,1306.5
2030 -> 2030,0.1,1_惰行,348.9 -> 348.9,1.558 -> 1.558,1348.5,-33.5,0.0,-38.4,1276.5
2040 -> 2040,0.1,0_加速,351.2 -> 351.2,1.585 -> 1.585,1351.0,-35.0,-2.2,-38.8,1275.0
2050 -> 2050,0.1,0_加速,353.5 -> 353.5,1.612 -> 1.612,1359.8,0.0,-2.2,-39.1,1318.5
2060 -> 2060,0.1,0_加速,355.7 -> 355.7,1.640 -> 1.640,1368.6,0.0,-2.2,-39.5,1326.9
2070 -> 2070,0.1,0_加速,357.9 -> 357.9,1.667 -> 1.667,1377.1,0.0,-2.2,-39.8,1335.1
2080 -> 2080,0.1,1_惰行,356.5 -> 356.5,1.695 -> 1.695,1377.9,-33.5,0.0,-39.6,1304.8
2090 -> 2090,0.1,0_加速,358.7 -> 358.7,1.722 -> 1.722,1380.1,-35.0,-2.2,-39.9,1303.0
2100 -> 2100,0.1,0_加速,360.9 -> 360.9,1.750 -> 1.750,1388.5,0.0,-2.2,-40.3,1346.0
2110 -> 2110,0.1,0_加速,363.0 -> 363.0,1.778 -> 1.778,1396.7,0.0,-2.2,-40.6,1353.9
2120 -> 2120,0.1,1_惰行,361.5 -> 361.5,1.806 -> 1.806,1397.3,-34.0,0.0,-40.4,1323.0
