step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1220,0.2,0_加速,14.3 -> 28.5,0.001 -> 0.002,0.0,0.0,0.0,-10.0,-10.0
1230 -> 1230,0.1,1_惰行,28.2 -> 28.2,0.005 -> 0.005,0.0,0.0,0.0,-5.0,-5.0
1240 -> 1250,0.2,0_加速,42.5 -> 56.7,0.007 -> 0.011,0.0,0.0,0.0,-10.0,-10.0
1260 -> 1260,0.1,1_惰行,56.4 -> 56.4,0.016 -> 0.016,0.0,0.0,0.0,-5.0,-5.0
1270 -> 1270,0.1,0_加速,70.6 -> 70.6,0.020 -> 0.020,0.0,0.0,0.0,-5.0,-5.0
1280 -> 1290,0.2,1_惰行,70.3 -> 69.9,0.026 -> 0.031,0.0,0.0,0.0,-10.0,-10.0
1300 -> 1480,1.9,0_加速,84.1 -> 269.1,0.037 -> 0.307,0.0,0.0,0.0,-95.0,-95.0
1490 -> 1510,0.3,1_惰行,268.1 -> 266.2,0.328 -> 0.369,0.0,0.0,0.0,-15.0,-15.0
1520 -> 1530,0.2,0_加速,271.5 -> 276.6,0.390 -> 0.411,0.0,0.0,0.0,-10.0,-10.0
1540 -> 1550,0.2,2_ブレーキ,264.0 -> 251.4,0.432 -> 0.451,0.0,0.0,0.0,-10.0,-10.0
1560 -> 1690,1.4,0_加速,257.6 -> 314.5,0.471 -> 0.761,0.0,0.0,0.0,-70.0,-70.0
1700 -> 1710,0.2,1_惰行,313.3 -> 312.1,0.785 -> 0.809,0.0,0.0,0.0,-10.0,-10.0
1720 -> 1740,0.3,0_加速,315.4 -> 321.7,0.834 -> 0.883,0.0,0.0,0.0,-15.0,-15.0
1750 -> 1760,0.2,1_惰行,320.5 -> 319.2,0.908 -> 0.932,0.0,0.0,0.0,-10.0,-10.0
1770 -> 1770,0.1,0_加速,322.3 -> 322.3,0.957 -> 0.957,0.0,0.0,0.0,-5.0,-5.0
1780 -> 1780,0.1,1_惰行,321.1 -> 321.1,0.982 -> 0.982,0.0,0.0,0.0,-5.0,-5.0
1790 -> 1790,0.1,0_加速,324.1 -> 324.1,1.007 -> 1.007,0.0,0.0,0.0,-5.0,-5.0
1800 -> 1800,0.1,0_加速,327.0 -> 327.0,1.032 -> 1.032,1256.5,0.0,-2.2,-35.0,1219.3
1810 -> 1810,0.1,2_ブレーキ,314.4 -> 314.4,1.057 -> 1.057,1234.8,-69.0,0.0,-33.1,1132.7
