step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1250,0.5,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,0.0,0.0,0.0,0.0
1260 -> 1300,0.5,0_加速,14.3 -> 71.2,0.001 -> 0.014,0.0,0.0,0.0,-25.0,-25.0
1310 -> 1320,0.2,2_ブレーキ,58.6 -> 46.0,0.019 -> 0.023,0.0,0.0,0.0,-10.0,-10.0
1330 -> 1330,0.1,0_加速,60.3 -> 60.3,0.027 -> 0.027,0.0,0.0,0.0,-5.0,-5.0
1340 -> 1350,0.2,1_惰行,59.9 -> 59.6,0.032 -> 0.036,0.0,0.0,0.0,-10.0,-10.0
1360 -> 1410,0.6,0_加速,73.8 -> 144.7,0.042 -> 0.084,0.0,0.0,0.0,-30.0,-30.0
1420 -> 1420,0.1,1_惰行,144.1 -> 144.1,0.095 -> 0.095,0.0,0.0,0.0,-5.0,-5.0
1430 -> 1440,0.2,0_加速,158.2 -> 172.3,0.107 -> 0.120,0.0,0.0,0.0,-10.0,-10.0
1450 -> 1450,0.1,1_惰行,171.7 -> 171.7,0.133 -> 0.133,0.0,0.0,0.0,-5.0,-5.0
1460 -> 1460,0.1,0_加速,184.9 -> 184.9,0.147 -> 0.147,0.0,0.0,0.0,-5.0,-5.0
1470 -> 1470,0.1,1_惰行,184.2 -> 184.2,0.161 -> 0.161,0.0,0.0,0.0,-5.0,-5.0
1480 -> 1570,1.0,0_加速,195.3 -> 264.4,0.176 -> 0.338,0.0,0.0,0.0,-50.0,-50.0
1580 -> 1580,0.1,1_惰行,263.4 -> 263.4,0.359 -> 0.359,0.0,0.0,0.0,-5.0,-5.0
1590 -> 1590,0.1,0_加速,268.9 -> 268.9,0.379 -> 0.379,0.0,0.0,0.0,-5.0,-5.0
1600 -> 1600,0.1,1_惰行,267.9 -> 267.9,0.400 -> 0.400,0.0,0.0,0.0,-5.0,-5.0
1610 -> 1630,0.3,0_加速,273.2 -> 282.9,0.421 -> 0.464,0.0,0.0,0.0,-15.0,-15.0
1640 -> 1640,0.1,1_惰行,281.8 -> 281.8,0.485 -> 0.485,0.0,0.0,0.0,-5.0,-5.0
