step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1230,0.3,0_加速,14.3 -> 42.8,0.001 -> 0.005,0.0,0.0,0.0,-15.0,-15.0
1240 -> 1240,0.1,1_惰行,42.5 -> 42.5,0.008 -> 0.008,0.0,0.0,0.0,-5.0,-5.0
1250 -> 1260,0.2,0_加速,56.7 -> 70.9,0.012 -> 0.017,0.0,0.0,0.0,-10.0,-10.0
1270 -> 1270,0.1,1_惰行,70.6 -> 70.6,0.023 -> 0.023,0.0,0.0,0.0,-5.0,-5.0
1280 -> 1280,0.1,0_加速,84.8 -> 84.8,0.029 -> 0.029,0.0,0.0,0.0,-5.0,-5.0
1290 -> 1290,0.1,2_ブレーキ,72.2 -> 72.2,0.035 -> 0.035,0.0,0.0,0.0,-5.0,-5.0
1300 -> 1300,0.1,1_惰行,71.8 -> 71.8,0.040 -> 0.040,0.0,0.0,0.0,-5.0,-5.0
1310 -> 1320,0.2,0_加速,86.0 -> 100.2,0.046 -> 0.054,0.0,0.0,0.0,-10.0,-10.0
1330 -> 1330,0.1,2_ブレーキ,87.6 -> 87.6,0.061 -> 0.061,0.0,0.0,0.0,-5.0,-5.0
1340 -> 1340,0.1,1_惰行,87.2 -> 87.2,0.068 -> 0.068,0.0,0.0,0.0,-5.0,-5.0
1350 -> 1370,0.3,0_加速,101.4 -> 129.7,0.075 -> 0.093,0.0,0.0,0.0,-15.0,-15.0
1380 -> 1380,0.1,1_惰行,129.2 -> 129.2,0.103 -> 0.103,0.0,0.0,0.0,-5.0,-5.0
1390 -> 1410,0.3,0_加速,143.4 -> 171.6,0.114 -> 0.138,0.0,0.0,0.0,-15.0,-15.0
1420 -> 1420,0.1,1_惰行,171.0 -> 171.0,0.151 -> 0.151,0.0,0.0,0.0,-5.0,-5.0
1430 -> 1430,0.1,2_ブレーキ,158.4 -> 158.4,0.164 -> 0.164,0.0,0.0,0.0,-5.0,-5.0
1440 -> 1470,0.4,0_加速,172.5 -> 206.7,0.177 -> 0.221,0.0,0.0,0.0,-20.0,-20.0
1480 -> 1480,0.1,1_惰行,206.0 -> 206.0,0.237 -> 0.237,0.0,0.0,0.0,-5.0,-5.0
1490 -> 1530,0.5,0_加速,215.3 -> 246.3,0.253 -> 0.325,0.0,0.0,0.0,-25.0,-25.0
1540 -> 1540,0.1,1_惰行,245.4 -> 245.4,0.344 -> 0.344,0.0,0.0,0.0,-5.0,-5.0
1550 -> 1680,1.4,0_加速,252.0 -> 311.5,0.363 -> 0.649,0.0,0.0,0.0,-70.0,-70.0
1690 -> 1690,0.1,1_惰行,310.3 -> 310.3,0.673 -> 0.673,0.0,0.0,0.0,-5.0,-5.0
1700 -> 1700,0.1,0_加速,313.7 -> 313.7,0.697 -> 0.697,0.0,0.0,0.0,-5.0,-5.0
1710 -> 1710,0.1,1_惰行,312.5 -> 312.5,0.721 -> 0.721,0.0,0.0,0.0,-5.0,-5.0
1720 -> 1770,0.6,0_加速,315.8 -> 330.7,0.745 -> 0.870,0.0,0.0,0.0,-30.0,-30.0
1780 -> 1790,0.2,1_惰行,329.4 -> 328.1,0.896 -> 0.921,0.0,0.0,0.0,-10.0,-10.0
1800 -> 1800,0.1,0_加速,331.0 -> 331.0,0.946 -> 0.946,1272.0,-31.5,-2.2,-35.6,1202.6
1810 -> 1810,0.1,2_ブレーキ,318.4 -> 318.4,0.971 -> 0.971,1250.1,-70.0,0.0,-33.7,1146.4
1820 -> 1820,0.1,0_加速,321.4 -> 321.4,0.996 -> 0.996,1234.8,-70.0,-2.2,-34.2,1128.4
1830 -> 1830,0.1,0_加速,324.4 -> 324.4,1.021 -> 1.021,1246.6,0.0,-2.2,-34.6,1209.7
1840 -> 1840,0.1,0_加速,327.4 -> 327.4,1.046 -> 1.046,1257.9,0.0,-2.2,-35.1,1220.6
1850 -> 1850,0.1,0_加速,330.2 -> 330.2,1.072 -> 1.072,1269.0,0.0,-2.2,-35.5,1231.3
1860 -> 1860,0.1,0_加速,332.9 -> 332.9,1.097 -> 1.097,1279.7,0.0,-2.2,-35.9,1241.6
1870 -> 1870,0.1,2_ブレーキ,320.3 -> 320.3,1.122 -> 1.122,1257.7,-66.0,0.0,-34.0,1157.7
1880 -> 1880,0.1,0_加速,323.4 -> 323.4,1.147 -> 1.147,1242.3,-70.0,-2.2,-34.5,1135.7
1890 -> 1890,0.1,0_加速,326.3 -> 326.3,1.172 -> 1.172,1253.8,0.0,-2.2,-34.9,1216.7
1900 -> 1900,0.1,0_加速,329.2 -> 329.2,1.198 -> 1.198,1265.0,0.0,-2.2,-35.4,1227.4
1910 -> 1910,0.1,0_加速,331.9 -> 331.9,1.223 -> 1.223,1275.9,0.0,-2.2,-35.8,1237.9
1920 -> 1920,0.1,0_加速,334.6 -> 334.6,1.249 -> 1.249,1286.4,0.0,-2.2,-36.2,1248.0
1930 -> 1930,0.1,0_加速,337.3 -> 337.3,1.275 -> 1.275,1296.7,0.0,-2.2,-36.6,1257.9
1940 -> 1940,0.1,0_加速,339.8 -> 339.8,1.301 -> 1.301,1306.7,0.0,-2.2,-37.0,1267.5
1950 -> 1950,0.1,0_加速,342.4 -> 342.4,1.327 -> 1.327,1316.5,0.0,-2.2,-37.4,1276.9
1960 -> 1960,0.1,0_加速,344.8 -> 344.8,1.354 -> 1.354,1326.0,0.0,-2.2,-37.8,1286.1
1970 -> 1970,0.1,1_惰行,343.5 -> 343.5,1.380 -> 1.380,1327.4,-31.0,0.0,-37.6,1258.8
1980 -> 1980,0.1,0_加速,345.9 -> 345.9,1.407 -> 1.407,1330.2,-35.0,-2.2,-37.9,1255.1
1990 -> 1990,0.1,0_加速,348.3 -> 348.3,1.434 -> 1.434,1339.5,0.0,-2.2,-38.3,1299.0
2000 -> 2000,0.1,0_加速,350.6 -> 350.6,1.461 -> 1.461,1348.6,0.0,-2.2,-38.7,1307.7
2010 -> 2010,0.1,0_加速,352.9 -> 352.9,1.488 -> 1.488,1357.5,0.0,-2.2,-39.0,1316.2
2020 -> 2020,0.1,0_加速,355.1 -> 355.1,1.515 -> 1.515,1366.2,0.0,-2.2,-39.4,1324.6
2030 -> 2030,0.1,0_加速,357.3 -> 357.3,1.543 -> 1.543,1374.8,0.0,-2.2,-39.7,1332.9
2040 -> 2040,0.1,0_加速,359.5 -> 359.5,1.570 -> 1.570,1383.3,0.0,-2.2,-40.0,1341.0
2050 -> 2050,0.1,0_加速,361.7 -> 361.7,1.598 -> 1.598,1391.6,0.0,-2.2,-40.4,1349.0
2060 -> 2060,0.1,0_加速,363.8 -> 363.8,1.626 -> 1.626,1399.8,0.0,-2.2,-40.7,1356.9
2070 -> 2070,0.1,0_加速,365.9 -> 365.9,1.654 -> 1.654,1407.9,0.0,-2.2,-41.0,1364.7
2080 -> 2080,0.1,1_惰行,364.4 -> 364.4,1.682 -> 1.682,1408.4,-30.5,0.0,-40.8,1337.1
2090 -> 2090,0.1,0_加速,366.5 -> 366.5,1.711 -> 1.711,1410.3,-35.0,-2.2,-41.1,1332.0
2100 -> 2100,0.1,0_加速,368.5 -> 368.5,1.739 -> 1.739,1418.3,0.0,-2.2,-41.4,1374.6
2110 -> 2110,0.1,2_ブレーキ,355.9 -> 355.9,1.767 -> 1.767,1395.1,-69.0,0.0,-39.5,1286.6
2120 -> 2120,0.1,0_加速,358.1 -> 358.1,1.794 -> 1.794,1377.9,-70.0,-2.2,-39.8,1265.9
2130 -> 2130,0.1,0_加速,360.3 -> 360.3,1.822 -> 1.822,1386.3,0.0,-2.2,-40.2,1344.0
2140 -> 2140,0.1,1_惰行,358.9 -> 358.9,1.850 -> 1.850,1387.0,-34.5,0.0,-39.9,1312.6
2150 -> 2150,0.1,0_加速,361.0 -> 361.0,1.878 -> 1.878,1389.1,-35.0,-2.2,-40.3,1311.6
2160 -> 2160,0.1,0_加速,363.2 -> 363.2,1.906 -> 1.906,1397.4,0.0,-2.2,-40.6,1354.6
2170 -> 2170,0.1,0_加速,365.2 -> 365.2,1.934 -> 1.934,1405.5,0.0,-2.2,-40.9,1362.6
2180 -> 2180,0.1,0_加速,367.3 -> 367.3,1.962 -> 1.962,1413.5,0.0,-2.2,-42.5,1369.6
2190 -> 2190,0.1,0_加速,369.4 -> 369.4,1.990 -> 1.990,1421.5,0.0,-2.2,-50.5,1371.9
2200 -> 2200,0.1,0_加速,371.4 -> 371.4,2.019 -> 2.019,0.0,0.0,-2.2,-20.0,-20.3
2210 -> 2210,0.1,0_加速,373.4 -> 373.4,2.048 -> 2.048,0.0,0.0,-2.2,-20.0,-22.2
2220 -> 2220,0.1,1_惰行,371.9 -> 371.9,2.077 -> 2.077,0.0,-32.0,0.0,-20.0,-52.0
2230 -> 2230,0.1,0_加速,373.9 -> 373.9,2.105 -> 2.105,0.0,-35.0,-2.2,-20.0,-57.2
2240 -> 2240,0.1,2_ブレーキ,361.3 -> 361.3,2.134 -> 2.134,0.0,-70.0,0.0,-20.0,-90.0
2250 -> 2250,0.1,0_加速,363.4 -> 363.4,2.162 -> 2.162,0.0,-70.0,-2.2,-20.0,-92.2
2260 -> 2260,0.1,0_加速,365.5 -> 365.5,2.190 -> 2.190,0.0,0.0,-2.2,-20.0,-22.2
2270 -> 2270,0.1,0_加速,367.6 -> 367.6,2.218 -> 2.218,0.0,0.0,-2.2,-20.0,-22.2
2280 -> 2280,0.1,0_加速,369.6 -> 369.6,2.246 -> 2.246,0.0,0.0,-2.2,-20.0,-22.2
2290 -> 2290,0.1,0_加速,371.7 -> 371.7,2.275 -> 2.275,0.0,0.0,-2.2,-20.0,-22.2
