#{"t_start": 1776675169.4176655, "env_id": "None"}
r,l,t
-20494.144959,755,1.49561
-12743.158254,666,1.923477
-23532.153902,1069,3.318919
3745.886942,1080,3.93546
4789.449831,1080,5.315372
7215.902741,1080,5.931115
517.723724,1080,7.280698
-1665.346698,1080,7.892826
-1429.390436,1080,9.250711
-3312.357617,1080,9.864631
5292.351188,1080,11.222381
5576.896053,1080,11.83272
4479.668465,1080,13.21944
10541.055277,1080,14.529649
3909.776697,1080,15.179073
5777.984456,1080,16.571876
10345.032723,1080,17.210605
3686.400551,1080,18.587352
10980.652516,1080,19.199439
10906.969783,1080,20.621011
12891.192282,1080,21.233582
12333.273057,1080,22.648686
8411.658799,1080,23.28466
12462.018679,1080,24.68044
6734.470049,1080,25.289073
9473.69506,1080,26.705296
13534.40306,1080,27.316298
6614.580757,1080,28.664603
14100.849615,1080,29.290745
13938.040447,1080,30.701621
5533.082274,1080,31.306837
15840.527707,1080,32.749538
13062.347989,1080,34.070682
13417.215274,1080,34.732225
13865.377017,1080,36.071235
12964.314687,1080,36.720017
11082.353225,1080,38.120875
12474.019024,1080,38.729506
11905.023415,1080,40.159264
13125.186509,1080,40.782605
12312.909361,1080,42.164113
13908.505636,1080,42.784631
12584.755657,1080,44.105235
7404.949432,1080,44.713665
13651.42346,1080,45.984653
14256.2676,1080,46.599747
13483.733154,1080,47.965047
13963.045394,1080,48.567032
13990.769417,1080,49.901483
12588.482745,1080,51.250682
8196.305436,1080,51.911838
13001.063801,1080,53.265181
14521.483103,1080,53.920626
12735.193146,1080,55.26053
13052.416734,1080,55.890328
12755.407601,1080,57.310408
13567.140943,1080,57.917359
12965.104786,1080,59.305105
13753.856343,1080,59.910451
11752.341721,1080,61.302863
12313.762628,1080,61.924705
13850.021367,1080,63.331091
12941.899333,1080,63.95975
15604.718634,1080,65.29144
13818.675486,1080,65.901862
9641.753378,1080,67.273054
13838.69924,1080,67.884216
13849.543416,1080,69.253017
8931.199731,1080,70.518645
13889.837352,1080,71.196685
13293.073222,1080,72.608
13279.234229,1080,73.239852
12265.485756,1080,74.547061
