step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1210,0.1,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,0.0,0.0,0.0,0.0
1220 -> 1220,0.1,0_加速,14.3 -> 14.3,0.001 -> 0.001,0.0,0.0,0.0,-2.0,-2.0
1230 -> 1240,0.2,1_惰行,14.0 -> 13.8,0.002 -> 0.003,0.0,0.0,0.0,-4.0,-4.0
1250 -> 1250,0.1,0_加速,28.0 -> 28.0,0.004 -> 0.004,0.0,0.0,0.0,-2.0,-2.0
1260 -> 1260,0.1,2_ブレーキ,15.4 -> 15.4,0.006 -> 0.006,0.0,0.0,0.0,-2.0,-2.0
1270 -> 1280,0.2,0_加速,29.7 -> 43.9,0.008 -> 0.011,0.0,0.0,0.0,-4.0,-4.0
1290 -> 1290,0.1,2_ブレーキ,31.3 -> 31.3,0.014 -> 0.014,0.0,0.0,0.0,-2.0,-2.0
1300 -> 1300,0.1,1_惰行,31.0 -> 31.0,0.016 -> 0.016,0.0,0.0,0.0,-2.0,-2.0
1310 -> 1310,0.1,0_加速,45.3 -> 45.3,0.019 -> 0.019,0.0,0.0,0.0,-2.0,-2.0
1320 -> 1320,0.1,1_惰行,45.0 -> 45.0,0.022 -> 0.022,0.0,0.0,0.0,-2.0,-2.0
1330 -> 1330,0.1,0_加速,59.2 -> 59.2,0.027 -> 0.027,0.0,0.0,0.0,-2.0,-2.0
1340 -> 1340,0.1,1_惰行,58.9 -> 58.9,0.031 -> 0.031,0.0,0.0,0.0,-2.0,-2.0
1350 -> 1360,0.2,0_加速,73.1 -> 87.3,0.036 -> 0.043,0.0,0.0,0.0,-4.0,-4.0
1370 -> 1370,0.1,2_ブレーキ,74.7 -> 74.7,0.049 -> 0.049,0.0,0.0,0.0,-2.0,-2.0
1380 -> 1380,0.1,1_惰行,74.3 -> 74.3,0.054 -> 0.054,0.0,0.0,0.0,-2.0,-2.0
1390 -> 1390,0.1,2_ブレーキ,61.7 -> 61.7,0.060 -> 0.060,0.0,0.0,0.0,-2.0,-2.0
1400 -> 1400,0.1,1_惰行,61.4 -> 61.4,0.064 -> 0.064,0.0,0.0,0.0,-2.0,-2.0
1410 -> 1410,0.1,2_ブレーキ,48.8 -> 48.8,0.069 -> 0.069,0.0,0.0,0.0,-2.0,-2.0
1420 -> 1420,0.1,0_加速,63.0 -> 63.0,0.073 -> 0.073,0.0,0.0,0.0,-2.0,-2.0
1430 -> 1450,0.3,2_ブレーキ,50.4 -> 25.2,0.077 -> 0.083,0.0,0.0,0.0,-6.0,-6.0
1460 -> 1480,0.3,0_加速,39.5 -> 67.9,0.086 -> 0.094,0.0,0.0,0.0,-6.0,-6.0
1490 -> 1490,0.1,1_惰行,67.6 -> 67.6,0.099 -> 0.099,0.0,0.0,0.0,-2.0,-2.0
1500 -> 1510,0.2,0_加速,81.8 -> 96.0,0.105 -> 0.112,0.0,0.0,0.0,-4.0,-4.0
1520 -> 1520,0.1,2_ブレーキ,83.4 -> 83.4,0.119 -> 0.119,0.0,0.0,0.0,-2.0,-2.0
1530 -> 1540,0.2,0_加速,97.6 -> 111.8,0.126 -> 0.134,0.0,0.0,0.0,-4.0,-4.0
1550 -> 1570,0.3,2_ブレーキ,99.2 -> 74.0,0.142 -> 0.155,0.0,0.0,0.0,-6.0,-6.0
1580 -> 1580,0.1,1_惰行,73.6 -> 73.6,0.161 -> 0.161,0.0,0.0,0.0,-2.0,-2.0
1590 -> 1610,0.3,2_ブレーキ,61.0 -> 35.8,0.166 -> 0.174,0.0,0.0,0.0,-6.0,-6.0
1620 -> 1620,0.1,0_加速,50.1 -> 50.1,0.177 -> 0.177,0.0,0.0,0.0,-2.0,-2.0
1630 -> 1640,0.2,2_ブレーキ,37.5 -> 24.9,0.180 -> 0.183,0.0,0.0,0.0,-4.0,-4.0
1650 -> 1650,0.1,1_惰行,24.6 -> 24.6,0.185 -> 0.185,0.0,0.0,0.0,-2.0,-2.0
1660 -> 1660,0.1,2_ブレーキ,12.0 -> 12.0,0.186 -> 0.186,0.0,0.0,0.0,-2.0,-2.0
1670 -> 1670,0.1,1_惰行,11.7 -> 11.7,0.187 -> 0.187,0.0,0.0,0.0,-2.0,-2.0
1680 -> 1680,0.1,0_加速,26.0 -> 26.0,0.188 -> 0.188,0.0,0.0,0.0,-2.0,-2.0
1690 -> 1710,0.3,1_惰行,25.7 -> 25.2,0.190 -> 0.194,0.0,0.0,0.0,-6.0,-6.0
1720 -> 1740,0.3,2_ブレーキ,12.6 -> -1.3,0.196 -> 0.196,2.0,0.0,0.0,-2.0,0.0
1750 -> 1770,0.3,1_惰行,-0.0 -> -0.0,0.196 -> 0.196,0.0,0.0,0.0,0.0,0.0
1780 -> 1780,0.1,0_加速,14.3 -> 14.3,0.197 -> 0.197,0.0,0.0,0.0,-2.0,-2.0
1790 -> 1790,0.1,2_ブレーキ,1.7 -> 1.7,0.197 -> 0.197,0.0,0.0,0.0,-2.0,-2.0
1800 -> 1810,0.2,0_加速,15.9 -> 30.2,0.198 -> 0.200,7.7,-5.0,-1.0,0.0,1.7
1820 -> 1820,0.1,1_惰行,29.9 -> 29.9,0.202 -> 0.202,7.0,-2.0,0.0,0.0,5.0
1830 -> 1840,0.2,0_加速,44.2 -> 58.4,0.205 -> 0.209,22.8,-2.0,-1.0,0.0,19.8
1850 -> 1850,0.1,1_惰行,58.1 -> 58.1,0.214 -> 0.214,16.5,-2.0,0.0,0.0,14.5
1860 -> 1880,0.3,0_加速,72.3 -> 100.7,0.219 -> 0.232,58.6,-2.0,-1.5,-0.1,55.1
1890 -> 1890,0.1,1_惰行,100.3 -> 100.3,0.240 -> 0.240,26.3,-2.0,0.0,-0.0,24.2
1900 -> 1900,0.1,2_ブレーキ,87.7 -> 87.7,0.247 -> 0.247,21.6,-2.0,0.0,0.0,19.6
1910 -> 1920,0.2,1_惰行,87.3 -> 86.9,0.254 -> 0.261,46.4,-2.0,0.0,0.0,44.4
1930 -> 1930,0.1,0_加速,101.1 -> 101.1,0.268 -> 0.268,22.9,-2.0,-0.5,-0.1,20.3
1940 -> 1940,0.1,2_ブレーキ,88.5 -> 88.5,0.275 -> 0.275,21.8,-5.0,0.0,0.0,16.8
1950 -> 1960,0.2,1_惰行,88.1 -> 87.7,0.282 -> 0.289,46.8,-2.0,0.0,0.0,44.8
1970 -> 1970,0.1,2_ブレーキ,75.1 -> 75.1,0.295 -> 0.295,18.7,-2.0,0.0,0.0,16.7
1980 -> 1980,0.1,1_惰行,74.7 -> 74.7,0.301 -> 0.301,20.3,-2.0,0.0,0.0,18.3
1990 -> 1990,0.1,2_ブレーキ,62.1 -> 62.1,0.306 -> 0.306,15.7,-2.0,0.0,0.0,13.7
2000 -> 2000,0.1,1_惰行,61.8 -> 61.8,0.311 -> 0.311,17.3,-2.0,0.0,0.0,15.3
2010 -> 2010,0.1,0_加速,76.0 -> 76.0,0.316 -> 0.316,17.1,-2.0,-0.5,0.0,14.6
2020 -> 2020,0.1,1_惰行,75.6 -> 75.6,0.322 -> 0.322,20.5,-2.0,0.0,0.0,18.5
2030 -> 2030,0.1,2_ブレーキ,63.0 -> 63.0,0.327 -> 0.327,15.9,-2.0,0.0,0.0,13.9
2040 -> 2050,0.2,0_加速,77.3 -> 91.5,0.333 -> 0.339,38.1,-5.0,-1.0,0.0,32.1
2060 -> 2060,0.1,1_惰行,91.1 -> 91.1,0.346 -> 0.346,24.1,-2.0,0.0,0.0,22.1
2070 -> 2070,0.1,0_加速,105.2 -> 105.2,0.354 -> 0.354,23.9,-2.0,-0.5,-0.4,21.0
2080 -> 2090,0.2,2_ブレーキ,92.6 -> 80.0,0.362 -> 0.368,42.6,-5.0,0.0,0.0,37.6
2100 -> 2100,0.1,0_加速,94.2 -> 94.2,0.375 -> 0.375,21.3,-5.0,-0.5,0.0,15.8
2110 -> 2110,0.1,1_惰行,93.8 -> 93.8,0.382 -> 0.382,24.8,-2.0,0.0,0.0,22.8
2120 -> 2120,0.1,2_ブレーキ,81.2 -> 81.2,0.389 -> 0.389,20.1,-2.0,0.0,0.0,18.1
2130 -> 2130,0.1,1_惰行,80.9 -> 80.9,0.395 -> 0.395,21.8,-2.0,0.0,0.0,19.8
2140 -> 2140,0.1,2_ブレーキ,68.3 -> 68.3,0.401 -> 0.401,17.1,-2.0,0.0,0.0,15.1
2150 -> 2160,0.2,0_加速,82.5 -> 96.7,0.407 -> 0.414,40.5,-5.0,-1.0,0.0,34.5
2170 -> 2180,0.2,1_惰行,96.3 -> 95.8,0.421 -> 0.429,50.6,-2.0,0.0,0.0,48.6
2190 -> 2190,0.1,2_ブレーキ,83.2 -> 83.2,0.435 -> 0.435,20.6,-2.0,0.0,0.0,18.6
2200 -> 2210,0.2,0_加速,97.4 -> 111.6,0.442 -> 0.451,47.4,-5.0,-1.0,-0.9,40.5
2220 -> 2220,0.1,2_ブレーキ,99.0 -> 99.0,0.459 -> 0.459,24.2,-5.0,0.0,0.0,19.2
2230 -> 2240,0.2,0_加速,113.2 -> 127.3,0.467 -> 0.476,52.7,-5.0,-1.0,-3.1,43.6
2250 -> 2250,0.1,2_ブレーキ,114.7 -> 114.7,0.485 -> 0.485,27.9,-5.0,0.0,-1.1,21.7
2260 -> 2260,0.1,1_惰行,114.3 -> 114.3,0.494 -> 0.494,26.5,-2.0,0.0,-1.1,23.4
2270 -> 2270,0.1,0_加速,128.4 -> 128.4,0.504 -> 0.504,28.3,-2.0,-0.5,-2.2,23.6
2280 -> 2280,0.1,1_惰行,128.0 -> 128.0,0.514 -> 0.514,29.7,-2.0,0.0,-2.2,25.5
2290 -> 2300,0.2,2_ブレーキ,115.4 -> 102.8,0.523 -> 0.531,53.1,-2.0,0.0,-1.4,49.7
2310 -> 2310,0.1,1_惰行,102.3 -> 102.3,0.539 -> 0.539,26.7,-2.0,0.0,-0.2,24.6
2320 -> 2330,0.2,2_ブレーキ,89.7 -> 77.1,0.547 -> 0.553,41.2,-2.0,0.0,0.0,39.2
2340 -> 2340,0.1,0_加速,91.3 -> 91.3,0.560 -> 0.560,20.7,-5.0,-0.5,0.0,15.2
2350 -> 2350,0.1,1_惰行,90.9 -> 90.9,0.567 -> 0.567,24.1,-2.0,0.0,0.0,22.1
2360 -> 2370,0.2,0_加速,105.1 -> 119.3,0.574 -> 0.583,50.0,-2.0,-1.0,-1.9,45.1
2380 -> 2380,0.1,1_惰行,118.8 -> 118.8,0.592 -> 0.592,27.6,-2.0,0.0,-1.5,24.1
2390 -> 2400,0.2,0_加速,133.0 -> 147.1,0.602 -> 0.613,61.9,-2.0,-1.0,-6.2,52.7
2410 -> 2410,0.1,2_ブレーキ,134.5 -> 134.5,0.624 -> 0.624,32.4,-5.0,0.0,-2.7,24.8
2420 -> 2420,0.1,1_惰行,134.0 -> 134.0,0.634 -> 0.634,31.1,-2.0,0.0,-2.6,26.4
2430 -> 2440,0.2,0_加速,148.1 -> 162.2,0.645 -> 0.657,68.9,-2.0,-1.0,-8.5,57.4
2450 -> 2450,0.1,2_ブレーキ,149.6 -> 149.6,0.669 -> 0.669,35.9,-5.0,0.0,-3.8,27.1
2460 -> 2460,0.1,0_加速,163.7 -> 163.7,0.681 -> 0.681,36.4,-5.0,-0.5,-4.9,26.0
2470 -> 2470,0.1,1_惰行,163.1 -> 163.1,0.694 -> 0.694,37.8,-2.0,0.0,-4.9,31.0
2480 -> 2490,0.2,0_加速,177.2 -> 189.3,0.707 -> 0.721,82.2,-2.0,-1.0,-12.8,66.3
2500 -> 2500,0.1,1_惰行,188.6 -> 188.6,0.736 -> 0.736,43.7,-2.0,0.0,-6.8,34.9
2510 -> 2510,0.1,2_ブレーキ,176.0 -> 176.0,0.750 -> 0.750,42.1,-2.0,0.0,-5.9,34.2
2520 -> 2520,0.1,1_惰行,175.4 -> 175.4,0.763 -> 0.763,40.7,-2.0,0.0,-5.8,32.8
2530 -> 2530,0.1,2_ブレーキ,162.8 -> 162.8,0.776 -> 0.776,39.0,-2.0,0.0,-4.8,32.2
2540 -> 2540,0.1,1_惰行,162.2 -> 162.2,0.789 -> 0.789,37.6,-2.0,0.0,-4.8,30.8
2550 -> 2550,0.1,2_ブレーキ,149.6 -> 149.6,0.801 -> 0.801,35.9,-2.0,0.0,-3.8,30.1
2560 -> 2560,0.1,1_惰行,149.1 -> 149.1,0.812 -> 0.812,34.6,-2.0,0.0,-3.8,28.8
2570 -> 2570,0.1,0_加速,163.2 -> 163.2,0.824 -> 0.824,36.3,-2.0,-0.5,-4.9,28.9
2580 -> 2580,0.1,1_惰行,162.6 -> 162.6,0.837 -> 0.837,37.7,-2.0,0.0,-4.8,30.9
