r,l,t
-1164323.310043,825,1.720112
-975408.417612,581,2.090044
-986618.841706,612,2.486718
-974086.006627,600,3.559427
-989196.368163,685,3.990901
-1274928.059223,925,5.329322
-1246413.438566,622,5.760206
-770749.046663,678,6.187803
-1134718.284673,768,7.397523
-1532234.559246,801,7.90691
-1248602.474362,1080,8.528995
-1034887.175528,680,9.694274
-865412.011416,758,10.133023
-972428.105329,802,11.347001
-1124441.099306,828,11.864161
-1142898.292817,841,12.372287
-1239086.057969,644,13.525922
-1867694.924889,918,14.058552
-1116101.779584,709,15.154461
-837337.944851,509,15.567537
-1966570.000962,922,16.115365
-955753.308573,561,16.479164
-1109198.054696,696,17.635745
-1176541.498687,1048,18.242188
-1271504.62057,810,19.491124
-1707196.492837,1052,20.098999
-990916.086998,938,21.403301
-974023.140442,630,21.805833
-2294768.384098,1023,23.023136
-950079.316653,636,23.496942
-1173822.099084,909,24.035212
-971857.353246,590,25.185021
-1122057.50902,890,25.738616
-1960870.02598,887,26.275519
-926910.15072,778,27.555159
-948653.547297,717,28.003293
-1506814.116775,798,29.257004
-977547.230594,612,29.685073
-1838199.514271,838,30.189697
-1485571.201805,847,31.449303
-978744.789759,748,31.906578
-1307855.198989,698,32.345332
-883795.373752,569,33.503924
-1189312.091247,649,33.903395
-1183881.750159,611,34.294818
-1155861.337609,680,35.471936
-1879040.805477,786,35.964462
-939592.889807,704,36.40856
-1979824.408734,1026,37.767015
-1431122.61713,701,38.386543
-1435546.14917,919,39.700119
-1005282.273874,583,40.073776
-1199688.925033,722,40.501216
-948151.986105,671,41.653132
-983638.569181,691,42.093298
-1167840.743234,798,42.578912
-2538828.050153,959,43.873406
-1305638.341198,950,44.424321
-1007406.28504,722,45.599009
-936007.377101,728,46.063634
-969762.035705,736,46.520831
-801614.025411,599,47.646108
-1588937.780772,870,48.183571
-1030727.001441,736,48.638132
-1197094.699687,806,49.92918
-947713.282359,683,50.333578
-1170981.116959,660,50.74502
-1189970.684094,638,51.883979
-1483840.267046,812,52.38413
-1359437.983091,828,53.620644
-881919.910023,531,54.016435
-1296002.185117,823,54.502889
-1224421.832739,847,55.809458
-1505989.988341,1080,56.433191
-1631170.838229,904,57.723376
-882367.379338,577,58.123199
-1030373.425772,648,58.53086
-904372.334433,765,59.76148
-1200384.616614,770,60.274715
-1615458.166355,1080,60.895072
-925105.666419,553,61.991663
-1444828.476075,1080,62.624414
-1310303.955013,771,63.840493
-1969858.572974,959,64.404151
-1837999.760656,934,65.688364
-1094837.38744,705,66.161419
-2385981.320895,1080,66.77971
-1599911.258813,878,68.050808
