step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1220,0.2,0_加速,14.3 -> 28.5,0.001 -> 0.002,0.0,0.0,0.0,-4.0,-4.0
1230 -> 1230,0.1,1_惰行,28.2 -> 28.2,0.005 -> 0.005,0.0,0.0,0.0,-2.0,-2.0
1240 -> 1250,0.2,0_加速,42.5 -> 56.7,0.007 -> 0.011,0.0,0.0,0.0,-4.0,-4.0
1260 -> 1260,0.1,2_ブレーキ,44.1 -> 44.1,0.015 -> 0.015,0.0,0.0,0.0,-2.0,-2.0
1270 -> 1270,0.1,1_惰行,43.8 -> 43.8,0.018 -> 0.018,0.0,0.0,0.0,-2.0,-2.0
1280 -> 1280,0.1,2_ブレーキ,31.2 -> 31.2,0.021 -> 0.021,0.0,0.0,0.0,-2.0,-2.0
1290 -> 1290,0.1,0_加速,45.5 -> 45.5,0.024 -> 0.024,0.0,0.0,0.0,-2.0,-2.0
1300 -> 1300,0.1,1_惰行,45.2 -> 45.2,0.028 -> 0.028,0.0,0.0,0.0,-2.0,-2.0
1310 -> 1310,0.1,2_ブレーキ,32.6 -> 32.6,0.031 -> 0.031,0.0,0.0,0.0,-2.0,-2.0
1320 -> 1320,0.1,0_加速,46.8 -> 46.8,0.034 -> 0.034,0.0,0.0,0.0,-2.0,-2.0
1330 -> 1330,0.1,1_惰行,46.5 -> 46.5,0.037 -> 0.037,0.0,0.0,0.0,-2.0,-2.0
1340 -> 1340,0.1,0_加速,60.7 -> 60.7,0.042 -> 0.042,0.0,0.0,0.0,-2.0,-2.0
1350 -> 1350,0.1,1_惰行,60.4 -> 60.4,0.046 -> 0.046,0.0,0.0,0.0,-2.0,-2.0
1360 -> 1360,0.1,0_加速,74.6 -> 74.6,0.052 -> 0.052,0.0,0.0,0.0,-2.0,-2.0
1370 -> 1400,0.4,2_ブレーキ,62.0 -> 24.2,0.057 -> 0.067,0.0,0.0,0.0,-8.0,-8.0
1410 -> 1410,0.1,0_加速,38.5 -> 38.5,0.069 -> 0.069,0.0,0.0,0.0,-2.0,-2.0
1420 -> 1420,0.1,1_惰行,38.2 -> 38.2,0.072 -> 0.072,0.0,0.0,0.0,-2.0,-2.0
1430 -> 1430,0.1,2_ブレーキ,25.6 -> 25.6,0.074 -> 0.074,0.0,0.0,0.0,-2.0,-2.0
1440 -> 1450,0.2,1_惰行,25.3 -> 25.0,0.076 -> 0.078,0.0,0.0,0.0,-4.0,-4.0
1460 -> 1460,0.1,0_加速,39.3 -> 39.3,0.081 -> 0.081,0.0,0.0,0.0,-2.0,-2.0
1470 -> 1480,0.2,1_惰行,39.0 -> 38.7,0.084 -> 0.087,0.0,0.0,0.0,-4.0,-4.0
1490 -> 1500,0.2,0_加速,52.9 -> 67.2,0.091 -> 0.095,0.0,0.0,0.0,-4.0,-4.0
1510 -> 1530,0.3,1_惰行,66.8 -> 66.1,0.100 -> 0.111,0.0,0.0,0.0,-6.0,-6.0
1540 -> 1540,0.1,2_ブレーキ,53.5 -> 53.5,0.115 -> 0.115,0.0,0.0,0.0,-2.0,-2.0
1550 -> 1560,0.2,1_惰行,53.2 -> 52.9,0.119 -> 0.123,0.0,0.0,0.0,-4.0,-4.0
1570 -> 1580,0.2,2_ブレーキ,40.3 -> 27.7,0.127 -> 0.130,0.0,0.0,0.0,-4.0,-4.0
1590 -> 1600,0.2,1_惰行,27.4 -> 27.1,0.132 -> 0.134,0.0,0.0,0.0,-4.0,-4.0
1610 -> 1610,0.1,2_ブレーキ,14.5 -> 14.5,0.135 -> 0.135,0.0,0.0,0.0,-2.0,-2.0
1620 -> 1620,0.1,0_加速,28.8 -> 28.8,0.137 -> 0.137,0.0,0.0,0.0,-2.0,-2.0
1630 -> 1630,0.1,1_惰行,28.5 -> 28.5,0.139 -> 0.139,0.0,0.0,0.0,-2.0,-2.0
1640 -> 1640,0.1,2_ブレーキ,15.9 -> 15.9,0.141 -> 0.141,0.0,0.0,0.0,-2.0,-2.0
1650 -> 1660,0.2,0_加速,30.2 -> 44.4,0.143 -> 0.146,0.0,0.0,0.0,-4.0,-4.0
1670 -> 1670,0.1,1_惰行,44.1 -> 44.1,0.149 -> 0.149,0.0,0.0,0.0,-2.0,-2.0
1680 -> 1680,0.1,0_加速,58.4 -> 58.4,0.153 -> 0.153,0.0,0.0,0.0,-2.0,-2.0
1690 -> 1690,0.1,2_ブレーキ,45.8 -> 45.8,0.157 -> 0.157,0.0,0.0,0.0,-2.0,-2.0
1700 -> 1760,0.7,0_加速,60.0 -> 145.0,0.161 -> 0.209,0.0,0.0,0.0,-14.0,-14.0
1770 -> 1770,0.1,1_惰行,144.5 -> 144.5,0.220 -> 0.220,0.0,0.0,0.0,-2.0,-2.0
1780 -> 1790,0.2,0_加速,158.6 -> 172.7,0.232 -> 0.245,0.0,0.0,0.0,-4.0,-4.0
1800 -> 1810,0.2,1_惰行,172.1 -> 171.5,0.258 -> 0.271,79.7,-2.0,0.0,-11.1,66.6
1820 -> 1820,0.1,0_加速,184.8 -> 184.8,0.285 -> 0.285,41.5,-2.0,-0.5,-6.5,32.4
1830 -> 1830,0.1,2_ブレーキ,172.2 -> 172.2,0.299 -> 0.299,41.2,-5.0,0.0,-5.6,30.6
1840 -> 1850,0.2,1_惰行,171.6 -> 171.0,0.312 -> 0.325,79.4,-2.0,0.0,-11.0,66.4
1860 -> 1870,0.2,2_ブレーキ,158.4 -> 145.8,0.338 -> 0.350,73.0,-2.0,0.0,-8.0,63.0
1880 -> 1910,0.4,0_加速,159.9 -> 197.8,0.362 -> 0.403,161.0,-5.0,-2.0,-24.6,129.4
1920 -> 1920,0.1,1_惰行,197.1 -> 197.1,0.419 -> 0.419,45.7,-2.0,0.0,-7.5,36.2
1930 -> 1930,0.1,2_ブレーキ,184.5 -> 184.5,0.433 -> 0.433,44.0,-2.0,0.0,-6.5,35.5
1940 -> 1940,0.1,0_加速,195.6 -> 195.6,0.448 -> 0.448,44.1,-5.0,-0.5,-7.4,31.3
1950 -> 1950,0.1,2_ブレーキ,183.0 -> 183.0,0.463 -> 0.463,43.7,-5.0,0.0,-6.4,32.3
1960 -> 1960,0.1,1_惰行,182.3 -> 182.3,0.477 -> 0.477,42.3,-2.0,0.0,-6.4,33.9
1970 -> 1980,0.2,0_加速,193.6 -> 204.0,0.491 -> 0.507,89.8,-2.0,-1.0,-15.2,71.6
1990 -> 1990,0.1,2_ブレーキ,191.4 -> 191.4,0.522 -> 0.522,45.6,-5.0,0.0,-7.1,33.6
2000 -> 2000,0.1,0_加速,201.9 -> 201.9,0.537 -> 0.537,45.7,-5.0,-0.5,-7.9,32.3
2010 -> 2040,0.4,1_惰行,201.2 -> 199.0,0.553 -> 0.599,185.6,-2.0,0.0,-30.9,152.7
2050 -> 2070,0.3,0_加速,208.9 -> 226.4,0.615 -> 0.648,148.4,-2.0,-1.5,-27.3,117.7
2080 -> 2080,0.1,2_ブレーキ,213.8 -> 213.8,0.665 -> 0.665,50.8,-5.0,0.0,-8.8,37.0
2090 -> 2090,0.1,1_惰行,213.1 -> 213.1,0.682 -> 0.682,49.4,-2.0,0.0,-8.7,38.7
2100 -> 2110,0.2,2_ブレーキ,200.5 -> 187.9,0.698 -> 0.713,92.5,-2.0,0.0,-14.5,76.0
2120 -> 2150,0.4,1_惰行,187.2 -> 185.2,0.727 -> 0.770,172.7,-2.0,0.0,-26.6,144.1
2160 -> 2160,0.1,2_ブレーキ,172.6 -> 172.6,0.784 -> 0.784,41.3,-2.0,0.0,-5.6,33.7
2170 -> 2180,0.2,1_惰行,172.0 -> 171.4,0.797 -> 0.810,79.6,-2.0,0.0,-11.1,66.5
2190 -> 2200,0.2,2_ブレーキ,158.8 -> 146.2,0.823 -> 0.835,73.2,-2.0,0.0,-8.1,63.1
2210 -> 2210,0.1,0_加速,160.3 -> 160.3,0.847 -> 0.847,35.6,-5.0,-0.5,-4.6,25.5
2220 -> 2220,0.1,1_惰行,159.7 -> 159.7,0.859 -> 0.859,37.0,-2.0,0.0,-4.6,30.4
2230 -> 2230,0.1,2_ブレーキ,147.1 -> 147.1,0.871 -> 0.871,35.4,-2.0,0.0,-3.6,29.7
2240 -> 2240,0.1,0_加速,161.2 -> 161.2,0.883 -> 0.883,35.8,-5.0,-0.5,-4.7,25.6
2250 -> 2250,0.1,1_惰行,160.6 -> 160.6,0.895 -> 0.895,37.2,-2.0,0.0,-4.7,30.6
2260 -> 2270,0.2,2_ブレーキ,148.0 -> 135.4,0.907 -> 0.918,68.2,-2.0,0.0,-6.4,59.8
2280 -> 2280,0.1,1_惰行,134.9 -> 134.9,0.928 -> 0.928,31.3,-2.0,0.0,-2.7,26.6
2290 -> 2300,0.2,0_加速,149.0 -> 163.1,0.939 -> 0.951,69.3,-2.0,-1.0,-8.7,57.7
2310 -> 2310,0.1,1_惰行,162.5 -> 162.5,0.964 -> 0.964,37.7,-2.0,0.0,-4.8,30.9
2320 -> 2320,0.1,0_加速,176.6 -> 176.6,0.977 -> 0.977,39.4,-2.0,-0.5,-5.9,31.0
2330 -> 2330,0.1,2_ブレーキ,164.0 -> 164.0,0.990 -> 0.990,39.3,-5.0,0.0,-4.9,29.3
2340 -> 2340,0.1,0_加速,178.1 -> 178.1,1.004 -> 1.004,39.8,-5.0,-0.5,-6.0,28.2
2350 -> 2350,0.1,2_ブレーキ,165.5 -> 165.5,1.017 -> 1.017,39.6,-5.0,0.0,-5.1,29.6
2360 -> 2370,0.2,1_惰行,164.9 -> 164.3,1.029 -> 1.042,76.3,-2.0,0.0,-10.0,64.4
2380 -> 2410,0.4,0_加速,178.4 -> 210.7,1.055 -> 1.101,175.9,-2.0,-2.0,-29.4,142.6
2420 -> 2420,0.1,1_惰行,210.0 -> 210.0,1.117 -> 1.117,48.7,-2.0,0.0,-8.5,38.2
2430 -> 2440,0.2,2_ブレーキ,197.4 -> 184.8,1.133 -> 1.147,91.1,-2.0,0.0,-14.1,75.0
2450 -> 2450,0.1,0_加速,195.9 -> 195.9,1.162 -> 1.162,44.2,-5.0,-0.5,-7.4,31.3
2460 -> 2460,0.1,2_ブレーキ,183.3 -> 183.3,1.177 -> 1.177,43.7,-5.0,0.0,-6.4,32.3
2470 -> 2480,0.2,1_惰行,182.6 -> 182.0,1.191 -> 1.205,84.5,-2.0,0.0,-12.7,69.8
2490 -> 2490,0.1,2_ブレーキ,169.4 -> 169.4,1.218 -> 1.218,40.5,-2.0,0.0,-5.4,33.2
2500 -> 2500,0.1,1_惰行,168.7 -> 168.7,1.231 -> 1.231,39.1,-2.0,0.0,-5.3,31.8
2510 -> 2510,0.1,0_加速,182.4 -> 182.4,1.245 -> 1.245,40.8,-2.0,-0.5,-6.4,32.0
2520 -> 2520,0.1,1_惰行,181.7 -> 181.7,1.259 -> 1.259,42.1,-2.0,0.0,-6.3,33.8
2530 -> 2530,0.1,0_加速,193.1 -> 193.1,1.274 -> 1.274,43.5,-2.0,-0.5,-7.2,33.9
2540 -> 2540,0.1,2_ブレーキ,180.5 -> 180.5,1.288 -> 1.288,43.1,-5.0,0.0,-6.2,31.9
2550 -> 2560,0.2,0_加速,192.0 -> 202.4,1.302 -> 1.318,89.0,-5.0,-1.0,-15.0,68.0
2570 -> 2570,0.1,2_ブレーキ,189.8 -> 189.8,1.333 -> 1.333,45.3,-5.0,0.0,-6.9,33.3
2580 -> 2580,0.1,1_惰行,189.2 -> 189.2,1.347 -> 1.347,43.9,-2.0,0.0,-6.9,35.0
2590 -> 2590,0.1,2_ブレーキ,176.6 -> 176.6,1.361 -> 1.361,42.2,-2.0,0.0,-5.9,34.3
2600 -> 2600,0.1,0_加速,188.9 -> 188.9,1.376 -> 1.376,42.5,-5.0,-0.5,-6.9,30.1
2610 -> 2620,0.2,1_惰行,188.2 -> 187.5,1.390 -> 1.405,87.1,-2.0,0.0,-13.6,71.6
2630 -> 2630,0.1,0_加速,198.4 -> 198.4,1.420 -> 1.420,44.8,-2.0,-0.5,-7.6,34.7
2640 -> 2640,0.1,2_ブレーキ,185.8 -> 185.8,1.434 -> 1.434,44.3,-5.0,0.0,-6.6,32.7
2650 -> 2650,0.1,1_惰行,185.1 -> 185.1,1.449 -> 1.449,42.9,-2.0,0.0,-6.6,34.4
2660 -> 2660,0.1,0_加速,196.2 -> 196.2,1.463 -> 1.463,44.3,-2.0,-0.5,-7.4,34.4
2670 -> 2670,0.1,1_惰行,195.5 -> 195.5,1.479 -> 1.479,45.3,-2.0,0.0,-7.4,36.0
2680 -> 2690,0.2,2_ブレーキ,182.9 -> 170.3,1.493 -> 1.507,84.4,-2.0,0.0,-11.8,70.6
2700 -> 2700,0.1,0_加速,183.7 -> 183.7,1.520 -> 1.520,41.2,-5.0,-0.5,-6.5,29.2
2710 -> 2710,0.1,2_ブレーキ,171.1 -> 171.1,1.534 -> 1.534,40.9,-5.0,0.0,-5.5,30.4
2720 -> 2720,0.1,1_惰行,170.5 -> 170.5,1.547 -> 1.547,39.5,-2.0,0.0,-5.4,32.1
2730 -> 2730,0.1,2_ブレーキ,157.9 -> 157.9,1.560 -> 1.560,37.9,-2.0,0.0,-4.5,31.4
2740 -> 2760,0.3,1_惰行,157.3 -> 156.2,1.572 -> 1.596,109.0,-2.0,0.0,-13.1,93.9
2770 -> 2830,0.7,2_ブレーキ,143.6 -> 68.0,1.608 -> 1.656,180.6,-2.0,0.0,-7.6,170.9
2840 -> 2850,0.2,1_惰行,67.6 -> 67.3,1.662 -> 1.667,37.3,-2.0,0.0,0.0,35.3
2860 -> 2860,0.1,0_加速,81.5 -> 81.5,1.673 -> 1.673,18.4,-2.0,-0.5,0.0,15.9
2870 -> 2870,0.1,1_惰行,81.1 -> 81.1,1.679 -> 1.679,21.8,-2.0,0.0,0.0,19.8
2880 -> 2880,0.1,0_加速,95.3 -> 95.3,1.686 -> 1.686,21.6,-2.0,-0.5,0.0,19.1
2890 -> 2890,0.1,1_惰行,94.9 -> 94.9,1.693 -> 1.693,25.0,-2.0,0.0,0.0,23.0
2900 -> 2900,0.1,0_加速,109.1 -> 109.1,1.701 -> 1.701,24.8,-2.0,-0.5,-0.7,21.6
2910 -> 2910,0.1,2_ブレーキ,96.5 -> 96.5,1.709 -> 1.709,23.6,-5.0,0.0,0.0,18.6
2920 -> 2920,0.1,1_惰行,96.1 -> 96.1,1.716 -> 1.716,25.3,-2.0,0.0,0.0,23.3
2930 -> 2930,0.1,2_ブレーキ,83.5 -> 83.5,1.723 -> 1.723,20.6,-2.0,0.0,0.0,18.6
2940 -> 2940,0.1,0_加速,97.7 -> 97.7,1.730 -> 1.730,22.1,-5.0,-0.5,0.0,16.6
2950 -> 2950,0.1,2_ブレーキ,85.1 -> 85.1,1.737 -> 1.737,21.0,-5.0,0.0,0.0,16.0
2960 -> 2960,0.1,1_惰行,84.7 -> 84.7,1.744 -> 1.744,22.6,-2.0,0.0,0.0,20.6
2970 -> 2980,0.2,0_加速,98.9 -> 113.0,1.751 -> 1.759,47.1,-2.0,-1.0,-1.0,43.1
2990 -> 2990,0.1,2_ブレーキ,100.4 -> 100.4,1.767 -> 1.767,24.6,-5.0,0.0,-0.0,19.5
3000 -> 3000,0.1,1_惰行,100.0 -> 100.0,1.775 -> 1.775,26.2,-2.0,0.0,-0.0,24.2
3010 -> 3010,0.1,2_ブレーキ,87.4 -> 87.4,1.782 -> 1.782,21.5,-2.0,0.0,0.0,19.5
3020 -> 3020,0.1,0_加速,101.6 -> 101.6,1.790 -> 1.790,23.0,-5.0,-0.5,-0.1,17.4
3030 -> 3040,0.2,2_ブレーキ,89.0 -> 76.4,1.797 -> 1.803,40.9,-5.0,0.0,0.0,36.0
3050 -> 3070,0.3,1_惰行,76.0 -> 75.3,1.809 -> 1.821,61.7,-2.0,0.0,0.0,60.0
3080 -> 3080,0.1,2_ブレーキ,62.7 -> 62.7,1.826 -> 1.826,15.8,-2.0,0.0,0.0,14.0
3090 -> 3110,0.3,0_加速,76.9 -> 105.3,1.831 -> 1.846,61.8,-5.0,-1.5,-0.4,55.5
3120 -> 3130,0.2,2_ブレーキ,92.7 -> 80.1,1.853 -> 1.860,42.6,-5.0,0.0,0.0,38.2
3140 -> 3140,0.1,1_惰行,79.7 -> 79.7,1.866 -> 1.866,21.5,-2.0,0.0,0.0,19.8
3150 -> 3150,0.1,2_ブレーキ,67.1 -> 67.1,1.872 -> 1.872,16.9,-2.0,0.0,0.0,15.2
3160 -> 3160,0.1,0_加速,81.3 -> 81.3,1.877 -> 1.877,18.4,-5.0,-0.5,0.0,13.3
