r,l,t
-900425.352548,1080,1.895898
-624857.138442,669,2.29546
-592763.689606,629,3.464212
-558607.53458,696,3.881935
-778540.694065,745,4.324447
-988907.508225,1080,5.722732
-740031.479153,816,6.195984
-506496.004377,592,7.276984
-485144.095938,679,7.722333
-778685.09679,628,8.099453
-697956.192321,1017,9.457325
-500740.421924,635,9.843729
-571252.235553,739,10.281989
-495463.94127,641,11.44251
-629095.621386,638,11.828228
-595919.326929,734,12.260058
-558245.656458,689,13.419884
-735316.964701,701,13.846209
-720712.325449,910,14.371885
-586219.110998,903,15.697351
-586547.846016,617,16.071388
-431780.101461,468,16.37522
-670830.178339,793,17.576522
-704877.800665,956,18.111086
-688026.123844,757,19.369985
-722300.13385,741,19.814412
-628421.412669,738,20.246923
-800200.768675,714,21.49339
-457875.957273,506,21.819203
-536401.839496,767,22.267883
-473532.11149,625,23.395339
-517226.728238,587,23.755183
-503781.809481,666,24.1578
-593461.602667,722,25.41853
-539806.943178,650,25.817746
-572484.095815,742,26.262749
-699892.34527,821,27.490716
-498034.137981,718,27.923964
-513895.539109,532,28.271903
-641096.209284,869,29.558286
-865576.803394,758,30.015671
-507278.394614,724,30.451684
-512592.342219,824,31.68619
-501666.877435,575,32.057195
-553942.457702,629,32.445742
-479743.953272,541,33.585248
-677139.698437,805,34.059743
-695698.599023,794,35.239791
-465867.878957,587,35.673298
-645828.454776,655,36.253797
-549437.536335,613,36.638362
-444385.27746,1080,38.022368
-578790.75476,720,38.449391
-468410.716954,610,39.641426
-489146.689428,586,40.021926
-574517.024786,704,40.442939
-1036778.687276,1045,41.794495
-764359.839894,967,42.352503
-858967.51836,905,43.694537
-512230.201176,673,44.112037
-815279.116312,982,44.684361
-994585.483192,866,46.067878
-450567.074937,482,46.400658
-508341.49073,807,47.594073
-668308.46203,955,48.215705
-578853.18147,839,48.70521
-972472.252509,1080,50.079227
-714000.090021,1080,50.680512
-497490.833359,910,51.987825
-664693.060121,783,52.455078
-1044814.608881,1080,53.803349
-582999.179963,1080,54.419313
-631834.412682,716,55.625125
-616709.651227,813,56.109646
-634981.841901,884,57.342677
-564334.554673,829,57.871825
-665156.618417,997,58.429581
-988334.960825,948,59.750378
-961927.572103,1070,60.358012
-475985.429673,755,61.563028
-789672.990534,744,62.008028
-687128.364563,866,63.185545
-512451.09895,1080,63.851552
-905439.062453,1080,65.208602
-1079962.849677,876,65.749609
-657627.392481,979,66.959663
-471718.498191,676,67.44067
-477946.859275,535,67.77217
-714450.077488,898,68.998703
-602157.43191,906,69.57621
-573400.098325,835,70.05221
-654659.191671,1026,71.331738
-992494.160589,1065,71.925238
-854929.053655,1080,73.247758
-873657.559282,870,73.756267
-211560.770893,1080,75.143772
-828252.877298,1080,75.764962
-469074.559583,1080,77.130687
-1033509.660129,1080,77.737812
-504971.013263,1080,79.309591
-802949.5718,1080,80.633353
-1059040.788691,1080,81.321587
-929233.899871,874,81.832031
-649240.431871,1080,83.168981
-247349.559828,1080,84.529938
-898402.815877,1080,85.194329
-640336.390734,1080,86.458045
-502584.521276,1080,87.098047
-936490.626077,1080,88.481127
-1057365.910117,990,89.052631
-926297.583577,1080,90.383662
-368849.535155,1080,90.987481
-1091201.443495,1080,92.363949
-1010757.207529,1080,92.972957
-695574.152848,1080,94.342974
-818930.809586,1041,94.940003
-769092.885748,1080,96.266507
-921306.732452,1080,96.880045
-898692.317894,1005,98.260562
-803421.788393,1080,98.864577
-538467.100104,1080,100.286602
-727951.593065,1080,100.891614
-1102782.491223,1080,102.331149
-977886.561396,1080,102.936149
-406562.809439,1080,104.380122
-868994.937366,929,104.938469
-438081.610461,1080,106.345397
-348373.499094,1080,106.97913
-526022.724667,1080,108.33512
-773456.63804,1080,109.58394
-409793.609663,1080,110.244959
-970263.73524,1054,111.621113
-347412.022341,1080,112.268123
-647904.266987,1080,113.667381
-874798.798945,1080,114.283688
-681009.53587,876,115.59934
-226912.505408,1080,116.221239
-426258.858542,1080,117.631546
-296367.053896,1080,118.233887
-390387.612937,1080,119.587761
-73041.961273,1080,120.212767
-810434.31027,1067,121.563179
-691128.446834,1080,122.174673
-492314.410466,1080,123.580717
-988063.478404,1080,124.196726
-908837.738925,1080,125.530854
-614014.756716,1080,126.134686
-1110313.915757,976,127.488033
-932078.018263,1080,128.085032
-674371.229142,981,129.645813
-870146.531402,922,130.180443
-662576.540004,1072,131.55614
-586799.35459,1010,132.129269
-1143341.706477,1080,133.473771
-761511.295409,796,133.944929
-603891.318292,1080,135.299565
-595268.860631,1080,135.926014
-1084649.487439,1080,137.361021
-731580.078287,1080,137.962761
-1046762.172283,1080,139.289384
-830383.733322,1080,139.895636
-436757.443023,1080,141.206156
-557329.634076,1080,141.821052
-381452.955382,1080,143.189118
-678537.127458,1080,144.489172
-951177.141666,1080,145.163274
-771761.496121,725,145.602283
-478706.169626,1080,147.001231
-864396.91106,756,147.464916
-439195.885927,1080,148.875875
-992288.9562,1080,149.484443
-600452.88711,1080,150.865624
-409089.268543,1080,151.466882
-1341522.83254,1080,152.780653
-161169.630246,1080,153.384725
-476855.70432,1080,154.74786
-1137506.391598,1080,156.062052
-617781.637504,1080,156.74225
-248881.538974,1080,158.132545
-60467.704499,1080,158.761477
-565734.637791,1080,160.06622
-1236231.488871,1080,160.672761
-852324.821789,873,161.88075
-277811.474555,1080,162.512753
-767286.457428,1080,163.936147
-944650.676789,1080,164.565851
-1046736.151473,1080,165.990644
-1121065.426274,1080,166.615951
-598387.528129,1080,168.040034
-659505.020254,1068,168.631694
-1032113.893868,1076,170.01392
-519323.367001,1080,170.625752
-838361.955695,1080,172.035719
-775009.710791,863,172.550789
-683340.046422,1080,173.894119
-713652.981742,1080,174.498673
-797365.386221,994,175.813099
-428158.10574,1080,176.422299
-1198037.879168,1044,177.833041
-656210.610835,1080,178.736139
-498365.591862,1080,180.059231
-409706.843601,1080,180.676628
-1012130.139781,1080,182.06237
-277435.390814,1080,182.67254
-651095.907744,1080,184.034214
-120015.900381,1080,185.356681
-413520.852831,1080,186.004071
-666667.988426,1080,187.330757
-937248.083512,1032,187.93459
-639468.602423,1080,189.284145
-559575.459919,1080,189.882604
-719664.332777,987,191.239618
-620306.865875,802,191.70917
-556857.354026,1080,192.993033
-350346.002371,1080,193.648553
-1105167.784001,1038,194.935029
-787092.233607,931,195.499754
-477680.733444,1080,196.84062
-475904.88848,1080,197.49757
-264754.542403,1080,198.818553
-304864.271228,1080,199.427068
-1096437.83714,1080,200.79751
-281279.668719,1080,201.398612
-500074.771643,639,202.474616
-675202.162301,1080,203.134115
-637384.743958,1080,204.448339
-528766.82972,1080,205.105361
-957825.565441,883,206.259702
-746589.234916,1080,206.903772
-219295.467238,1080,208.230184
-633859.785752,899,208.779904
-327975.865004,1080,210.162561
-1268970.584774,1069,210.801699
-442407.070631,1080,212.159786
-754059.963723,1080,212.77431
-515983.498806,1080,214.127372
-452456.004478,1080,214.73265
-878396.971271,1080,216.105776
-503435.627568,1080,216.722161
-598695.079273,1080,218.195015
-912300.327882,1080,218.790657
-1412957.096365,1080,220.189681
-749889.464067,1080,220.785088
-670174.99331,1080,222.191234
-197951.85375,1080,222.794261
-310597.132407,1080,224.123443
-498178.609293,1080,224.731478
-504624.184702,1080,226.098058
-512005.093426,1080,227.452556
-596405.460577,1080,228.361456
-1142942.01065,1022,229.641966
-145497.435874,1080,230.293617
-269276.901745,1080,231.613896
-619128.987946,1080,232.244606
-835096.287417,1080,233.63753
-757326.862498,1080,234.227684
-491520.935135,1080,235.60956
-726371.31562,1080,236.210618
-467817.289617,1080,237.606732
-811476.9905,1080,238.201788
-473572.759464,1080,239.571584
-830622.626476,1080,240.16987
-394943.518581,1080,241.546802
-803511.017465,1080,242.152306
-812068.082381,1080,243.517819
-705254.663008,1080,244.11333
-384724.816763,1080,245.457844
-258940.839108,1080,246.750365
-503345.639925,1080,247.407371
-741481.834727,969,248.661893
-290127.006732,1080,249.334393
-1103413.687508,918,249.8599
-492857.659999,1080,251.231925
-138043.875486,1080,252.553965
-435097.082692,1080,253.201466
-616907.869297,1080,254.548491
