r,l,t
-12063.913739,746,1.461665
-6493.276792,610,1.853025
-6535.681346,680,2.263053
-12817.439249,1080,3.633774
-13901.007494,1080,4.953884
-8244.513251,696,5.413699
-4976.355555,666,5.829174
-6733.87455,573,6.19769
-3355.479803,474,7.246195
-3463.252388,657,7.65609
-5360.617866,632,8.049208
-9489.381744,637,9.171091
-7465.607633,651,9.561744
-7896.85073,624,9.946333
-7533.645589,645,11.078766
-5644.140858,515,11.419679
-7604.260325,814,11.902433
-5634.80467,438,12.201116
-2917.71585,562,13.372319
-3694.647948,507,13.717003
-5468.398453,477,14.032531
-5920.852758,446,14.338781
-1312.708877,372,15.363888
-1848.743972,376,15.615037
-3815.077921,403,15.892489
-1655.801335,438,16.189228
-358.354965,451,16.491005
119.92983,452,17.580447
-2296.34464,412,17.859665
294.807463,472,18.163269
-4307.527572,434,18.456577
-290.951283,473,19.485882
-1918.238454,382,19.783194
-500.150196,491,20.106027
-977.925644,518,20.445004
-2900.972316,459,20.754043
-1942.21893,472,21.798632
-2312.440592,435,22.088827
-3846.263009,451,22.400804
83.279959,410,22.684142
-4241.748904,448,23.69441
-973.118776,402,24.039201
-2693.262905,395,24.319776
-2063.480757,442,24.615296
-3218.22354,425,24.914787
-4336.558053,382,25.884394
-823.97074,358,26.204806
-282.66733,363,26.469779
-3045.344655,374,26.736274
-265.306506,390,27.039698
-3690.178423,404,27.317803
-1452.657899,322,28.339238
-2738.433426,333,28.603811
-4479.978859,335,28.858749
-3375.064531,364,29.112257
-2216.62536,322,29.350644
-3084.026177,324,29.593963
-2286.160845,322,30.556726
-2216.402141,347,30.82687
-4372.431153,320,31.068375
-3240.509216,332,31.31604
-4694.498746,338,31.5566
-2075.475013,328,31.798332
-1759.177001,338,32.770936
-3494.309828,297,33.040505
-3929.275441,300,33.272707
-3945.053861,289,33.503208
-1491.475049,311,33.738854
-565.571358,314,33.985291
-2925.826639,305,34.221915
-3353.243813,313,35.185419
-4028.68493,286,35.422504
-4863.066519,300,35.662004
-1059.197253,289,35.890808
-1437.389296,315,36.123306
