step,position_km,velocity_kmh,action,tve_reward,tce_penalty,ic_penalty,ef_penalty,sl_penalty,de_bonus,step_total_reward
1210,0.0006055550632043224,3.963225841522217,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1220,0.002311585637942848,7.923666954040527,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1230,0.005117273743093017,11.881014823913574,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1240,0.009021709924256447,15.834940910339355,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1250,0.014023893556691598,19.785118103027344,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1260,0.020122733178300913,23.731218338012695,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1270,0.027317046852437327,27.67291831970215,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1280,0.03498627322961815,27.55713653564453,1,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1290,0.04262338071033528,27.441633224487305,1,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1300,0.05084769415759345,31.378894805908203,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1310,0.06016493037090486,35.311126708984375,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1320,0.07057364368546691,39.23801040649414,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1330,0.08207229967700516,43.15922927856445,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1340,0.0946592756677869,47.074462890625,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1350,0.10832784686196738,50.862030029296875,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1360,0.12293966335808083,53.983642578125,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1370,0.13837697672541818,56.83860397338867,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1380,0.15457121285237418,59.46190643310547,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1390,0.17146259560491214,61.8827018737793,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1400,0.18899870940387842,64.12547302246094,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1410,0.20713334448077467,66.21092987060547,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1420,0.22582556059731987,68.1567153930664,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1430,0.24503892142192887,69.97794342041016,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1440,0.26474086353924486,71.68765258789062,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1450,0.28411937756154726,68.18765258789062,2,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1460,0.30334103106283256,70.00694274902344,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1470,0.3230507593773368,71.71491241455078,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1480,0.3432193994341293,73.32284545898438,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1490,0.3635456757924075,73.05347442626953,1,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1500,0.3840744466996875,74.58602905273438,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1510,0.405016056328525,76.03557586669922,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1520,0.42634864884977836,77.40983581542969,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1530,0.44805237392007563,78.71562957763672,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1540,0.4698729853876325,78.42232513427734,1,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1550,0.4918504276013442,79.67950439453125,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1560,0.5141680729697895,80.87846374511719,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1570,0.5368105152823278,82.02413940429688,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1580,0.5597636352509816,83.12091827392578,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1590,0.5830144673175587,84.17277526855469,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1600,0.6065510835600857,85.18326568603516,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1610,0.6303624921427889,86.15560150146484,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1620,0.6544385481897207,87.09270477294922,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1630,0.6787698753150727,87.99723052978516,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1640,0.7033477963306339,88.87158203125,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1650,0.728164271886064,89.71796417236328,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1660,0.7532118459911632,90.53839874267578,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1670,0.7784835975292177,91.33474731445312,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1680,0.8039730970032632,92.10869598388672,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1690,0.8296743678677854,92.86183166503906,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1700,0.8555818518910486,93.59559631347656,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1710,0.881690378071134,94.31134796142578,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1720,0.9078314899857814,93.9419174194336,1,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1730,0.934034948132738,94.64945983886719,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1740,0.9604324435364988,95.3407974243164,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1750,0.9870196510624814,96.0170669555664,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1760,1.0137925469332612,96.6793212890625,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1770,1.0407473892415633,97.32854461669922,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1780,1.067880700339257,97.96566009521484,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
