step,position_km,velocity_kmh,action,tve_reward,tce_penalty,ic_penalty,ef_penalty,sl_penalty,de_bonus,step_total_reward
1210,0.0,-0.006549889221787453,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,0.0006055492073694182,3.963204860687256,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1230,0.002311573930380386,7.923645973205566,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1240,0.003977864467403326,4.423645973205566,2,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1250,0.005811738052434641,8.383744239807129,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1260,0.008745168165656325,12.34071159362793,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1270,0.01277723474096344,16.294218063354492,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1280,0.017906926579067617,20.243938446044922,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1290,0.023515097836437703,20.144838333129883,1,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1300,0.029713801445959892,24.090551376342773,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1310,0.03700786693234812,28.03183364868164,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1320,0.04539601408949483,31.968360900878906,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1330,0.05487687309063626,35.89981460571289,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1340,0.06544898494162874,39.825870513916016,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1350,0.07711080196287137,43.74620819091797,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1360,0.08986068829953893,47.660518646240234,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1370,0.10368014449222118,51.32081985473633,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1380,0.1174012055493646,47.82081985473633,2,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1390,0.1306583626922526,47.64807891845703,1,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1400,0.14448066539416562,51.36446762084961,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1410,0.15922519961186365,54.442222595214844,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1420,0.1747839686046902,57.25918197631836,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1430,0.19108986836833233,59.84934997558594,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1440,0.20808434860378136,62.24108123779297,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1450,0.2253392938493616,62.017066955566406,1,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1460,0.24291123241058177,64.25020599365234,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1470,0.26107918863161317,66.32713317871094,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1480,0.27980250221300434,68.26531982421875,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1490,0.29904497689374204,70.07975769042969,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
