r,l,t
-16910.427588,837,1.531238
-12459.893415,938,2.07724
-8588.276729,1080,3.445814
-2132.160381,1080,4.064815
-20788.057087,1080,5.419313
-12056.860948,1080,6.042957
-8524.891706,1080,7.494545
2896.139032,1080,8.820842
-6815.073927,1080,9.485305
-467.27737,1080,10.761052
-775.2742,1080,11.416967
5077.397399,1080,12.787282
179.264147,1080,13.404138
8304.966867,1080,14.763716
2640.622629,1080,15.37603
-3923.270156,1080,16.707942
124.147482,1080,17.313435
1143.1349,1080,18.664413
947.654972,1080,19.279896
9805.185176,1080,20.596627
4526.958484,1080,21.206425
10862.337485,1080,22.637828
7007.000077,1080,23.254433
10624.868405,1080,24.653051
3565.335719,1080,25.266135
9490.302049,1080,26.630167
3912.211175,1080,27.960103
4178.710559,1080,28.620164
9384.022885,1080,29.966278
11614.099577,1080,30.605812
11022.741008,1080,31.902887
11726.16659,1080,32.512624
7272.366945,1080,33.823481
9314.223793,1080,34.419719
1227.139758,1080,35.846681
9081.386669,1080,36.468618
11749.173494,1080,37.7937
11013.553267,1080,38.403916
11455.540015,1080,39.72961
9654.865059,1080,40.339952
12115.29654,1080,41.663334
11272.076581,1080,42.272644
10504.078561,1080,43.666492
11991.818506,1080,44.994225
12108.82755,1080,45.672766
12578.328727,1080,47.060688
11841.164214,1080,47.712608
12484.154096,1080,49.099827
11755.589351,1080,49.716124
10126.047133,1080,51.113145
10392.873771,1080,51.721621
10226.676221,1080,53.088725
12540.325238,1080,53.710852
9928.6111,1080,55.048444
4393.80101,1080,55.666573
7375.004049,1080,56.980487
13200.682946,1080,57.601561
12926.844831,1080,59.005781
13743.388377,1080,59.625188
13163.254679,1080,60.995079
12885.888301,1080,61.626391
13983.596606,1080,63.015571
11790.071789,1080,64.313117
12205.212876,1080,64.967669
13229.967484,1080,66.285591
12710.651483,1080,66.911412
12719.003459,1080,68.298923
13634.688578,1080,68.903546
11687.030792,1080,70.274562
13421.747235,1080,70.871963
12447.169073,1080,72.228603
13294.396138,1080,72.845888
14233.557113,1080,74.209771
13557.28616,1080,74.80947
12549.635842,1080,76.179176
12934.764458,1080,76.792099
13516.829515,1080,78.13787
13149.164703,1080,78.746553
14670.510842,1080,80.088605
15147.011854,1080,80.699728
13747.053365,1080,82.055015
13657.50479,1080,83.344662
7829.57237,1080,83.988788
11430.45619,1080,85.369997
11615.135366,1080,85.978098
12961.243827,1080,87.379758
13705.74872,1080,87.983583
13552.706273,1080,89.332363
13037.050377,1080,89.934865
14692.940369,1080,91.278456
10537.273301,1080,91.887899
12192.674919,1080,93.245786
14294.507266,1080,93.891335
11982.519094,1080,95.276672
11414.538369,1080,95.869434
13037.328131,1080,97.224926
14057.489617,1080,97.825311
14432.046023,1080,99.184453
14189.613451,1080,100.475469
12636.722712,1080,101.148443
13785.382174,1080,102.49557
13304.719246,1080,103.122289
14109.991019,1080,104.490653
13193.179915,1080,105.088889
14034.614395,1080,106.514459
14218.840711,1080,107.132587
12918.465804,1080,108.461835
11364.231823,1080,109.060312
12898.846131,1080,110.393325
14945.735899,1080,111.003119
12374.385302,1080,112.379756
8080.181242,1080,112.988215
10801.5105,1080,114.320279
11573.972515,1080,114.933751
13879.470059,1080,116.324192
12633.936085,1080,116.918717
13061.537523,1080,118.290464
14269.832852,1080,119.627802
8309.035358,1080,120.271817
12897.873748,1080,121.680567
14648.045276,1080,122.302256
11601.253548,1080,123.661041
13813.652042,1080,124.259732
12849.764707,1080,125.657565
5439.153609,1080,126.259676
11095.331216,1080,127.678231
14080.208834,1080,128.285977
10650.322865,1080,129.60835
18690.48669,1080,130.197255
11000.739611,1080,131.580232
13989.72724,1080,132.17052
10910.905572,1080,133.515869
14066.670974,1080,134.121651
15144.767476,1080,135.483625
14252.745178,1080,136.750135
14320.688541,1080,137.429456
14134.440648,1080,138.725924
9953.241734,1080,139.370259
15372.852166,1080,140.686751
13751.3179,1080,141.297588
13494.020751,1080,142.61747
14719.156018,1080,143.220687
13116.743635,1080,144.619299
14008.537318,1080,145.230016
13575.761484,1080,146.593471
13950.212121,1080,147.194387
10484.025026,1080,148.565393
14705.52154,1080,149.178602
14719.462399,1080,150.503009
14125.697614,1080,151.119513
14554.406315,1080,152.505552
15201.964146,1080,153.111185
13684.245483,1080,154.496496
16692.201514,1080,155.801889
