segment,tve_reward_max,tve_reward_mean,tve_reward_min,tce_penalty_max,tce_penalty_mean,tce_penalty_min,ic_penalty_max,ic_penalty_mean,ic_penalty_min,ef_penalty_max,ef_penalty_mean,ef_penalty_min,sl_penalty_max,sl_penalty_mean,sl_penalty_min,de_bonus_max,de_bonus_mean,de_bonus_min
0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.05,-5.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,0.0,0.0,0.0
2,7.72,1.47,0.0,0.0,-0.1,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-4.12,-5.0,0.0,0.0,0.0
3,77.18,67.97,7.72,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.16,0.0,0.0,0.0
4,71.18,68.15,65.15,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,64.86,61.96,59.1,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,58.82,46.1,35.55,-0.5,-0.5,-0.5,0.0,-1.45,-5.0,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
7,56.99,54.25,51.56,-0.5,-0.5,-0.5,0.0,-0.24,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,68.32,55.09,48.92,-0.5,-0.5,-0.5,0.0,-0.74,-5.0,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
9,77.0,52.53,7.72,-0.5,-0.5,-0.5,0.0,-0.48,-5.0,0.0,-0.02,-0.5,0.0,-0.1,-0.59,0.0,0.0,0.0
10,72.57,69.5,66.47,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,66.18,63.25,60.36,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0
12,54.89,48.23,45.45,-0.5,-0.5,-0.5,0.0,-0.26,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.05
13,45.2,42.7,40.23,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.22,0.14
14,39.98,35.51,26.97,-0.5,-1.45,-20.5,0.0,-0.74,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.49,0.33
15,44.69,38.43,33.95,-0.5,-1.45,-20.5,0.0,-0.48,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.03,0.69
16,42.93,40.47,38.04,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,2.43,1.57
17,37.8,10.92,0.0,-0.5,-0.5,-0.5,0.0,-0.02,-0.5,0.0,0.0,0.0,0.0,-1.87,-10.67,4.89,1.82,0.0
