segment,tve_reward_max,tve_reward_mean,tve_reward_min,tce_penalty_max,tce_penalty_mean,tce_penalty_min,ic_penalty_max,ic_penalty_mean,ic_penalty_min,ef_penalty_max,ef_penalty_mean,ef_penalty_min,sl_penalty_max,sl_penalty_mean,sl_penalty_min,de_bonus_max,de_bonus_mean,de_bonus_min
0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.44,-5.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,0.0,0.0,0.0
3,37.03,10.75,0.0,0.0,-0.16,-0.5,0.0,-1.38,-20.0,0.0,-0.03,-0.5,0.0,-3.44,-5.0,0.0,0.0,0.0
4,70.36,52.07,38.05,-0.5,-0.5,-0.5,0.0,-7.38,-20.0,0.0,-0.25,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
5,75.11,47.89,25.41,-0.5,-0.5,-0.5,0.0,-1.81,-20.0,0.0,-0.09,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
6,47.88,27.0,13.43,-0.5,-0.5,-0.5,0.0,-3.38,-20.0,0.0,-0.12,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
7,72.98,57.55,41.69,-0.5,-0.5,-0.5,0.0,-7.94,-20.0,0.0,-0.22,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
8,44.63,31.34,16.27,-0.5,-0.5,-0.5,0.0,-8.0,-20.0,0.0,-0.19,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
9,66.57,55.82,37.08,-0.5,-0.5,-0.5,0.0,-7.06,-20.0,0.0,-0.16,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
10,97.18,75.48,57.4,-0.5,-0.5,-0.5,0.0,-5.0,-20.0,0.0,-0.19,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
11,85.96,80.41,67.04,-0.5,-0.5,-0.5,0.0,-5.75,-20.0,0.0,-0.12,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
12,149.09,109.29,73.18,-0.5,-0.5,-0.5,0.0,-5.75,-20.0,0.0,-0.28,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
13,128.02,80.45,50.16,-0.5,-0.5,-0.5,0.0,-3.0,-20.0,0.0,-0.06,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
14,62.7,42.29,17.75,-0.5,-0.5,-0.5,0.0,-6.69,-20.0,0.0,-0.19,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
15,48.45,21.16,0.0,-0.5,-0.5,-0.5,0.0,-0.56,-5.0,0.0,-0.03,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
16,61.77,22.53,0.0,-0.5,-0.5,-0.5,0.0,-3.38,-20.0,0.0,-0.25,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
17,104.36,86.17,66.54,-0.5,-0.5,-0.5,0.0,-4.56,-20.0,0.0,-0.19,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
18,101.59,77.98,64.12,-0.5,-5.5,-20.5,0.0,-8.31,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04
19,102.42,78.02,53.35,-0.5,-9.25,-20.5,0.0,-5.5,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.21,0.12
20,83.67,58.13,32.69,-0.5,-6.75,-20.5,0.0,-6.69,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.65,0.4
21,58.72,43.78,25.18,-0.5,-5.5,-20.5,0.0,-4.25,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,1.33,0.95
22,45.06,37.58,32.0,-0.5,-4.25,-20.5,0.0,-6.69,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,2.45,1.83
23,36.21,21.96,0.0,-0.5,-5.5,-20.5,0.0,-4.56,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,3.91,3.22
24,22.97,3.06,0.0,-0.5,-3.0,-20.5,0.0,-7.75,-20.0,0.0,0.0,0.0,0.0,-17.36,-28.63,4.93,1.46,0.0
25,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-7.0,-20.0,0.0,0.0,0.0,-22.19,-29.46,-30.0,0.0,0.0,0.0
26,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.19,-20.0,0.0,0.0,0.0,-30.0,-30.0,-30.0,0.0,0.0,0.0
27,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.38,-20.0,0.0,-0.03,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
28,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-4.62,-20.0,0.0,-0.28,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
29,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.19,-20.0,0.0,-0.12,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
30,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.38,-20.0,0.0,-0.16,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
31,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-5.56,-20.0,0.0,-0.19,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
32,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.75,-20.0,0.0,-0.06,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
33,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-12.0,-20.0,0.0,-0.28,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
34,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-10.75,-20.0,0.0,-0.22,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
35,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-5.88,-20.0,0.0,-0.12,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
36,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.81,-20.0,0.0,-0.25,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
37,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-6.69,-20.0,0.0,-0.12,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
38,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-5.56,-20.0,0.0,-0.16,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
39,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-5.56,-20.0,0.0,-0.16,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
40,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-7.44,-20.0,0.0,-0.22,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
41,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.38,-20.0,0.0,-0.19,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
42,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-9.62,-20.0,0.0,-0.19,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
43,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-4.38,-20.0,0.0,-0.09,-0.5,-30.0,-30.0,-30.0,0.0,0.0,0.0
