step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1210,0.1,0_加速,14.3 -> 14.3,0.001 -> 0.001,0.0,0.0,0.0,-21.0,-21.0
1220 -> 1220,0.1,0_加速,28.5 -> 28.5,0.002 -> 0.002,0.0,0.0,0.0,-32.0,-32.0
1230 -> 1230,0.1,2_ブレーキ,15.9 -> 15.9,0.004 -> 0.004,0.0,0.0,0.0,-22.3,-22.3
1240 -> 1240,0.1,2_ブレーキ,3.3 -> 3.3,0.005 -> 0.005,0.0,0.0,0.0,-12.6,-12.6
1250 -> 1250,0.1,1_惰行,3.1 -> 3.1,0.005 -> 0.005,0.0,0.0,0.0,-12.4,-12.4
1260 -> 1260,0.1,0_加速,17.4 -> 17.4,0.006 -> 0.006,0.0,0.0,0.0,-23.4,-23.4
1270 -> 1270,0.1,2_ブレーキ,4.8 -> 4.8,0.007 -> 0.007,0.0,0.0,0.0,-13.7,-13.7
1280 -> 1280,0.1,1_惰行,4.5 -> 4.5,0.007 -> 0.007,0.0,0.0,0.0,-13.5,-13.5
1290 -> 1290,0.1,1_惰行,4.3 -> 4.3,0.007 -> 0.007,0.0,0.0,0.0,-13.3,-13.3
1300 -> 1300,0.1,1_惰行,4.0 -> 4.0,0.008 -> 0.008,0.0,0.0,0.0,-13.1,-13.1
1310 -> 1310,0.1,0_加速,18.3 -> 18.3,0.008 -> 0.008,0.0,0.0,0.0,-24.1,-24.1
1320 -> 1320,0.1,0_加速,32.5 -> 32.5,0.011 -> 0.011,0.0,0.0,0.0,-35.1,-35.1
1330 -> 1330,0.1,2_ブレーキ,19.9 -> 19.9,0.012 -> 0.012,0.0,0.0,0.0,-25.4,-25.4
1340 -> 1340,0.1,1_惰行,19.7 -> 19.7,0.014 -> 0.014,0.0,0.0,0.0,-25.2,-25.2
1350 -> 1350,0.1,0_加速,33.9 -> 33.9,0.016 -> 0.016,0.0,0.0,0.0,-36.2,-36.2
1360 -> 1360,0.1,1_惰行,33.7 -> 33.7,0.019 -> 0.019,0.0,0.0,0.0,-36.0,-36.0
1370 -> 1370,0.1,0_加速,47.9 -> 47.9,0.022 -> 0.022,0.0,0.0,0.0,-47.0,-47.0
1380 -> 1380,0.1,2_ブレーキ,35.3 -> 35.3,0.025 -> 0.025,0.0,0.0,0.0,-37.2,-37.2
1390 -> 1390,0.1,1_惰行,35.0 -> 35.0,0.028 -> 0.028,0.0,0.0,0.0,-37.0,-37.0
1400 -> 1400,0.1,0_加速,49.2 -> 49.2,0.031 -> 0.031,0.0,0.0,0.0,-48.0,-48.0
1410 -> 1410,0.1,0_加速,63.5 -> 63.5,0.036 -> 0.036,0.0,0.0,0.0,-59.0,-59.0
1420 -> 1420,0.1,2_ブレーキ,50.9 -> 50.9,0.040 -> 0.040,0.0,0.0,0.0,-49.3,-49.3
1430 -> 1430,0.1,0_加速,65.1 -> 65.1,0.044 -> 0.044,0.0,0.0,0.0,-60.2,-60.2
