step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1790,5.9,0_加速,14.3 -> 373.7,0.001 -> 1.183,0.0,0.0,0.0,-295.0,-295.0
1800 -> 1800,0.1,0_加速,375.7 -> 375.7,1.212 -> 1.212,144.6,0.0,-2.1,-42.6,100.0
1810 -> 1810,0.1,0_加速,377.7 -> 377.7,1.241 -> 1.241,145.4,0.0,-2.1,-42.9,100.4
1820 -> 1820,0.1,0_加速,379.7 -> 379.7,1.270 -> 1.270,146.1,0.0,-2.1,-43.2,100.9
1830 -> 1830,0.1,0_加速,381.6 -> 381.6,1.300 -> 1.300,146.9,0.0,-2.1,-43.5,101.3
1840 -> 1840,0.1,0_加速,383.6 -> 383.6,1.329 -> 1.329,147.6,0.0,-2.1,-43.8,101.8
1850 -> 1850,0.1,0_加速,385.5 -> 385.5,1.359 -> 1.359,148.4,0.0,-2.1,-44.1,102.2
1860 -> 1860,0.1,0_加速,387.4 -> 387.4,1.389 -> 1.389,149.1,0.0,-2.1,-44.4,102.7
1870 -> 1870,0.1,0_加速,389.3 -> 389.3,1.419 -> 1.419,149.9,0.0,-2.1,-44.7,103.1
1880 -> 1880,0.1,0_加速,391.3 -> 391.3,1.449 -> 1.449,150.6,0.0,-2.1,-44.9,103.6
1890 -> 1890,0.1,0_加速,393.2 -> 393.2,1.479 -> 1.479,151.4,0.0,-2.1,-45.2,104.0
1900 -> 1900,0.1,0_加速,395.1 -> 395.1,1.510 -> 1.510,152.1,0.0,-2.1,-45.5,104.5
1910 -> 1910,0.1,0_加速,397.0 -> 397.0,1.540 -> 1.540,152.8,0.0,-2.1,-45.8,104.9
1920 -> 1920,0.1,0_加速,399.0 -> 399.0,1.571 -> 1.571,153.6,0.0,-2.1,-46.1,105.3
1930 -> 1930,0.1,0_加速,400.9 -> 400.9,1.602 -> 1.602,154.3,0.0,-2.1,-46.4,105.8
1940 -> 1940,0.1,0_加速,402.8 -> 402.8,1.633 -> 1.633,155.1,0.0,-2.1,-46.7,106.2
1950 -> 1950,0.1,0_加速,404.8 -> 404.8,1.664 -> 1.664,155.8,0.0,-2.1,-47.0,106.7
1960 -> 1960,0.1,0_加速,406.7 -> 406.7,1.695 -> 1.695,156.6,0.0,-2.1,-47.3,107.1
1970 -> 1970,0.1,0_加速,408.7 -> 408.7,1.727 -> 1.727,157.3,0.0,-2.1,-47.6,107.6
1980 -> 1980,0.1,0_加速,410.7 -> 410.7,1.758 -> 1.758,158.1,0.0,-2.1,-47.9,108.1
1990 -> 1990,0.1,0_加速,412.7 -> 412.7,1.790 -> 1.790,158.9,0.0,-2.1,-48.3,108.5
2000 -> 2000,0.1,0_加速,414.7 -> 414.7,1.822 -> 1.822,159.6,0.0,-2.1,-48.6,109.0
2010 -> 2010,0.1,0_加速,416.8 -> 416.8,1.854 -> 1.854,160.4,0.0,-2.1,-48.9,109.4
2020 -> 2020,0.1,2_ブレーキ,404.2 -> 404.2,1.886 -> 1.886,158.1,-6.0,0.0,-46.9,105.2
2030 -> 2030,0.1,0_加速,406.1 -> 406.1,1.917 -> 1.917,156.3,-6.0,-2.1,-47.2,101.0
2040 -> 2040,0.1,0_加速,408.1 -> 408.1,1.948 -> 1.948,157.1,0.0,-2.1,-47.5,107.6
2050 -> 2050,0.1,0_加速,410.1 -> 410.1,1.980 -> 1.980,157.9,0.0,-2.1,-54.1,102.4
2060 -> 2060,0.1,0_加速,412.1 -> 412.1,2.012 -> 2.012,0.0,0.0,-2.1,-62.5,-63.5
