step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1370,1.7,0_加速,14.3 -> 223.2,0.001 -> 0.157,0.0,0.0,0.0,-85.0,-85.0
1380 -> 1380,0.1,1_惰行,222.4 -> 222.4,0.174 -> 0.174,0.0,0.0,0.0,-5.0,-5.0
1390 -> 1790,4.1,0_加速,230.5 -> 371.5,0.191 -> 1.170,0.0,0.0,0.0,-205.0,-205.0
1800 -> 1800,0.1,0_加速,373.5 -> 373.5,1.199 -> 1.199,143.8,0.0,-2.1,-42.2,99.5
1810 -> 1810,0.1,0_加速,375.5 -> 375.5,1.228 -> 1.228,144.5,0.0,-2.1,-42.5,99.9
1820 -> 1820,0.1,0_加速,377.5 -> 377.5,1.257 -> 1.257,145.3,0.0,-2.1,-42.8,100.4
1830 -> 1830,0.1,0_加速,379.5 -> 379.5,1.286 -> 1.286,146.1,0.0,-2.1,-43.1,100.8
1840 -> 1840,0.1,0_加速,381.4 -> 381.4,1.316 -> 1.316,146.8,0.0,-2.1,-43.4,101.3
1850 -> 1850,0.1,0_加速,383.4 -> 383.4,1.345 -> 1.345,147.6,0.0,-2.1,-43.7,101.7
1860 -> 1860,0.1,0_加速,385.3 -> 385.3,1.375 -> 1.375,148.3,0.0,-2.1,-44.0,102.2
1870 -> 1870,0.1,0_加速,387.2 -> 387.2,1.405 -> 1.405,149.1,0.0,-2.1,-44.3,102.6
1880 -> 1880,0.1,0_加速,389.2 -> 389.2,1.435 -> 1.435,149.8,0.0,-2.1,-44.6,103.1
1890 -> 1890,0.1,0_加速,391.1 -> 391.1,1.465 -> 1.465,150.5,0.0,-2.1,-44.9,103.5
1900 -> 1900,0.1,0_加速,393.0 -> 393.0,1.495 -> 1.495,151.3,0.0,-2.1,-45.2,104.0
1910 -> 1910,0.1,0_加速,394.9 -> 394.9,1.525 -> 1.525,152.0,0.0,-2.1,-45.5,104.4
1920 -> 1920,0.1,0_加速,396.8 -> 396.8,1.556 -> 1.556,152.8,0.0,-2.1,-45.8,104.9
1930 -> 1930,0.1,0_加速,398.8 -> 398.8,1.587 -> 1.587,153.5,0.0,-2.1,-46.1,105.3
1940 -> 1940,0.1,2_ブレーキ,386.2 -> 386.2,1.617 -> 1.617,151.2,-6.0,0.0,-44.2,101.0
1950 -> 1950,0.1,0_加速,388.1 -> 388.1,1.647 -> 1.647,149.4,-6.0,-2.1,-44.5,96.8
1960 -> 1960,0.1,0_加速,390.0 -> 390.0,1.677 -> 1.677,150.1,0.0,-2.1,-44.8,103.3
1970 -> 1970,0.1,0_加速,391.9 -> 391.9,1.707 -> 1.707,150.9,0.0,-2.1,-45.1,103.7
1980 -> 1980,0.1,0_加速,393.9 -> 393.9,1.737 -> 1.737,151.6,0.0,-2.1,-45.3,104.2
1990 -> 1990,0.1,0_加速,395.8 -> 395.8,1.768 -> 1.768,152.4,0.0,-2.1,-45.6,104.6
2000 -> 2000,0.1,0_加速,397.7 -> 397.7,1.798 -> 1.798,153.1,0.0,-2.1,-45.9,105.1
2010 -> 2010,0.1,0_加速,399.6 -> 399.6,1.829 -> 1.829,153.8,0.0,-2.1,-46.2,105.5
2020 -> 2020,0.1,0_加速,401.6 -> 401.6,1.860 -> 1.860,154.6,0.0,-2.1,-46.5,106.0
2030 -> 2030,0.1,0_加速,403.5 -> 403.5,1.891 -> 1.891,155.3,0.0,-2.1,-46.8,106.4
2040 -> 2040,0.1,0_加速,405.5 -> 405.5,1.922 -> 1.922,156.1,0.0,-2.1,-47.1,106.9
2050 -> 2050,0.1,0_加速,407.4 -> 407.4,1.954 -> 1.954,156.8,0.0,-2.1,-47.7,107.3
2060 -> 2060,0.1,0_加速,409.4 -> 409.4,1.985 -> 1.985,157.6,0.0,-2.1,-55.8,100.7
