step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1220,0.2,0_加速,14.3 -> 28.5,0.001 -> 0.002,0.0,0.0,0.0,-4.0,-4.0
1230 -> 1230,0.1,1_惰行,28.2 -> 28.2,0.005 -> 0.005,0.0,0.0,0.0,-2.0,-2.0
1240 -> 1250,0.2,0_加速,42.5 -> 56.7,0.007 -> 0.011,0.0,0.0,0.0,-4.0,-4.0
1260 -> 1280,0.3,2_ブレーキ,44.1 -> 18.9,0.015 -> 0.020,0.0,0.0,0.0,-6.0,-6.0
1290 -> 1300,0.2,0_加速,33.2 -> 47.4,0.022 -> 0.025,0.0,0.0,0.0,-4.0,-4.0
1310 -> 1320,0.2,2_ブレーキ,34.8 -> 22.2,0.028 -> 0.030,0.0,0.0,0.0,-4.0,-4.0
1330 -> 1330,0.1,1_惰行,22.0 -> 22.0,0.032 -> 0.032,0.0,0.0,0.0,-2.0,-2.0
1340 -> 1340,0.1,0_加速,36.2 -> 36.2,0.034 -> 0.034,0.0,0.0,0.0,-2.0,-2.0
1350 -> 1350,0.1,2_ブレーキ,23.6 -> 23.6,0.037 -> 0.037,0.0,0.0,0.0,-2.0,-2.0
1360 -> 1360,0.1,1_惰行,23.3 -> 23.3,0.038 -> 0.038,0.0,0.0,0.0,-2.0,-2.0
1370 -> 1370,0.1,0_加速,37.6 -> 37.6,0.041 -> 0.041,0.0,0.0,0.0,-2.0,-2.0
1380 -> 1380,0.1,2_ブレーキ,25.0 -> 25.0,0.043 -> 0.043,0.0,0.0,0.0,-2.0,-2.0
1390 -> 1400,0.2,0_加速,39.2 -> 53.5,0.046 -> 0.049,0.0,0.0,0.0,-4.0,-4.0
1410 -> 1420,0.2,2_ブレーキ,40.9 -> 28.3,0.053 -> 0.056,0.0,0.0,0.0,-4.0,-4.0
1430 -> 1440,0.2,0_加速,42.5 -> 56.8,0.058 -> 0.062,0.0,0.0,0.0,-4.0,-4.0
1450 -> 1460,0.2,1_惰行,56.4 -> 56.1,0.067 -> 0.071,0.0,0.0,0.0,-4.0,-4.0
1470 -> 1480,0.2,0_加速,70.3 -> 84.5,0.076 -> 0.082,0.0,0.0,0.0,-4.0,-4.0
1490 -> 1490,0.1,1_惰行,84.2 -> 84.2,0.088 -> 0.088,0.0,0.0,0.0,-2.0,-2.0
1500 -> 1500,0.1,2_ブレーキ,71.6 -> 71.6,0.094 -> 0.094,0.0,0.0,0.0,-2.0,-2.0
1510 -> 1510,0.1,1_惰行,71.2 -> 71.2,0.100 -> 0.100,0.0,0.0,0.0,-2.0,-2.0
1520 -> 1520,0.1,0_加速,85.4 -> 85.4,0.106 -> 0.106,0.0,0.0,0.0,-2.0,-2.0
1530 -> 1530,0.1,1_惰行,85.0 -> 85.0,0.112 -> 0.112,0.0,0.0,0.0,-2.0,-2.0
1540 -> 1550,0.2,0_加速,99.2 -> 113.4,0.120 -> 0.128,0.0,0.0,0.0,-4.0,-4.0
1560 -> 1560,0.1,2_ブレーキ,100.8 -> 100.8,0.136 -> 0.136,0.0,0.0,0.0,-2.0,-2.0
1570 -> 1570,0.1,0_加速,115.0 -> 115.0,0.145 -> 0.145,0.0,0.0,0.0,-2.0,-2.0
1580 -> 1580,0.1,1_惰行,114.5 -> 114.5,0.153 -> 0.153,0.0,0.0,0.0,-2.0,-2.0
1590 -> 1590,0.1,2_ブレーキ,101.9 -> 101.9,0.162 -> 0.162,0.0,0.0,0.0,-2.0,-2.0
1600 -> 1600,0.1,0_加速,116.1 -> 116.1,0.170 -> 0.170,0.0,0.0,0.0,-2.0,-2.0
1610 -> 1620,0.2,1_惰行,115.6 -> 115.2,0.179 -> 0.188,0.0,0.0,0.0,-4.0,-4.0
1630 -> 1670,0.5,2_ブレーキ,102.6 -> 52.2,0.196 -> 0.220,0.0,0.0,0.0,-10.0,-10.0
1680 -> 1680,0.1,0_加速,66.4 -> 66.4,0.225 -> 0.225,0.0,0.0,0.0,-2.0,-2.0
1690 -> 1690,0.1,2_ブレーキ,53.8 -> 53.8,0.229 -> 0.229,0.0,0.0,0.0,-2.0,-2.0
1700 -> 1700,0.1,1_惰行,53.5 -> 53.5,0.233 -> 0.233,0.0,0.0,0.0,-2.0,-2.0
1710 -> 1730,0.3,0_加速,67.7 -> 96.1,0.238 -> 0.251,0.0,0.0,0.0,-6.0,-6.0
1740 -> 1740,0.1,2_ブレーキ,83.5 -> 83.5,0.258 -> 0.258,0.0,0.0,0.0,-2.0,-2.0
1750 -> 1760,0.2,1_惰行,83.1 -> 82.7,0.264 -> 0.271,0.0,0.0,0.0,-4.0,-4.0
1770 -> 1790,0.3,0_加速,96.9 -> 125.3,0.278 -> 0.295,0.0,0.0,0.0,-6.0,-6.0
1800 -> 1800,0.1,0_加速,139.4 -> 139.4,0.305 -> 0.305,0.0,0.0,-0.5,-15.2,-15.7
1810 -> 1810,0.1,0_加速,153.5 -> 153.5,0.316 -> 0.316,0.0,0.0,-0.5,-20.7,-21.2
1820 -> 1820,0.1,2_ブレーキ,140.9 -> 140.9,0.328 -> 0.328,0.0,-4.0,0.0,-15.8,-19.8
1830 -> 1830,0.1,0_加速,155.0 -> 155.0,0.339 -> 0.339,0.0,-4.0,-0.5,-21.2,-25.7
1840 -> 1840,0.1,0_加速,169.1 -> 169.1,0.352 -> 0.352,0.0,0.0,-0.5,-26.7,-27.2
1850 -> 1850,0.1,0_加速,182.8 -> 182.8,0.365 -> 0.365,0.0,0.0,-0.5,-31.9,-32.4
1860 -> 1860,0.1,1_惰行,182.1 -> 182.1,0.379 -> 0.379,0.0,-2.0,0.0,-31.7,-33.7
1870 -> 1870,0.1,2_ブレーキ,169.5 -> 169.5,0.393 -> 0.393,0.0,-2.0,0.0,-26.8,-28.8
1880 -> 1880,0.1,0_加速,183.2 -> 183.2,0.407 -> 0.407,0.0,-4.0,-0.5,-32.1,-36.6
1890 -> 1890,0.1,2_ブレーキ,170.6 -> 170.6,0.420 -> 0.420,0.0,-4.0,0.0,-27.2,-31.2
1900 -> 1900,0.1,2_ブレーキ,158.0 -> 158.0,0.433 -> 0.433,0.0,0.0,0.0,-22.4,-22.4
1910 -> 1910,0.1,0_加速,172.0 -> 172.0,0.446 -> 0.446,0.0,-4.0,-0.5,-27.8,-32.3
1920 -> 1920,0.1,0_加速,185.2 -> 185.2,0.460 -> 0.460,0.0,0.0,-0.5,-32.9,-33.4
1930 -> 1930,0.1,2_ブレーキ,172.6 -> 172.6,0.473 -> 0.473,0.0,-4.0,0.0,-28.0,-32.0
1940 -> 1940,0.1,1_惰行,172.0 -> 172.0,0.487 -> 0.487,0.0,-2.0,0.0,-27.8,-29.8
1950 -> 1950,0.1,0_加速,185.1 -> 185.1,0.500 -> 0.500,0.0,-2.0,-0.5,-32.8,-35.3
1960 -> 1960,0.1,2_ブレーキ,172.5 -> 172.5,0.514 -> 0.514,0.0,-4.0,0.0,-28.0,-32.0
1970 -> 1970,0.1,0_加速,185.7 -> 185.7,0.528 -> 0.528,0.0,-4.0,-0.5,-33.1,-37.6
1980 -> 1980,0.1,1_惰行,185.0 -> 185.0,0.542 -> 0.542,0.0,-2.0,0.0,-32.8,-34.8
1990 -> 1990,0.1,0_加速,196.1 -> 196.1,0.557 -> 0.557,0.0,-2.0,-0.5,-37.1,-39.6
2000 -> 2000,0.1,0_加速,206.2 -> 206.2,0.573 -> 0.573,0.0,0.0,-0.5,-41.0,-41.5
2010 -> 2010,0.1,2_ブレーキ,193.6 -> 193.6,0.588 -> 0.588,0.0,-4.0,0.0,-36.1,-40.1
2020 -> 2020,0.1,2_ブレーキ,181.0 -> 181.0,0.602 -> 0.602,0.0,0.0,0.0,-31.3,-31.3
2030 -> 2030,0.1,2_ブレーキ,168.4 -> 168.4,0.616 -> 0.616,0.0,0.0,0.0,-26.4,-26.4
2040 -> 2040,0.1,1_惰行,167.8 -> 167.8,0.629 -> 0.629,0.0,-2.0,0.0,-26.2,-28.2
2050 -> 2050,0.1,0_加速,181.7 -> 181.7,0.642 -> 0.642,0.0,-2.0,-0.5,-31.5,-34.0
2060 -> 2060,0.1,2_ブレーキ,169.1 -> 169.1,0.656 -> 0.656,0.0,-4.0,0.0,-26.7,-30.7
2070 -> 2070,0.1,0_加速,182.7 -> 182.7,0.670 -> 0.670,0.0,-4.0,-0.5,-31.9,-36.4
2080 -> 2080,0.1,1_惰行,182.1 -> 182.1,0.684 -> 0.684,0.0,-2.0,0.0,-31.7,-33.7
2090 -> 2090,0.1,0_加速,193.4 -> 193.4,0.698 -> 0.698,0.0,-2.0,-0.5,-36.0,-38.5
2100 -> 2100,0.1,2_ブレーキ,180.8 -> 180.8,0.713 -> 0.713,0.0,-4.0,0.0,-31.2,-35.2
2110 -> 2110,0.1,1_惰行,180.1 -> 180.1,0.726 -> 0.726,0.0,-2.0,0.0,-30.9,-32.9
2120 -> 2120,0.1,1_惰行,179.5 -> 179.5,0.740 -> 0.740,0.0,0.0,0.0,-30.7,-30.7
2130 -> 2130,0.1,2_ブレーキ,166.9 -> 166.9,0.754 -> 0.754,0.0,-2.0,0.0,-25.8,-27.8
2140 -> 2140,0.1,0_加速,181.0 -> 181.0,0.767 -> 0.767,0.0,-4.0,-0.5,-31.2,-35.7
2150 -> 2150,0.1,2_ブレーキ,168.4 -> 168.4,0.781 -> 0.781,0.0,-4.0,0.0,-26.4,-30.4
2160 -> 2160,0.1,1_惰行,167.8 -> 167.8,0.794 -> 0.794,0.0,-2.0,0.0,-26.1,-28.1
2170 -> 2170,0.1,1_惰行,167.2 -> 167.2,0.806 -> 0.806,0.0,0.0,0.0,-25.9,-25.9
2180 -> 2180,0.1,2_ブレーキ,154.6 -> 154.6,0.819 -> 0.819,0.0,-2.0,0.0,-21.0,-23.0
2190 -> 2190,0.1,1_惰行,154.0 -> 154.0,0.831 -> 0.831,0.0,-2.0,0.0,-20.8,-22.8
2200 -> 2200,0.1,1_惰行,153.4 -> 153.4,0.843 -> 0.843,0.0,0.0,0.0,-20.6,-20.6
2210 -> 2210,0.1,1_惰行,152.9 -> 152.9,0.854 -> 0.854,0.0,0.0,0.0,-20.4,-20.4
2220 -> 2220,0.1,0_加速,167.0 -> 167.0,0.867 -> 0.867,0.0,-2.0,-0.5,-25.8,-28.3
2230 -> 2230,0.1,2_ブレーキ,154.4 -> 154.4,0.879 -> 0.879,0.0,-4.0,0.0,-21.0,-25.0
2240 -> 2240,0.1,2_ブレーキ,141.8 -> 141.8,0.890 -> 0.890,0.0,0.0,0.0,-16.1,-16.1
2250 -> 2250,0.1,2_ブレーキ,129.2 -> 129.2,0.901 -> 0.901,0.0,0.0,0.0,-11.2,-11.2
2260 -> 2260,0.1,0_加速,143.3 -> 143.3,0.911 -> 0.911,0.0,-4.0,-0.5,-16.7,-21.2
2270 -> 2270,0.1,0_加速,157.4 -> 157.4,0.923 -> 0.923,0.0,0.0,-0.5,-22.1,-22.6
2280 -> 2280,0.1,0_加速,171.5 -> 171.5,0.936 -> 0.936,0.0,0.0,-0.5,-27.6,-28.1
2290 -> 2290,0.1,2_ブレーキ,158.9 -> 158.9,0.949 -> 0.949,0.0,-4.0,0.0,-22.7,-26.7
2300 -> 2300,0.1,0_加速,173.0 -> 173.0,0.961 -> 0.961,0.0,-4.0,-0.5,-28.2,-32.7
2310 -> 2310,0.1,0_加速,185.9 -> 185.9,0.975 -> 0.975,0.0,0.0,-0.5,-33.1,-33.6
2320 -> 2320,0.1,0_加速,196.9 -> 196.9,0.990 -> 0.990,0.0,0.0,-0.5,-37.4,-37.9
2330 -> 2330,0.1,1_惰行,196.2 -> 196.2,1.005 -> 1.005,0.0,-2.0,0.0,-37.1,-39.1
2340 -> 2340,0.1,2_ブレーキ,183.6 -> 183.6,1.020 -> 1.020,0.0,-2.0,0.0,-32.3,-34.2
2350 -> 2350,0.1,0_加速,194.8 -> 194.8,1.035 -> 1.035,0.0,-4.0,-0.5,-36.6,-41.0
2360 -> 2360,0.1,2_ブレーキ,182.2 -> 182.2,1.049 -> 1.049,0.0,-4.0,0.0,-31.7,-35.7
2370 -> 2370,0.1,0_加速,193.5 -> 193.5,1.064 -> 1.064,0.0,-4.0,-0.5,-36.1,-40.5
2380 -> 2380,0.1,1_惰行,192.8 -> 192.8,1.079 -> 1.079,0.0,-2.0,0.0,-35.8,-37.8
2390 -> 2390,0.1,2_ブレーキ,180.2 -> 180.2,1.093 -> 1.093,0.0,-2.0,0.0,-30.9,-32.9
2400 -> 2400,0.1,0_加速,191.7 -> 191.7,1.107 -> 1.107,0.0,-4.0,-0.5,-35.4,-39.8
2410 -> 2410,0.1,1_惰行,191.0 -> 191.0,1.122 -> 1.122,0.0,-2.0,0.0,-35.1,-37.1
2420 -> 2420,0.1,0_加速,201.6 -> 201.6,1.137 -> 1.137,0.0,-2.0,-0.5,-39.2,-41.6
2430 -> 2430,0.1,2_ブレーキ,189.0 -> 189.0,1.152 -> 1.152,0.0,-4.0,0.0,-34.3,-38.3
2440 -> 2440,0.1,2_ブレーキ,176.4 -> 176.4,1.166 -> 1.166,0.0,0.0,0.0,-29.5,-29.4
2450 -> 2450,0.1,2_ブレーキ,163.8 -> 163.8,1.179 -> 1.179,0.0,0.0,0.0,-24.6,-24.5
2460 -> 2460,0.1,2_ブレーキ,151.2 -> 151.2,1.191 -> 1.191,0.0,0.0,0.0,-19.7,-19.7
2470 -> 2470,0.1,1_惰行,150.6 -> 150.6,1.203 -> 1.203,0.0,-2.0,0.0,-19.5,-21.4
2480 -> 2480,0.1,2_ブレーキ,138.0 -> 138.0,1.214 -> 1.214,0.0,-2.0,0.0,-14.7,-16.6
2490 -> 2490,0.1,1_惰行,137.5 -> 137.5,1.225 -> 1.225,0.0,-2.0,0.0,-14.5,-16.4
2500 -> 2500,0.1,2_ブレーキ,124.9 -> 124.9,1.235 -> 1.235,0.0,-2.0,0.0,-9.6,-11.5
2510 -> 2520,0.2,1_惰行,124.4 -> 123.9,1.245 -> 1.254,0.0,-2.0,0.0,-18.7,-20.4
2530 -> 2530,0.1,0_加速,138.1 -> 138.1,1.264 -> 1.264,0.0,-2.0,-0.5,-14.7,-17.1
2540 -> 2540,0.1,1_惰行,137.6 -> 137.6,1.275 -> 1.275,0.0,-2.0,0.0,-14.5,-16.4
2550 -> 2550,0.1,1_惰行,137.0 -> 137.0,1.285 -> 1.285,0.0,0.0,0.0,-14.3,-14.2
2560 -> 2560,0.1,1_惰行,136.5 -> 136.5,1.296 -> 1.296,0.0,0.0,0.0,-14.1,-13.9
2570 -> 2570,0.1,1_惰行,136.0 -> 136.0,1.307 -> 1.307,0.0,0.0,0.0,-13.9,-13.7
2580 -> 2590,0.2,2_ブレーキ,123.4 -> 110.8,1.316 -> 1.325,0.0,-2.0,0.0,-13.2,-14.9
2600 -> 2610,0.2,1_惰行,110.4 -> 109.9,1.334 -> 1.343,0.0,-2.0,0.0,-7.8,-9.5
2620 -> 2620,0.1,0_加速,124.1 -> 124.1,1.352 -> 1.352,0.0,-2.0,-0.5,-9.3,-11.6
2630 -> 2630,0.1,1_惰行,123.6 -> 123.6,1.361 -> 1.361,0.0,-2.0,0.0,-9.1,-10.9
2640 -> 2640,0.1,0_加速,137.8 -> 137.8,1.371 -> 1.371,0.0,-2.0,-0.5,-14.6,-16.9
2650 -> 2650,0.1,0_加速,151.9 -> 151.9,1.383 -> 1.383,0.0,0.0,-0.5,-20.0,-20.3
2660 -> 2660,0.1,2_ブレーキ,139.3 -> 139.3,1.394 -> 1.394,0.0,-4.0,0.0,-15.2,-18.9
2670 -> 2670,0.1,0_加速,153.4 -> 153.4,1.405 -> 1.405,0.0,-4.0,-0.5,-20.6,-24.8
2680 -> 2680,0.1,0_加速,167.5 -> 167.5,1.417 -> 1.417,0.0,0.0,-0.5,-26.0,-26.3
2690 -> 2690,0.1,0_加速,181.4 -> 181.4,1.431 -> 1.431,0.0,0.0,-0.5,-31.4,-31.6
2700 -> 2700,0.1,0_加速,192.8 -> 192.8,1.445 -> 1.445,0.0,0.0,-0.5,-35.8,-36.0
2710 -> 2710,0.1,1_惰行,192.1 -> 192.1,1.460 -> 1.460,0.0,-2.0,0.0,-35.5,-37.2
2720 -> 2720,0.1,1_惰行,191.4 -> 191.4,1.475 -> 1.475,0.0,0.0,0.0,-35.3,-34.9
2730 -> 2730,0.1,0_加速,201.9 -> 201.9,1.490 -> 1.490,0.0,-2.0,-0.5,-39.3,-41.4
2740 -> 2740,0.1,1_惰行,201.2 -> 201.2,1.506 -> 1.506,0.0,-2.0,0.0,-39.0,-40.6
