segment,tve_reward_max,tve_reward_mean,tve_reward_min,tce_penalty_max,tce_penalty_mean,tce_penalty_min,ic_penalty_max,ic_penalty_mean,ic_penalty_min,ef_penalty_max,ef_penalty_mean,ef_penalty_min,sl_penalty_max,sl_penalty_mean,sl_penalty_min,de_bonus_max,de_bonus_mean,de_bonus_min
0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.05,-5.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,0.0,0.0,0.0
2,115.53,21.43,0.0,0.0,-0.1,-0.5,0.0,-0.29,-2.0,0.0,-0.02,-0.5,0.0,-4.05,-5.0,0.0,0.0,0.0
3,156.92,138.79,126.41,-0.5,-0.5,-0.5,0.0,-1.9,-5.0,0.0,-0.19,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
4,155.29,148.97,139.53,-0.5,-0.5,-0.5,0.0,-2.1,-5.0,0.0,-0.14,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
5,163.4,142.83,122.65,-0.5,-0.5,-0.5,0.0,-1.24,-2.0,0.0,-0.1,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
6,141.38,111.93,65.85,-0.5,-0.5,-0.5,0.0,-1.33,-2.0,0.0,-0.05,-0.5,0.0,0.0,0.0,0.04,0.0,0.0
7,56.13,26.07,3.68,-0.5,-0.5,-0.5,0.0,-1.95,-5.0,0.0,-0.14,-0.5,0.0,0.0,0.0,0.07,0.05,0.04
8,33.35,9.41,0.0,-0.5,-0.5,-0.5,0.0,-1.76,-5.0,0.0,-0.05,-0.5,0.0,0.0,0.0,0.08,0.08,0.07
9,28.06,3.06,0.0,-0.5,-0.5,-0.5,0.0,-1.52,-5.0,0.0,-0.1,-0.5,0.0,0.0,0.0,0.09,0.08,0.08
10,27.66,16.31,3.36,-0.5,-0.5,-0.5,0.0,-0.9,-5.0,0.0,-0.1,-0.5,0.0,0.0,0.0,0.12,0.1,0.09
11,79.75,60.25,31.98,-0.5,-1.45,-10.5,0.0,-1.9,-5.0,0.0,-0.12,-0.5,0.0,0.0,0.0,0.42,0.25,0.13
12,61.62,44.3,23.49,-0.5,-2.88,-10.5,0.0,-1.86,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.7,0.44
13,58.46,45.19,29.51,-0.5,-1.93,-10.5,0.0,-2.19,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.78,1.08
14,60.69,18.38,0.0,-0.5,-2.4,-10.5,0.0,-1.33,-5.0,0.0,0.0,0.0,0.0,-9.39,-25.0,4.94,1.92,0.0
15,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.9,-5.0,0.0,0.0,0.0,0.0,-2.02,-7.07,0.0,0.0,0.0
16,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.95,-5.0,0.0,0.0,0.0,0.0,-0.54,-2.92,0.0,0.0,0.0
17,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.38,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.67,-5.0,0.0,0.0,0.0,0.0,-0.48,-3.31,0.0,0.0,0.0
19,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.9,-5.0,0.0,0.0,0.0,0.0,-0.14,-2.92,0.0,0.0,0.0
20,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.1,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.43,-5.0,0.0,0.0,0.0,0.0,-1.99,-7.65,0.0,0.0,0.0
22,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.24,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.05,-2.0,0.0,0.0,0.0,0.0,-0.64,-2.85,0.0,0.0,0.0
25,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.57,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.76,-5.0,0.0,-0.05,-0.5,-2.78,-14.92,-26.55,0.0,0.0,0.0
28,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-1.19,-5.0,0.0,-0.02,-0.5,0.0,-7.51,-26.3,0.0,0.0,0.0
