r,l,t
-1681119.903631,917,1.836091
-1825766.314603,921,2.416697
-1208851.041926,746,3.629006
-1621348.924066,850,4.157177
-1505768.115437,807,5.372644
-1962357.985716,840,5.90801
-1813906.138967,815,6.40176
-1558067.810648,962,7.75749
-1285170.337906,533,8.118532
-1340100.579956,802,9.254168
-1415527.191857,1080,9.938396
-1679405.204709,918,10.471817
-1624818.123675,1080,11.89553
-1201088.125729,509,12.237211
-1620765.662074,1000,13.61612
-1567697.451245,1017,14.213615
-1523078.649999,806,15.41672
-1918918.32956,928,15.972083
-2546266.498528,1080,17.372125
-1889003.357852,831,17.867817
-1762408.31259,800,18.356234
-1445843.594999,781,19.575697
-1861679.168458,966,20.14398
-2246591.972858,1080,21.508455
-2048595.953919,1080,22.146852
-620470.313298,1080,23.506314
-1692516.654108,1080,24.144546
-1672678.44177,1080,25.53479
-1804463.249019,731,25.971364
-1714294.613616,1024,27.314032
-1524434.111959,1006,27.903595
-2106206.650148,1080,29.242906
-1376636.463155,1080,29.873805
-1987799.381193,950,31.194774
-1464174.605186,1080,31.826551
-2623751.25716,989,33.143636
-1567040.361282,649,33.546049
-1360289.020847,1080,34.964546
-1524299.11864,1049,35.578901
-1617218.751804,1080,36.976642
-1570475.13726,1080,37.602904
-1014690.590873,1080,38.963931
-1227465.57095,1080,39.596399
-1652633.492876,1080,40.988292
-1474888.54109,1080,41.622559
-2344873.545078,1080,42.951298
-1229994.398208,1080,43.565836
-1526139.541898,1080,44.946553
-1789507.471239,1080,45.569412
-1208823.51827,1080,47.257849
-1897369.072642,1046,47.875954
-2325703.854297,1080,49.225517
-1588248.324983,1080,49.851829
-1112074.443161,1080,51.155202
-1364442.635276,1080,52.464213
-1018505.460067,1080,53.127664
-550555.096367,1080,54.37038
-1647165.693357,1080,55.03052
-1426033.437903,1080,56.364197
-2217967.474274,1035,56.969811
-673014.078291,1080,58.318133
-522015.82989,1080,58.926493
-1109836.515738,1080,60.347893
-1125399.072922,1080,60.97666
-1070502.139341,1080,62.35468
-1097487.337618,1080,62.995568
-982002.355345,1080,64.318392
-716930.974952,1080,64.952366
-397542.721084,1080,66.240926
-1732632.273422,1080,66.864888
-742571.263571,1080,68.272989
-1074567.569098,1080,68.896775
-2423421.898718,1080,70.258603
-428804.002742,1080,71.63527
-1573573.241344,1080,72.307633
-2019488.085524,1080,73.682172
-711729.946211,1080,74.322163
-786193.667189,1080,75.67691
-400868.053642,1080,76.278188
-924009.186761,1080,77.608463
-873763.778164,1080,78.226487
-755538.773581,1080,79.637584
-1036553.741144,1080,80.278078
-720307.734674,1080,81.630522
-1272530.118231,1080,82.25636
-749873.00053,1080,83.610279
-606976.640268,1080,84.247732
-1105372.803073,1080,85.611683
-671293.674428,1080,86.216358
-408233.173984,1080,87.618886
-798866.161502,1080,88.954112
-485753.866331,1080,89.645042
-501278.614495,1080,90.994047
-240065.77558,1080,91.650785
-1211715.962115,1080,92.984673
-264680.418759,1080,93.617092
-788432.761445,1080,94.98807
-540383.086624,1080,95.600615
-637144.334538,1080,97.03333
-1148015.922453,1080,97.925582
-337639.347389,1080,99.33981
-360888.581179,1080,99.964261
-894791.373469,1080,101.350776
-436194.539783,1080,101.974697
-304134.06034,1080,103.381145
-413634.611202,1080,104.003326
-115113.04032,1080,105.332514
-826692.129485,1080,105.966633
-152779.880475,1080,107.366484
-83278.093413,1080,108.733157
-110699.805475,1080,109.38392
-243165.154049,1080,110.745766
-87759.150356,1080,111.391127
-167393.830916,1080,112.769492
-213459.014429,1080,113.37561
-380316.169952,1080,114.720664
-174435.421841,1080,115.33349
-269601.655063,1080,116.718332
-694015.133785,1080,117.345082
-813880.278358,1080,118.674335
-421547.388592,1080,119.291065
-108061.905849,1080,120.642866
-288671.533784,1080,121.254084
-469007.889248,1080,122.614285
-599696.113259,1080,123.234987
-141783.415153,1080,124.597837
-184226.555012,1080,125.211686
-195277.652226,1080,126.574488
-280371.210353,1080,127.879879
-492842.673941,1080,128.537674
-944298.564813,1080,129.888111
-199473.54141,1080,130.519233
-374672.926835,1080,131.937809
-314683.430807,1080,132.555494
-444917.583913,1080,133.847789
-312184.803971,1080,134.470958
-428949.697054,1080,135.867912
-195268.001982,1080,136.492192
-201062.627907,1080,137.821576
-278313.241273,1080,138.434378
-37491.643809,1080,139.807967
-239361.064023,1080,140.440286
-65308.287434,1080,141.740079
-134235.969511,1080,142.36254
-80695.290639,1080,143.736586
-310931.135973,1080,145.011903
-129837.542479,1080,145.690075
-224430.200059,1080,147.022254
-239682.98266,1080,147.65953
-312181.63627,1080,149.285954
-29141.649635,1080,149.912894
-167907.931836,1080,151.289135
-42273.074815,1080,151.900207
-77184.646461,1080,153.252542
-151416.490396,1080,153.857285
-113243.646512,1080,155.266747
-595104.013588,1080,155.893352
-441532.895474,1080,157.283636
-228061.158331,1080,157.909508
-229151.428444,1080,159.280611
-119155.769582,1080,159.892167
-112056.835903,1080,161.234644
-278458.918774,1080,161.866228
-169809.592474,1080,163.177311
-203066.154213,1080,164.49843
-131782.842985,1080,165.164616
-145462.85896,1080,166.503312
-34768.998922,1080,167.152393
-322751.493617,1080,168.457267
-146589.443534,1080,169.069737
-230739.161919,1080,170.484249
-317810.251901,1080,171.108076
-282213.372377,1080,172.48147
-97141.272501,1080,173.105635
-254180.73981,1080,174.447894
-173356.954553,1080,175.065747
-271463.361471,1080,176.438132
-117757.804971,1080,177.056013
-135131.345499,1080,178.447255
-182894.590482,1080,179.068412
-159820.164057,1080,180.341205
-299699.190292,1080,181.635652
-255055.300783,1080,182.306882
-380704.954705,1080,183.662907
-203901.090888,1080,184.306744
-95579.667919,1080,185.714398
-231196.058554,1080,186.34661
-177686.137609,1080,187.767001
-323984.092507,1080,188.378803
-107910.204842,1080,189.726807
-107196.963246,1080,190.350636
-392850.682402,1080,191.705078
-367767.737166,1080,192.318557
-90239.660611,1080,193.729961
-113643.649416,1080,194.332973
-344182.061462,1080,195.62421
-272041.994242,1080,196.232244
-164416.862651,1080,197.578027
-208012.138087,1080,198.198583
-201868.193431,1080,199.869657
-97071.970293,1080,201.162724
-284303.114589,1080,201.83857
-104073.202037,1080,203.179427
-203585.673379,1080,203.831164
-205635.248064,1080,205.191733
-172820.207958,1080,205.809942
-228354.586504,1080,207.152117
-370555.633459,1080,207.774923
-435986.475574,1080,209.144385
-481609.936136,1080,209.760959
-319538.886391,1080,211.140294
-288979.648214,1080,211.748594
-42815.221849,1080,213.036663
-65874.444831,1080,213.647001
-294143.427748,1080,215.01083
-341488.099121,1080,215.630625
-338507.038589,1080,217.034869
-465499.505732,1080,217.653472
-42265.463835,1080,218.989818
-427026.6918,1080,220.372815
-304814.921401,1080,221.044966
-177488.725027,1080,222.378613
-194842.524454,1080,223.027601
-169105.689826,1080,224.372117
-62277.782446,1080,224.990318
-187310.828838,1080,226.311065
-242910.994424,1080,226.924109
-247232.037852,1080,228.347994
-41297.119183,1080,228.97676
-86064.607293,1080,230.399265
-126777.688453,1080,231.004046
-163072.924359,1080,232.41533
-115849.878754,1080,233.037772
-55761.896385,1080,234.296752
-412410.951376,1080,234.912181
-58233.223787,1080,236.272892
-310347.519812,1080,237.596845
-112275.306316,1080,238.275651
-132414.035857,1080,239.593265
-36261.14262,1080,240.242113
-54322.640362,1080,241.616503
-96408.143876,1080,242.244031
-302758.885915,1080,243.620312
-275637.54192,1080,244.242641
-310987.477984,1080,245.549881
-268726.161345,1080,246.155538
-258824.653647,1080,247.52393
-261067.194453,1080,248.145591
-282831.880849,1080,249.459064
-342103.940164,1080,250.318485
-65889.138031,1080,251.73077
