step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1230,0.3,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,3.0,0.0,0.0,0.0,3.0
1240 -> 1240,0.1,0_加速,14.3 -> 14.3,0.001 -> 0.001,0.0,0.0,0.0,-2.0,-2.0
1250 -> 1250,0.1,2_ブレーキ,1.7 -> 1.7,0.001 -> 0.001,0.0,0.0,0.0,-2.0,-2.0
1260 -> 1280,0.3,0_加速,15.9 -> 44.4,0.002 -> 0.007,0.0,0.0,0.0,-6.0,-6.0
1290 -> 1330,0.5,2_ブレーキ,31.8 -> -1.3,0.010 -> 0.013,2.0,0.0,0.0,-6.0,-4.0
1340 -> 1360,0.3,0_加速,14.3 -> 42.8,0.013 -> 0.018,0.0,0.0,0.0,-6.0,-6.0
1370 -> 1380,0.2,2_ブレーキ,30.2 -> 17.6,0.020 -> 0.022,0.0,0.0,0.0,-4.0,-4.0
1390 -> 1410,0.3,0_加速,31.8 -> 60.3,0.024 -> 0.031,0.0,0.0,0.0,-6.0,-6.0
1420 -> 1430,0.2,2_ブレーキ,47.7 -> 35.1,0.036 -> 0.039,0.0,0.0,0.0,-4.0,-4.0
1440 -> 1450,0.2,0_加速,49.3 -> 63.6,0.042 -> 0.046,0.0,0.0,0.0,-4.0,-4.0
1460 -> 1460,0.1,2_ブレーキ,51.0 -> 51.0,0.051 -> 0.051,0.0,0.0,0.0,-2.0,-2.0
1470 -> 1470,0.1,0_加速,65.2 -> 65.2,0.055 -> 0.055,0.0,0.0,0.0,-2.0,-2.0
1480 -> 1480,0.1,2_ブレーキ,52.6 -> 52.6,0.060 -> 0.060,0.0,0.0,0.0,-2.0,-2.0
1490 -> 1510,0.3,0_加速,66.8 -> 95.2,0.064 -> 0.077,0.0,0.0,0.0,-6.0,-6.0
1520 -> 1520,0.1,2_ブレーキ,82.6 -> 82.6,0.084 -> 0.084,0.0,0.0,0.0,-2.0,-2.0
1530 -> 1540,0.2,0_加速,96.8 -> 111.0,0.091 -> 0.099,0.0,0.0,0.0,-4.0,-4.0
1550 -> 1550,0.1,1_惰行,110.6 -> 110.6,0.107 -> 0.107,0.0,0.0,0.0,-2.0,-2.0
1560 -> 1590,0.4,2_ブレーキ,98.0 -> 60.2,0.115 -> 0.134,0.0,0.0,0.0,-8.0,-8.0
1600 -> 1620,0.3,0_加速,74.4 -> 102.8,0.139 -> 0.153,0.0,0.0,0.0,-6.0,-6.0
1630 -> 1650,0.3,2_ブレーキ,90.2 -> 65.0,0.160 -> 0.172,0.0,0.0,0.0,-6.0,-6.0
1660 -> 1660,0.1,0_加速,79.2 -> 79.2,0.178 -> 0.178,0.0,0.0,0.0,-2.0,-2.0
1670 -> 1670,0.1,2_ブレーキ,66.6 -> 66.6,0.183 -> 0.183,0.0,0.0,0.0,-2.0,-2.0
1680 -> 1690,0.2,0_加速,80.8 -> 95.0,0.189 -> 0.196,0.0,0.0,0.0,-4.0,-4.0
1700 -> 1710,0.2,2_ブレーキ,82.4 -> 69.8,0.202 -> 0.208,0.0,0.0,0.0,-4.0,-4.0
1720 -> 1720,0.1,0_加速,84.0 -> 84.0,0.214 -> 0.214,0.0,0.0,0.0,-2.0,-2.0
1730 -> 1730,0.1,2_ブレーキ,71.4 -> 71.4,0.220 -> 0.220,0.0,0.0,0.0,-2.0,-2.0
1740 -> 1740,0.1,0_加速,85.6 -> 85.6,0.226 -> 0.226,0.0,0.0,0.0,-2.0,-2.0
1750 -> 1750,0.1,2_ブレーキ,73.0 -> 73.0,0.232 -> 0.232,0.0,0.0,0.0,-2.0,-2.0
1760 -> 1760,0.1,0_加速,87.2 -> 87.2,0.239 -> 0.239,0.0,0.0,0.0,-2.0,-2.0
1770 -> 1770,0.1,1_惰行,86.8 -> 86.8,0.245 -> 0.245,0.0,0.0,0.0,-2.0,-2.0
1780 -> 1800,0.3,0_加速,101.0 -> 129.3,0.253 -> 0.271,0.0,0.0,-0.5,-6.3,-6.8
1810 -> 1810,0.1,2_ブレーキ,116.7 -> 116.7,0.280 -> 0.280,0.0,-4.0,0.0,-1.3,-5.3
1820 -> 1820,0.1,0_加速,130.9 -> 130.9,0.290 -> 0.290,0.0,-4.0,-0.5,-2.4,-6.9
1830 -> 1830,0.1,2_ブレーキ,118.3 -> 118.3,0.299 -> 0.299,0.0,-4.0,0.0,-1.4,-5.4
1840 -> 1840,0.1,0_加速,132.4 -> 132.4,0.309 -> 0.309,0.0,-4.0,-0.5,-2.5,-7.0
