step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1230,0.3,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,3.0,0.0,0.0,0.0,3.0
1240 -> 1250,0.2,0_加速,14.3 -> 28.5,0.001 -> 0.002,0.0,0.0,0.0,-4.0,-4.0
1260 -> 1280,0.3,2_ブレーキ,15.9 -> -1.3,0.004 -> 0.005,1.0,0.0,0.0,-4.0,-3.0
1290 -> 1290,0.1,1_惰行,-0.0 -> -0.0,0.005 -> 0.005,0.0,0.0,0.0,0.0,0.0
1300 -> 1300,0.1,2_ブレーキ,-1.3 -> -1.3,0.005 -> 0.005,1.0,0.0,0.0,0.0,1.0
1310 -> 1310,0.1,0_加速,14.3 -> 14.3,0.005 -> 0.005,0.0,0.0,0.0,-2.0,-2.0
1320 -> 1320,0.1,1_惰行,14.0 -> 14.0,0.006 -> 0.006,0.0,0.0,0.0,-2.0,-2.0
1330 -> 1370,0.5,2_ブレーキ,1.4 -> -1.3,0.007 -> 0.007,4.0,0.0,0.0,-2.0,2.0
1380 -> 1380,0.1,1_惰行,-0.0 -> -0.0,0.007 -> 0.007,0.0,0.0,0.0,0.0,0.0
1390 -> 1400,0.2,0_加速,14.3 -> 28.5,0.008 -> 0.009,0.0,0.0,0.0,-4.0,-4.0
1410 -> 1410,0.1,1_惰行,28.2 -> 28.2,0.011 -> 0.011,0.0,0.0,0.0,-2.0,-2.0
1420 -> 1440,0.3,2_ブレーキ,15.6 -> -1.3,0.013 -> 0.014,1.0,0.0,0.0,-4.0,-3.0
1450 -> 1460,0.2,0_加速,14.3 -> 28.5,0.014 -> 0.016,0.0,0.0,0.0,-4.0,-4.0
1470 -> 1470,0.1,2_ブレーキ,15.9 -> 15.9,0.018 -> 0.018,0.0,0.0,0.0,-2.0,-2.0
1480 -> 1480,0.1,0_加速,30.2 -> 30.2,0.020 -> 0.020,0.0,0.0,0.0,-2.0,-2.0
1490 -> 1500,0.2,2_ブレーキ,17.6 -> 5.0,0.021 -> 0.022,0.0,0.0,0.0,-4.0,-4.0
1510 -> 1510,0.1,0_加速,19.2 -> 19.2,0.023 -> 0.023,0.0,0.0,0.0,-2.0,-2.0
1520 -> 1530,0.2,2_ブレーキ,6.6 -> -1.3,0.024 -> 0.024,1.0,0.0,0.0,-2.0,-1.0
1540 -> 1580,0.5,0_加速,14.3 -> 71.2,0.025 -> 0.038,0.0,0.0,0.0,-10.0,-10.0
1590 -> 1590,0.1,2_ブレーキ,58.6 -> 58.6,0.043 -> 0.043,0.0,0.0,0.0,-2.0,-2.0
1600 -> 1600,0.1,0_加速,72.8 -> 72.8,0.048 -> 0.048,0.0,0.0,0.0,-2.0,-2.0
1610 -> 1620,0.2,2_ブレーキ,60.2 -> 47.6,0.053 -> 0.058,0.0,0.0,0.0,-4.0,-4.0
1630 -> 1640,0.2,0_加速,61.9 -> 76.1,0.062 -> 0.067,0.0,0.0,0.0,-4.0,-4.0
1650 -> 1650,0.1,2_ブレーキ,63.5 -> 63.5,0.073 -> 0.073,0.0,0.0,0.0,-2.0,-2.0
1660 -> 1670,0.2,0_加速,77.7 -> 91.9,0.078 -> 0.085,0.0,0.0,0.0,-4.0,-4.0
1680 -> 1680,0.1,2_ブレーキ,79.3 -> 79.3,0.091 -> 0.091,0.0,0.0,0.0,-2.0,-2.0
1690 -> 1690,0.1,0_加速,93.5 -> 93.5,0.098 -> 0.098,0.0,0.0,0.0,-2.0,-2.0
1700 -> 1700,0.1,2_ブレーキ,80.9 -> 80.9,0.105 -> 0.105,0.0,0.0,0.0,-2.0,-2.0
1710 -> 1710,0.1,0_加速,95.1 -> 95.1,0.111 -> 0.111,0.0,0.0,0.0,-2.0,-2.0
1720 -> 1740,0.3,2_ブレーキ,82.5 -> 57.3,0.118 -> 0.129,0.0,0.0,0.0,-6.0,-6.0
1750 -> 1760,0.2,0_加速,71.5 -> 85.7,0.134 -> 0.140,0.0,0.0,0.0,-4.0,-4.0
1770 -> 1780,0.2,2_ブレーキ,73.1 -> 60.5,0.146 -> 0.151,0.0,0.0,0.0,-4.0,-4.0
1790 -> 1810,0.3,0_加速,74.7 -> 103.1,0.157 -> 0.170,31.8,0.0,-1.0,-2.2,28.6
1820 -> 1840,0.3,2_ブレーキ,90.5 -> 65.3,0.178 -> 0.190,96.8,-4.0,0.0,0.0,92.8
1850 -> 1850,0.1,0_加速,79.5 -> 79.5,0.195 -> 0.195,28.2,-4.0,-0.5,0.0,23.7
1860 -> 1860,0.1,1_惰行,79.2 -> 79.2,0.202 -> 0.202,36.7,-2.0,0.0,0.0,34.7
1870 -> 1890,0.3,0_加速,93.4 -> 121.7,0.208 -> 0.225,33.6,-2.0,-1.5,-2.3,27.8
1900 -> 1900,0.1,2_ブレーキ,109.1 -> 109.1,0.234 -> 0.234,0.0,-4.0,0.0,-0.7,-4.7
1910 -> 1910,0.1,1_惰行,108.7 -> 108.7,0.242 -> 0.242,0.0,-2.0,0.0,-0.7,-2.7
