#{"t_start": 1776423633.5189097, "env_id": "None"}
r,l,t
-1651287.327376,510,1.504851
-2475599.967668,768,1.985714
-4322994.539168,823,3.215565
-4036231.246187,1039,3.895793
-2364834.42824,814,4.388228
-3083122.400122,960,5.780582
-1880190.534443,707,6.218885
-1965694.352672,639,7.361863
-2552864.932039,985,7.954366
-5161185.360683,1064,9.290277
-2263863.835861,717,9.773078
-2746151.636496,723,10.213784
-2482123.509942,799,11.418931
-2035028.161552,689,11.842394
-3596376.560875,882,12.380402
-1666692.570638,584,13.528783
-2027057.197058,641,13.939733
-3186026.860252,853,14.453239
-2530592.391804,719,15.637278
-3326573.637164,917,16.168523
-1906532.728889,603,17.254186
-2102451.330032,801,17.79646
-2280129.991924,830,18.29204
-2058025.973541,589,19.463563
-2419840.648596,622,19.857374
-2721911.186053,1055,20.475759
-2984861.209369,1080,21.841193
-3626228.786618,1080,22.473796
-1733046.150606,600,23.618571
-1648084.009416,664,24.036832
-2039152.057454,620,24.425123
-2403457.002858,852,25.739068
-2494865.002258,770,26.200128
-2443994.529624,814,27.364444
-2643872.380615,1080,28.018536
-2329970.895011,749,28.473624
-1968236.152945,798,29.675185
-2649186.279172,1080,30.306034
-3986809.787918,1071,31.712718
-3329672.790478,865,32.220533
-1895512.77178,870,33.508852
-1847912.566801,591,33.892116
-4102013.048448,1036,35.24486
-1592491.470494,642,35.686223
-1945960.256873,903,36.214879
-3090262.140304,1080,37.595197
-2328392.474493,625,38.003527
-2190032.944995,646,38.412264
-2367678.654422,1002,39.671471
-2523716.471239,877,40.428135
-1967385.633246,619,41.558652
-2527919.270531,836,42.052237
-2410006.60742,953,43.305372
-1934784.326657,591,43.723127
-2941450.996643,994,44.304312
-4650049.174554,1076,45.701061
-3092645.774918,976,46.28696
-2379476.172106,781,47.450752
-3359825.030468,1005,48.038829
-3436484.049227,897,49.336944
-1907519.375607,576,49.714707
-1822219.744803,602,50.108042
-2837972.173434,823,51.362597
-1949674.005651,836,51.857582
-1762703.483815,751,52.312309
-2980310.431812,970,53.656513
-1950447.92798,631,54.054086
-2119232.131884,1080,55.470305
-2497942.849612,662,55.884198
-3298245.499126,694,56.32508
-1846256.625673,1008,57.690834
-2673388.027502,668,58.127322
-2184353.228614,808,59.405719
-3771361.749623,987,59.996751
-3955588.28308,997,61.339137
-2573995.923705,787,61.865133
-2753175.102595,779,62.340612
-2554795.243932,656,63.431506
-1786813.363929,567,63.802828
-2191147.828885,606,64.191229
-1929214.731001,677,65.39464
-1900573.416537,604,65.812667
-3943331.949092,895,66.3511
-2366637.966143,845,67.612729
-2192949.9102,820,68.112763
-2874389.805848,703,68.545818
-2010193.507006,1080,69.881227
-1746030.947791,732,70.327651
-2491088.162567,908,71.580023
-2145499.096797,665,72.001509
-2699356.511465,899,73.239131
-1936257.708707,785,73.788206
-2104653.559653,647,74.200747
-1919392.47355,701,75.367545
-1859766.997516,845,75.900654
-4125218.935555,1080,77.237419
-2384277.911428,907,77.845104
-2157537.887128,902,78.370916
-3328514.712898,722,79.575326
-4316087.229971,943,80.403031
-1920375.683112,1070,81.833598
-1936903.859992,685,82.274387
-2152112.945471,739,82.738071
-2479749.883405,778,83.970724
-2184487.728942,896,84.510985
-3514163.996525,873,85.777837
-1609107.489117,550,86.138579
-1674254.153395,791,86.614683
-2191336.376789,608,87.735687
-1876077.990908,662,88.15845
-3300933.932715,869,88.694595
-1893476.114642,645,89.835254
-2003013.872521,666,90.250046
-1759431.356223,788,90.73562
-1875498.070565,716,91.877449
-2690199.203634,975,92.448387
-1981630.083278,649,93.549928
-2145786.857078,664,94.018351
-3062629.438099,761,94.487728
-2249875.122577,775,95.722285
-1699133.612052,558,96.095475
-1825559.280888,607,96.490341
-3457429.859276,810,97.718844
-2131911.264731,1080,98.379403
-1936608.748631,613,98.835986
-2174440.375583,724,100.033361
-2769304.098171,1041,100.637818
-2137566.092119,710,101.906593
-2438669.340095,894,102.458739
-1911195.731767,908,102.995551
-2876983.086804,1037,104.290734
-1734461.551231,588,104.658959
-5244640.655047,1070,106.014722
-2039509.520871,641,106.41918
-2214421.821206,623,106.812014
-1598410.000489,523,107.900583
-2428205.648528,644,108.301593
-2219705.963616,692,108.726561
-3287248.365667,991,110.054899
-1714627.454101,619,110.452004
-2062192.287924,985,111.769057
-1594443.453629,576,112.166939
-1897208.766659,678,112.596245
-1770569.538904,698,113.786668
-2717611.387819,1009,114.412388
-1969610.426459,578,114.781214
-1684061.864773,806,116.035994
-2044557.820785,662,116.449141
-2059774.572272,776,116.923451
-2043020.092096,718,118.304372
-2090319.028153,681,118.736285
-3961873.135695,1080,120.063932
-2055108.28763,706,120.504562
-1910404.273706,741,120.95518
-3037879.473394,1046,122.362714
-1872455.36767,619,122.762952
-2271204.883662,616,123.158709
-1976748.158403,634,124.350561
-2579903.83631,715,124.78511
-2214285.292105,1080,126.098933
-2071603.260619,664,126.523111
-2020665.498947,857,127.034199
-2157637.636205,1080,128.386544
-2898844.793487,750,128.850512
-2221892.032068,843,130.134554
-1958739.737619,569,130.510426
-1646168.799395,572,130.88035
-2547684.50422,925,132.198809
-2141099.838964,870,132.718962
-1756323.288479,888,133.919282
-2816666.414381,1007,134.551141
-3086444.429735,862,135.054231
-3144486.8725,967,136.489841
-2895145.273499,1077,137.100864
-2195860.491866,783,138.36821
-2061103.36978,749,138.832493
-4925773.630101,1080,140.22299
-2055335.24548,824,140.717705
-2396058.453322,1080,142.097928
-3277838.054436,936,142.652417
-4387408.176596,930,143.962517
-1952222.626577,1071,144.624885
-2066231.343106,1080,146.041707
-2912912.763649,1058,146.655561
-3362342.08708,942,147.982282
-2149401.824442,717,148.452682
-2587189.194361,807,148.933081
-3799295.710435,1080,150.279694
-2786785.149709,773,150.757574
-2905304.780979,945,152.129547
-2002176.117712,957,152.678837
-1481320.284817,1080,153.986809
-2413258.464894,677,154.418865
-2839232.697253,1080,155.80197
-3461840.045194,1080,156.462701
-3531540.126961,929,157.653075
-1927914.318661,671,158.12374
-2239748.805263,760,158.591734
-3005219.371474,1028,159.902739
-2446070.600316,1080,160.805987
-3759768.452813,1012,162.143311
-2818748.026272,826,162.64993
-2933086.657641,1080,164.032963
-2211218.320516,1080,164.658281
-4063906.25366,941,165.903896
-4283078.419382,958,166.459541
-2509755.186718,886,167.68145
-2733813.883314,798,168.188854
-3656458.191513,1077,168.821712
-3181093.409747,814,170.12767
-2444904.373087,986,170.712188
-2199599.425071,814,172.013289
-3397241.760838,839,172.519367
-2365604.845321,1080,173.936117
-2890275.284606,749,174.394308
-3120564.965531,1038,175.798064
-4694043.031109,1073,176.447191
-2405865.673165,830,177.627243
-2520627.232474,726,178.117968
-3662448.040668,1080,178.74768
-2169857.982216,786,179.904315
-2865149.61109,969,180.474422
-4777129.4101,990,181.740442
-2870950.972267,904,182.290508
-3064707.704494,909,183.620766
-2397677.992856,774,184.095955
-930589.564813,1080,185.329321
-907442.846646,1080,186.000808
-1350361.081058,1080,187.33004
