#{"t_start": 1776408936.2554076, "env_id": "None"}
r,l,t
-1807545.67752,543,1.497409
-2389391.818522,841,2.011314
-2165556.06457,790,3.199111
-1779986.688505,572,3.604968
-2449666.417318,896,4.142097
-2596853.061377,643,5.315325
-4433952.193038,1026,5.926839
-1896991.603171,790,6.412922
-2266198.398389,809,7.719077
-1842473.19623,717,8.159943
-3125395.784252,983,9.48803
-2782004.10153,983,10.064044
-2243955.374392,767,11.213479
-3390097.366367,731,11.700163
-2022030.053208,568,12.074049
-2128905.441523,807,13.294399
-2032106.867076,703,13.750015
-5405540.492085,1005,14.341166
-2067826.911568,804,15.573915
-1999605.426252,636,15.978738
-2059630.098159,624,16.377969
-3443258.316671,832,17.536895
-1814247.122237,750,17.991625
-3185860.59998,972,19.353529
-1980948.507868,608,19.732629
-2207022.132872,618,20.126496
-2885774.743365,1023,21.52944
-1724413.871499,631,21.914438
-2034295.330772,641,22.322994
-1997980.318794,623,23.479922
-2047548.64937,668,23.89268
-2572149.906917,755,24.349551
-2032730.266704,545,25.485556
-2078535.436241,677,25.908201
-3098044.404641,1080,27.219581
-2772102.452835,825,27.775446
-2909378.424132,680,28.211013
-1826536.222482,668,29.419784
-2410844.547022,906,29.982941
-2048481.948653,600,30.370913
-2217439.840704,907,31.707265
-2753444.501448,813,32.204684
-1886068.303544,671,32.638655
-1758169.709724,770,33.861721
-2497022.279912,842,34.36609
-2015515.190767,527,35.482434
-3806521.300884,853,36.029235
-2825569.393636,713,36.469021
-3480636.154578,989,37.798739
-1864705.599708,905,38.553632
-1811858.017368,749,39.744696
-3430089.784326,1080,40.381419
-4408115.040978,1033,41.686127
-3005384.847257,1041,42.290663
-2431693.346271,788,43.408504
-2731450.728677,1080,44.097086
-2969214.857135,802,44.57305
-3460976.359579,784,45.827717
-2014615.740214,892,46.341992
-4007389.809934,947,47.578462
-1792934.599521,626,47.968864
-2610278.696901,738,48.426185
-2358082.2895,777,49.60507
-2758031.319706,713,50.052656
-2405619.357875,837,51.254372
-2603055.092025,1037,51.908347
-1939769.853231,656,52.325294
-1771172.041977,659,53.510637
-2326203.693458,1080,54.134002
-3058008.687283,732,55.291138
-2954409.188073,912,55.873311
-1825946.549185,1080,57.190586
-1840382.854186,647,57.660331
-2317698.217498,710,58.106639
-2341380.366714,668,59.199311
-2038316.011923,728,59.709686
-3004835.348046,1080,60.344779
-2988221.955269,899,61.688547
-1958570.892202,984,62.270967
-4170066.419735,936,63.540972
-1910672.633763,571,63.919145
-1855699.074483,744,64.367708
-3398096.30136,1080,65.728772
-2351831.289367,839,66.229651
-4160795.660684,1080,67.579268
-2011702.297045,699,68.015316
-2308623.176909,804,69.247338
-3041557.558047,807,69.74639
-1881455.98623,563,70.112547
-3054203.28359,1002,71.469896
-3083399.67607,931,72.020276
-4774052.119072,1080,73.305376
-2518271.068833,669,73.730236
-2146827.254957,745,74.185777
-1793993.028813,727,75.390996
-3681726.137749,985,75.962839
-2242063.60584,693,77.061549
-1879253.340255,602,77.444676
-2080050.303947,889,77.976052
-3891733.947431,949,79.584659
-2168354.616779,1080,80.215209
