step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1620,4.2,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,42.0,0.0,0.0,0.0,42.0
1630 -> 1630,0.1,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,0.0,0.0,0.0,0.0
1640 -> 2340,7.1,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,16.0,0.0,0.0,0.0,-94.0
2350 -> 2350,0.1,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,0.0,0.0,0.0,-2.0
2360 -> 2520,1.7,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,0.0,-70.0,0.0,0.0,-104.0
2530 -> 2540,0.2,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,-54.0,0.0,0.0,-58.0
2550 -> 2560,0.2,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,0.0,-69.0,0.0,0.0,-73.0
2570 -> 2580,0.2,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,-69.0,0.0,0.0,-73.0
2590 -> 2590,0.1,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,0.0,-69.0,0.0,0.0,-71.0
2600 -> 2720,1.3,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,-70.0,0.0,0.0,-96.0
2730 -> 2730,0.1,2_ブレーキ,-1.3 -> -1.3,0.000 -> 0.000,0.0,-58.0,0.0,0.0,-60.0
2740 -> 2760,0.3,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,-70.0,0.0,0.0,-76.0
2770 -> 2770,0.1,0_加速,14.3 -> 14.3,0.001 -> 0.001,6.1,-68.0,-0.5,0.0,-62.4
2780 -> 3250,4.8,1_惰行,14.0 -> 2.4,0.002 -> 0.031,306.5,-70.0,0.0,0.0,236.5
3260 -> 3260,0.1,0_加速,16.7 -> 16.7,0.032 -> 0.032,7.9,-23.0,-0.5,0.0,-15.6
3270 -> 4090,8.3,1_惰行,16.4 -> -0.0,0.033 -> 0.075,429.2,-70.0,0.0,0.0,317.2
4100 -> 4100,0.1,0_加速,14.3 -> 14.3,0.076 -> 0.076,6.1,0.0,-0.5,0.0,5.6
4110 -> 4280,1.8,1_惰行,14.0 -> 9.7,0.077 -> 0.092,166.4,-70.0,0.0,0.0,96.4
4290 -> 4290,0.1,0_加速,24.0 -> 24.0,0.094 -> 0.094,13.6,-53.0,-0.5,0.0,-39.9
4300 -> 4560,2.7,1_惰行,23.7 -> 16.9,0.095 -> 0.136,425.1,-70.0,0.0,0.0,355.1
