step,position_km,velocity_kmh,action,tve_reward,tce_penalty,ic_penalty,ef_penalty,sl_penalty,de_bonus,step_total_reward
1210,0.0006055550632043224,3.963225841522217,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1220,0.002311585637942848,7.923666954040527,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1230,0.005117273743093017,11.881014823913574,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1240,0.009021709924256447,15.834940910339355,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1250,0.014023893556691598,19.785118103027344,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1260,0.020122733178300913,23.731218338012695,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1270,0.027317046852437327,27.67291831970215,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1280,0.03560556256027461,31.609891891479492,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1290,0.04498691862246542,35.54182052612305,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1300,0.05545966414979131,39.468379974365234,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1310,0.0664006272197848,39.32133102416992,1,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1320,0.07792240834828286,43.24242401123047,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1330,0.09053247406923431,47.15752410888672,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1340,0.10422403382095576,50.943424224853516,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1350,0.11885734723327382,54.05791091918945,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1360,0.1343143271855999,56.90669631958008,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1370,0.1505266391529142,59.52461624145508,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1380,0.1674347066699364,61.94069290161133,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1390,0.18498628190545857,64.17930603027344,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1400,0.20313529706596017,66.26107788085938,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1410,0.22184093289442125,68.20358276367188,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1420,0.24106685680036288,70.0218734741211,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1430,0.26078059484532445,71.72895812988281,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1440,0.2809530103171003,73.3360824584961,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1450,0.30155786789725003,74.85306549072266,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1460,0.3225714671009966,76.28850555419922,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1470,0.3439723321899868,77.64994812011719,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1480,0.3657409484371204,78.94407653808594,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1490,0.38785953667908735,80.17680358886719,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1500,0.4103118596844934,81.35340118408203,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1510,0.43308305510818634,82.47856140136719,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1520,0.4561594907796544,83.55651092529297,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1530,0.4795286388473186,84.59102630615234,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1540,0.5031789659175766,85.58553314208984,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1550,0.5270998368224975,86.54312133789062,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1560,0.5512814300496071,87.46659088134766,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1570,0.5757146631914907,88.35848999023438,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1580,0.6003911270375633,89.22114562988281,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1590,0.6253030271473906,90.05667877197266,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1600,0.6504431319238265,90.8670425415039,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1610,0.6758047263523305,91.65402221679688,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1620,0.7013815706960099,92.41927337646484,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1630,0.7271678635388045,93.16431427001953,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1640,0.7531582086554909,93.89055633544922,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1650,0.7793475852598228,94.59929656982422,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1660,0.8057313212434845,95.29176330566406,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1670,0.8323050690705823,95.96907806396484,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1680,0.8590647840367114,96.6323013305664,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1690,0.886006704639446,97.28242492675781,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1700,0.9131273348395373,97.92037963867188,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1710,0.9404234280199602,98.54703521728516,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1720,0.9678919724739847,99.1632080078125,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1730,0.995530178274258,99.76969146728516,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1740,1.023335465392917,100.3672103881836,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1750,1.0513054529584895,100.95646667480469,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1760,1.0794379495490716,101.53813934326172,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1770,1.107730944433317,102.11285400390625,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
1780,1.1361825996813733,102.68122863769531,0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0
