segment,tve_reward_max,tve_reward_mean,tve_reward_min,tce_penalty_max,tce_penalty_mean,tce_penalty_min,ic_penalty_max,ic_penalty_mean,ic_penalty_min,ef_penalty_max,ef_penalty_mean,ef_penalty_min,sl_penalty_max,sl_penalty_mean,sl_penalty_min,de_bonus_max,de_bonus_mean,de_bonus_min
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.76,-5.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,0.0,0.0,0.0
2,61.26,10.92,0.0,0.0,-0.1,-0.5,0.0,-0.05,-0.5,0.0,-0.02,-0.5,0.0,-4.05,-5.0,0.0,0.0,0.0
3,66.16,56.92,49.31,-0.5,-0.5,-0.5,0.0,-0.67,-10.0,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
4,71.45,58.32,49.82,-0.5,-0.5,-0.5,0.0,-0.29,-0.5,0.0,-0.1,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
5,61.38,54.57,50.14,-0.5,-0.5,-0.5,0.0,-0.71,-10.0,0.0,-0.07,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
6,50.29,45.15,39.04,-0.5,-0.5,-0.5,0.0,-0.24,-0.5,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
7,58.09,41.06,31.19,-0.5,-0.5,-0.5,0.0,-0.62,-10.0,0.0,-0.07,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
8,76.77,68.21,57.25,-0.5,-0.5,-0.5,0.0,-0.14,-0.5,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
9,73.74,64.88,62.33,-0.5,-0.5,-0.5,0.0,-0.62,-10.0,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
10,72.7,68.76,57.78,-0.5,-0.5,-0.5,0.0,-0.1,-0.5,0.0,-0.02,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
11,74.64,67.42,63.69,-0.5,-0.5,-0.5,0.0,-0.1,-0.5,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
12,73.69,70.98,68.75,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0
13,69.25,62.87,54.11,-0.5,-0.5,-0.5,0.0,-0.05,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.09,0.05
14,74.41,59.93,51.99,-0.5,-0.5,-0.5,0.0,-0.14,-0.5,0.0,-0.05,-0.5,0.0,0.0,0.0,0.51,0.3,0.16
15,61.04,58.26,55.52,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.01,0.54
16,63.54,38.93,0.0,-0.5,-0.5,-0.5,0.0,-0.05,-0.5,0.0,-0.02,-0.5,0.0,-3.04,-17.74,4.81,2.71,0.0
17,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-0.1,-0.5,0.0,0.0,0.0,-10.43,-12.23,-17.57,0.0,0.0,0.0
18,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-0.21,-0.5,0.0,0.0,0.0,0.0,-4.56,-10.36,0.0,0.0,0.0
19,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-0.31,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-0.24,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-0.31,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-0.21,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-0.31,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-0.21,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
