step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1210,0.1,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,0.0,0.0,0.0,0.0
1220 -> 1220,0.1,0_加速,14.3 -> 14.3,0.001 -> 0.001,0.0,0.0,0.0,-5.0,-5.0
1230 -> 1230,0.1,1_惰行,14.0 -> 14.0,0.002 -> 0.002,0.0,0.0,0.0,-5.0,-5.0
1240 -> 1240,0.1,0_加速,28.3 -> 28.3,0.003 -> 0.003,0.0,0.0,0.0,-5.0,-5.0
1250 -> 1250,0.1,1_惰行,28.0 -> 28.0,0.006 -> 0.006,0.0,0.0,0.0,-5.0,-5.0
1260 -> 1260,0.1,0_加速,42.2 -> 42.2,0.008 -> 0.008,0.0,0.0,0.0,-5.0,-5.0
1270 -> 1330,0.7,1_惰行,41.9 -> 40.2,0.012 -> 0.031,0.0,0.0,0.0,-35.0,-35.0
1340 -> 1340,0.1,0_加速,54.4 -> 54.4,0.034 -> 0.034,0.0,0.0,0.0,-5.0,-5.0
1350 -> 1390,0.5,1_惰行,54.1 -> 52.8,0.038 -> 0.055,0.0,0.0,0.0,-25.0,-25.0
1400 -> 1400,0.1,0_加速,67.0 -> 67.0,0.060 -> 0.060,0.0,0.0,0.0,-5.0,-5.0
1410 -> 1490,0.9,1_惰行,66.7 -> 64.0,0.065 -> 0.105,0.0,0.0,0.0,-45.0,-45.0
1500 -> 1500,0.1,0_加速,78.2 -> 78.2,0.111 -> 0.111,0.0,0.0,0.0,-5.0,-5.0
1510 -> 1970,4.7,1_惰行,77.8 -> 61.7,0.117 -> 0.364,898.7,0.0,0.0,-145.0,744.7
1980 -> 1980,0.1,0_加速,75.9 -> 75.9,0.369 -> 0.369,53.6,-2.0,-0.5,0.0,50.6
1990 -> 2250,2.7,1_惰行,75.5 -> 66.4,0.375 -> 0.517,1480.4,-2.0,0.0,0.0,1464.9
2260 -> 2260,0.1,0_加速,80.6 -> 80.6,0.523 -> 0.523,57.2,-2.0,-0.5,0.0,54.2
2270 -> 2330,0.7,1_惰行,80.2 -> 78.0,0.529 -> 0.566,428.0,-2.0,0.0,0.0,422.5
2340 -> 2340,0.1,0_加速,92.2 -> 92.2,0.572 -> 0.572,66.2,-2.0,-0.5,0.0,63.2
2350 -> 2610,2.7,1_惰行,91.8 -> 81.7,0.579 -> 0.753,1809.6,-2.0,0.0,0.0,1794.1
2620 -> 2630,0.2,2_ブレーキ,69.1 -> 56.5,0.759 -> 0.764,105.7,-2.0,0.0,0.0,102.7
2640 -> 2650,0.2,1_惰行,56.2 -> 55.9,0.768 -> 0.772,86.7,-2.0,0.0,0.0,83.7
2660 -> 2660,0.1,0_加速,70.1 -> 70.1,0.777 -> 0.777,49.1,-2.0,-0.5,0.0,46.1
2670 -> 2670,0.1,2_ブレーキ,57.5 -> 57.5,0.782 -> 0.782,48.7,-2.0,0.0,0.0,46.2
2680 -> 2680,0.1,0_加速,71.7 -> 71.7,0.787 -> 0.787,50.4,-2.0,-0.5,0.0,47.4
2690 -> 2780,1.0,1_惰行,71.3 -> 68.2,0.793 -> 0.841,539.5,-2.0,0.0,0.0,532.5
2790 -> 2810,0.3,2_ブレーキ,55.6 -> 30.4,0.846 -> 0.852,112.6,-2.0,0.0,0.0,109.1
2820 -> 2830,0.2,1_惰行,30.1 -> 29.8,0.855 -> 0.857,46.4,-2.0,0.0,0.0,43.4
2840 -> 2840,0.1,2_ブレーキ,17.2 -> 17.2,0.859 -> 0.859,17.7,-2.0,0.0,0.0,15.2
2850 -> 2850,0.1,0_加速,31.5 -> 31.5,0.861 -> 0.861,19.3,-2.0,-0.5,0.0,16.3
2860 -> 2860,0.1,1_惰行,31.2 -> 31.2,0.863 -> 0.863,24.2,-2.0,0.0,0.0,21.7
2870 -> 2870,0.1,0_加速,45.4 -> 45.4,0.866 -> 0.866,30.1,-2.0,-0.5,0.0,27.1
2880 -> 2880,0.1,2_ブレーキ,32.8 -> 32.8,0.869 -> 0.869,29.7,-2.0,0.0,0.0,27.2
2890 -> 2910,0.3,0_加速,47.1 -> 75.5,0.872 -> 0.882,127.1,-2.0,-1.5,0.0,122.1
2920 -> 2930,0.2,2_ブレーキ,62.9 -> 50.3,0.887 -> 0.891,96.1,-2.0,0.0,0.0,93.1
2940 -> 2950,0.2,0_加速,64.6 -> 78.8,0.896 -> 0.902,100.7,-2.0,-1.0,0.0,96.7
2960 -> 2960,0.1,2_ブレーキ,66.2 -> 66.2,0.907 -> 0.907,55.4,-2.0,0.0,0.0,52.9
2970 -> 2970,0.1,0_加速,80.4 -> 80.4,0.913 -> 0.913,57.1,-2.0,-0.5,0.0,54.1
2980 -> 2980,0.1,2_ブレーキ,67.8 -> 67.8,0.918 -> 0.918,56.7,-2.0,0.0,0.0,54.2
2990 -> 2990,0.1,0_加速,82.0 -> 82.0,0.924 -> 0.924,58.3,-2.0,-0.5,0.0,55.3
3000 -> 3000,0.1,1_惰行,81.6 -> 81.6,0.931 -> 0.931,63.1,-2.0,0.0,0.0,60.6
3010 -> 3010,0.1,0_加速,95.8 -> 95.8,0.938 -> 0.938,69.0,-2.0,-0.5,0.0,66.0
3020 -> 3020,0.1,2_ブレーキ,83.2 -> 83.2,0.944 -> 0.944,68.6,-2.0,0.0,0.0,66.1
3030 -> 3030,0.1,0_加速,97.4 -> 97.4,0.951 -> 0.951,70.2,-2.0,-0.5,0.0,67.2
3040 -> 3060,0.3,2_ブレーキ,84.8 -> 59.6,0.958 -> 0.969,180.3,-2.0,0.0,0.0,176.8
3070 -> 3080,0.2,0_加速,73.8 -> 88.0,0.975 -> 0.981,115.0,-2.0,-1.0,0.0,111.0
3090 -> 3100,0.2,2_ブレーキ,75.4 -> 62.8,0.987 -> 0.992,115.4,-2.0,0.0,0.0,112.4
3110 -> 3120,0.2,0_加速,77.0 -> 91.2,0.998 -> 1.004,120.0,-2.0,-1.0,0.0,116.0
3130 -> 3130,0.1,2_ブレーキ,78.6 -> 78.6,1.011 -> 1.011,65.1,-2.0,0.0,0.0,62.6
3140 -> 3140,0.1,0_加速,92.8 -> 92.8,1.018 -> 1.018,66.7,-2.0,-0.5,0.0,63.7
3150 -> 3160,0.2,2_ブレーキ,80.2 -> 67.6,1.024 -> 1.030,122.9,-2.0,0.0,0.0,119.9
3170 -> 3170,0.1,0_加速,81.8 -> 81.8,1.036 -> 1.036,58.2,-2.0,-0.5,0.0,55.2
3180 -> 3180,0.1,2_ブレーキ,69.2 -> 69.2,1.042 -> 1.042,57.8,-2.0,0.0,0.0,55.3
3190 -> 3190,0.1,0_加速,83.5 -> 83.5,1.047 -> 1.047,59.5,-2.0,-0.5,0.0,56.5
