r,l,t
-10489.59968,617,1.374601
-16904.680351,531,1.727685
-11465.778599,687,2.151034
-17183.402367,1080,3.551045
-21413.507703,994,4.133459
-14727.442413,682,5.26526
-15752.630979,732,5.702347
-17325.74626,1080,7.025655
-10340.253931,1080,7.656506
-15372.832479,1080,8.991131
-3508.780766,1080,9.605759
-4002.586965,1080,11.004798
-12911.855608,1080,11.626149
-5641.64548,1080,12.966398
6093.861652,1080,13.583723
-2878.16605,1080,14.886566
-6495.238088,1080,15.50807
-11365.684312,1080,16.848931
-13779.610674,1080,17.472493
-4140.323795,1080,18.875492
-6864.631416,1080,19.494792
-5304.466957,1080,20.794483
-7584.169408,1080,22.098675
-697.258454,1080,22.760432
-2012.248854,1080,24.127712
-361.304998,1080,24.770134
-4028.436325,1080,26.123105
-12239.707408,644,26.522697
-4130.005671,1080,27.14098
-1550.752957,1080,28.50752
1591.417108,1080,29.876396
4518.157981,1080,30.546905
2405.90761,1080,31.923215
-6666.390973,1080,32.578576
4166.081745,1080,33.953438
2856.538412,1080,34.583019
-2156.223621,1080,35.931785
9103.527497,1080,36.534878
-388.925236,1080,37.875239
4574.758548,1080,38.495062
5027.713253,1080,39.908985
-203.360676,1080,40.530049
9709.395002,1080,41.871381
4545.391997,1080,42.486148
4570.368556,1080,43.809412
10654.104372,1080,44.42689
9083.26718,1080,45.788357
8440.259702,1080,47.077802
-2364.513943,1080,47.757193
4778.430582,1080,49.101178
6956.289573,1080,49.746722
12039.187616,1080,51.106555
7093.754476,1080,51.720139
8844.032856,1080,53.11168
10298.057201,1080,53.724768
7883.956862,1080,55.085469
9288.324874,1080,55.693098
6662.808764,1080,57.037382
10538.311764,1080,57.659449
6109.828161,1080,59.009347
-7077.020704,1080,59.623388
-1161.685973,1080,61.019645
6856.969472,1080,61.633019
1486.224119,1080,62.946454
8618.535914,1080,63.565771
4025.837872,1080,64.917071
7376.181413,1080,66.224161
3125.191543,1080,66.884129
10259.280241,1080,68.28763
3809.202688,1080,68.932657
9816.410093,1080,70.352111
8119.280219,1080,70.957233
-1654.661094,1080,72.305372
11767.593175,1080,72.911066
9295.092615,1080,74.261099
12626.61222,1080,74.877373
8624.232324,1080,76.254347
4480.840046,1080,76.875402
8008.990574,1080,78.201845
9498.59097,1080,78.826323
7640.949274,1080,80.224842
6219.119766,1080,80.840082
9905.179396,1080,82.192911
5279.964364,1080,82.805528
-4550.080418,1080,84.187225
8563.734065,1080,85.519301
10748.891186,1080,86.177114
11187.31959,1080,87.490159
6633.06606,1080,88.128456
9425.113908,1080,89.525022
12175.983744,1080,90.132276
5041.927931,1080,91.505166
4038.800129,1080,92.100471
8304.463238,1080,93.419896
8637.82,1080,94.02832
6931.840334,1080,95.377468
9485.947287,1080,95.990734
7132.565486,1080,97.330793
8140.842187,1080,97.961579
-1469.642679,1080,99.307544
9593.099276,1080,99.909597
5200.82766,1080,101.268889
7303.885997,1080,102.577891
-839.724772,1080,103.258022
5679.050429,1080,104.573433
6200.321799,1080,105.222301
10733.972766,1080,106.588022
5299.05534,1080,107.203425
10524.491673,1080,108.613537
-274.184734,1080,109.199726
9212.849636,1080,110.536931
5565.746494,1080,111.129949
2058.06494,1080,112.473584
3827.868664,1080,113.088444
12411.497822,1080,114.365355
10562.687854,1080,114.967042
1845.135283,1080,116.421306
913.569566,1080,117.02422
9268.953551,1080,118.365045
2530.504678,1080,118.983549
6888.285543,1080,120.317913
10391.478913,1080,121.598914
8420.671315,1080,122.24479
7659.671677,1080,123.606971
7215.399266,1080,124.232459
7032.356311,1080,125.649117
9948.286715,1080,126.247037
6351.335964,1080,127.582266
8550.333462,1080,128.17569
5604.323143,1080,129.489292
8721.535391,1080,130.089678
6919.023828,1080,131.462983
7444.359538,1080,132.054802
12198.304263,1080,133.440954
3195.554974,1080,134.051775
7347.637548,1080,135.416761
7731.886594,1080,136.020976
10242.616563,1080,137.347866
2427.824897,1080,137.959604
5556.123056,1080,139.343213
6771.10988,1080,140.6573
7061.473883,1080,141.312639
9822.720422,1080,142.661441
9704.597922,1080,143.292388
3646.797751,1080,144.610316
3577.435797,1080,145.207899
5799.806676,1080,146.563634
1821.366619,1080,147.181271
6079.071729,1080,148.468154
7697.440712,1080,149.08131
7141.098314,1080,150.393597
6886.100964,1080,150.998199
8270.923095,1080,152.363202
5487.084194,1080,152.972985
2151.124567,1080,154.352251
4827.655449,1080,154.952638
8732.555932,1080,156.268884
-4985.137681,1080,157.61289
-1183.652426,1080,158.286413
-13642.790596,774,158.751058
5266.957727,1080,160.096642
7182.596601,1080,160.710917
-8043.973532,1080,162.157367
11725.643775,1080,163.408139
-2425.558263,1080,164.073114
-4653.414614,1080,165.426847
-1658.112363,1080,166.045358
3374.052296,1080,167.462586
-5512.53421,1080,168.073028
3656.47404,1080,169.359531
2351.912135,1080,169.953216
-3522.224855,1080,171.383745
-615.890691,1080,171.988711
8396.667964,1080,173.283457
350.681247,1080,173.882081
-1642.389086,1080,175.205662
-1916.261416,1080,175.817825
8797.980533,1080,177.165519
5828.858667,1080,177.783239
3858.787648,1080,179.100604
7446.110087,1080,179.703241
-3569.642481,1080,180.992493
-3012.441851,1080,182.266483
9804.129517,1080,182.910169
3359.555288,1080,184.234812
4807.482765,1080,184.860312
2937.599842,1080,186.270057
-1171.985234,1080,186.878278
5722.837767,1080,188.273917
6174.259468,1080,188.884692
8673.681307,1080,190.23464
-3638.190745,1080,190.843987
-9310.218259,700,192.040256
6188.554097,1080,192.643801
1871.781579,1080,194.011589
4101.647589,1080,194.615566
670.509653,1080,195.926639
6914.277425,1080,196.536595
5238.776304,1080,197.931648
5105.05056,1080,198.564896
-1692.03933,1080,199.885853
1053.590117,1080,200.490179
8904.576818,1080,201.885284
5903.074679,1080,202.505358
-7085.091797,1080,203.883802
4864.895982,1080,204.495559
5730.053609,1080,205.886967
