#{"t_start": 1776420964.9742854, "env_id": "None"}
r,l,t
10113.472754,586,1.544249
9244.104787,623,1.948302
5985.825629,948,3.25648
6015.773881,862,3.800498
8242.944101,594,4.187559
4529.39155,709,5.357546
4765.737211,597,5.753059
8574.552278,707,6.194718
9032.696656,607,7.375377
11642.599449,508,7.765327
9595.747437,472,8.084964
8671.929804,459,8.403106
11299.274354,459,8.71598
11224.009851,515,9.842986
6657.787986,416,10.133233
10704.938989,487,10.453518
11346.914127,484,10.779479
12578.667529,415,11.809412
11042.473541,400,12.119027
10575.497706,427,12.423116
10187.146525,410,12.714813
9727.565207,394,12.992532
10097.484427,414,14.072854
6729.243234,397,14.36936
8770.010118,383,14.648897
11761.756426,413,14.939217
12383.55993,405,15.21781
12298.258831,409,16.23932
7494.776412,368,16.535015
12983.443307,489,16.865293
12475.340183,423,17.163116
9097.003991,371,17.43519
12038.570129,375,18.400197
10531.092636,357,18.701702
10047.750712,371,18.970736
11004.3072,365,19.241872
9894.35789,367,19.508652
9202.004617,344,19.763118
10031.936636,331,20.807672
6465.485099,303,21.042999
6711.137985,304,21.280002
6423.708615,322,21.519651
8664.210761,313,21.766187
10368.453273,307,22.010707
7633.651219,320,22.984713
7701.399057,329,23.277768
8522.233826,341,23.535577
6863.224637,315,23.768907
7892.475395,331,24.025297
4918.028715,336,24.377306
10425.83445,343,24.631869
4619.341326,329,25.641364
6985.094845,316,25.881332
5769.550003,329,26.131021
7430.539162,334,26.384523
5814.414719,319,26.634485
6516.419869,336,26.889896
4890.736189,336,27.888491
8852.449515,362,28.15203
6503.262035,339,28.410185
5206.767705,357,28.675251
6290.54018,345,28.928981
6573.790732,349,29.192799
5522.052586,353,30.172621
6069.408209,358,30.429566
6227.869757,362,30.697787
6977.801375,345,30.953787
3756.289785,345,31.209048
6553.367113,371,32.186897
6645.715035,381,32.530527
4995.365031,353,32.787845
5784.97417,328,33.035311
4328.003315,330,33.289281
7162.304236,336,33.540514
5826.405954,339,34.46453
7462.469013,343,34.759539
5708.92271,328,35.006244
5836.398918,334,35.258157
6209.337358,311,35.500158
6309.509799,318,35.742164
6561.854261,346,35.995165
6381.804175,319,36.984192
5622.499554,333,37.22605
5536.632178,343,37.488305
6896.648456,328,37.744871
6440.643608,340,38.002207
4123.664396,349,38.266273
6354.142677,317,39.21229
4210.034422,319,39.45329
4960.286284,311,39.700297
5526.272159,329,39.947885
6457.098054,323,40.199887
4588.199716,313,40.450175
5332.937202,321,41.388638
5787.553788,334,41.686649
4547.908199,308,41.925657
5131.890063,318,42.173519
5002.148114,313,42.414887
3935.248392,309,42.653073
9627.726242,359,43.852509
6850.721398,319,44.103285
6830.220662,334,44.362858
5842.46575,318,44.597473
6276.844514,312,44.834821
5154.979265,329,45.080081
4148.068774,332,45.326971
5034.733218,325,46.365041
5953.594393,332,46.60305
5978.152821,342,46.85105
3977.96807,314,47.093374
7340.843399,377,47.371194
6029.291573,344,47.627443
6738.022565,316,48.654556
5754.116133,367,48.91475
4940.536411,363,49.180269
3240.900794,350,49.448697
3372.305572,361,49.710881
4060.745493,346,49.972445
5500.49673,355,50.983088
6465.224304,347,51.233773
5158.878791,342,51.48887
6119.477131,331,51.739501
4151.631821,376,52.01457
3715.378801,327,52.263934
5252.596732,323,53.199938
4791.47052,345,53.450133
3787.054441,324,53.694307
5404.677757,320,53.939129
4072.052005,316,54.176862
4501.116229,315,54.420788
5326.762985,317,55.384446
4883.608073,318,55.636443
3509.642831,326,55.888451
3782.512036,337,56.146504
5228.299905,338,56.40246
4065.024485,344,56.655256
5348.536246,323,57.637269
4836.613707,325,57.906283
6335.613577,310,58.144945
4392.014158,323,58.398631
5026.240332,318,58.642627
6139.778813,316,58.884765
5135.970439,308,59.117064
3596.41235,312,60.070945
6720.383603,306,60.297635
4858.025754,303,60.536255
4728.708043,320,60.776043
4903.59737,306,61.018785
4310.274529,325,61.262506
6547.372435,301,62.315232
4834.878886,321,62.548745
5697.453284,324,62.792897
4255.657701,323,63.042501
3707.197854,303,63.279489
4829.928467,325,63.528934
4050.63799,341,64.461193
4294.237577,340,64.785699
3674.987885,324,65.032553
4697.018679,330,65.275802
5029.895327,338,65.525812
4431.845121,326,65.770583
4550.515726,351,66.032547
5134.532787,325,67.057502
3522.970427,326,67.297931
4378.660499,342,67.542207
3636.542733,334,67.78534
4827.889494,316,68.024109
4964.256032,324,68.265829
4331.359546,315,69.289954
4567.715142,332,69.541605
3548.19105,320,69.785604
5215.049695,318,70.029604
4818.899424,343,70.281603
4057.463112,340,70.529332
4028.228161,318,71.48541
3770.309832,335,71.763543
4180.878881,315,72.007242
5812.554694,301,72.242693
3088.996198,320,72.490089
3377.583109,328,72.734429
4026.02256,302,72.961609
3562.992896,332,74.002047
7207.139483,333,74.258524
4098.194207,315,74.499536
5802.514012,327,74.746542
5622.763495,339,75.002077
3586.737677,333,75.250345
3490.018835,312,76.247006
4680.885765,314,76.477545
5007.740624,361,76.734634
3875.390689,306,76.977124
4029.74987,357,77.231891
4803.222303,324,77.474987
5382.939567,336,78.489814
6031.892009,332,78.75414
5239.208304,339,79.015608
4147.842255,334,79.266958
4407.700045,315,79.507541
4318.368561,323,79.744652
4546.350146,322,80.883976
3531.200086,326,81.123807
3554.133223,311,81.368896
4413.318019,344,81.620415
5702.101482,345,81.876709
3419.807332,338,82.13238
5402.619047,339,83.086309
3976.451789,323,83.381809
3897.498192,335,83.636565
4746.18737,313,83.867149
4450.336866,323,84.110479
4942.421394,313,84.355386
5261.532239,300,84.589617
6157.54888,319,85.656229
4137.262201,321,85.88629
4227.638765,320,86.132234
2873.327242,342,86.388849
4637.037999,312,86.62728
5032.992962,308,86.861978
6561.034138,354,87.823016
3227.852032,344,88.098107
3741.175018,334,88.34956
2455.694035,337,88.597783
3549.635912,338,88.853413
5127.002501,355,89.10991
4880.931626,334,90.124397
3798.545037,348,90.415047
3529.880968,331,90.658165
4606.786272,343,90.908465
4090.942048,323,91.153132
2572.617387,351,91.411315
3971.053021,332,92.363081
4205.023252,327,92.654091
5731.228254,338,92.910591
4748.888422,340,93.168376
3848.177001,335,93.418131
6283.303377,335,93.672514
3519.485984,334,94.668618
5118.224197,310,94.955263
4726.799215,313,95.203189
5112.503036,295,95.431926
4624.339777,330,95.676936
4698.523959,299,95.908304
4679.304594,314,96.153733
8210.179202,322,97.204723
7234.044254,301,97.432223
5353.194089,319,97.676462
5948.522402,320,97.914465
4453.230772,287,98.143498
5078.20928,316,98.400466
5260.565577,290,98.700178
4291.420794,288,99.760609
6295.818943,291,99.988643
5027.576038,308,100.228004
6137.847457,279,100.452419
5869.09057,289,100.682447
4900.992233,302,100.917084
4804.324018,296,101.147927
5099.449481,256,102.115438
4398.875754,282,102.335263
4457.016475,281,102.552254
5064.725377,269,102.759258
4141.265143,297,102.97826
7346.198667,285,103.197183
4834.013185,284,103.412404
4673.756282,271,104.308614
4048.976196,288,104.560398
4324.922411,274,104.777537
4852.80696,284,105.005539
5520.143965,303,105.241661
4131.700186,293,105.476063
4189.681906,313,105.711505
5019.814737,299,106.709558
4365.960216,298,106.945611
3790.927333,296,107.182472
3911.635703,309,107.416101
4988.807721,310,107.648111
4508.426812,296,107.877798
4718.525512,293,108.119786
5074.916662,300,109.134796
3862.81438,286,109.358126
5187.476458,309,109.592275
5438.880977,299,109.825372
