segment,tve_reward_max,tve_reward_mean,tve_reward_min,tce_penalty_max,tce_penalty_mean,tce_penalty_min,ic_penalty_max,ic_penalty_mean,ic_penalty_min,ef_penalty_max,ef_penalty_mean,ef_penalty_min,sl_penalty_max,sl_penalty_mean,sl_penalty_min,de_bonus_max,de_bonus_mean,de_bonus_min
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,0.0,0.0,0.0
2,34.42,1.72,0.0,0.0,-0.02,-0.5,0.0,-1.0,-20.0,0.0,0.0,0.0,0.0,-4.75,-5.0,0.0,0.0,0.0
3,41.68,34.54,26.03,-0.5,-0.5,-0.5,0.0,-7.75,-25.0,0.0,-0.12,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
4,72.32,54.17,37.73,-0.5,-0.5,-0.5,0.0,-10.0,-25.0,0.0,-0.12,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
5,73.59,53.24,33.53,-0.5,-0.5,-0.5,0.0,-9.25,-25.0,0.0,-0.2,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
6,65.19,25.89,1.19,-0.5,-0.5,-0.5,0.0,-11.5,-25.0,0.0,-0.1,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
7,43.42,24.05,0.55,-0.5,-0.5,-0.5,0.0,-7.0,-25.0,0.0,-0.12,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
8,80.83,40.02,8.83,-0.5,-0.5,-0.5,0.0,-6.25,-25.0,0.0,-0.22,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
9,111.67,97.48,79.18,-0.5,-0.5,-0.5,0.0,-9.25,-25.0,0.0,-0.2,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
10,137.21,120.27,100.71,-0.5,-0.5,-0.5,0.0,-10.5,-25.0,0.0,-0.22,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
11,144.15,115.92,95.46,-0.5,-0.5,-0.5,0.0,-11.75,-25.0,0.0,-0.15,-0.5,0.0,0.0,0.0,0.03,0.0,0.0
12,139.84,122.23,101.08,-0.5,-5.5,-20.5,0.0,-3.25,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.16,0.04
13,123.14,43.66,2.31,-0.5,-8.5,-20.5,0.0,-2.5,-5.0,0.0,0.0,0.0,0.0,-23.93,-50.0,4.6,1.76,0.42
14,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.0,-5.0,0.0,0.0,0.0,-50.0,-50.0,-50.0,0.0,0.0,0.0
15,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.5,-5.0,0.0,-0.05,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
16,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.25,-5.0,0.0,-0.18,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
17,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.75,-5.0,0.0,-0.15,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
18,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-4.0,-5.0,0.0,-0.12,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
19,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.0,-5.0,0.0,-0.15,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
20,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.5,-5.0,0.0,-0.18,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
21,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-4.0,-5.0,0.0,-0.15,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
22,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.75,-5.0,0.0,-0.12,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
23,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.5,-5.0,0.0,-0.15,-0.5,-24.79,-38.27,-50.0,0.0,0.0,0.0
24,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.5,-5.0,0.0,-0.15,-0.5,-26.75,-36.58,-50.0,0.0,0.0,0.0
25,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.25,-5.0,0.0,-0.05,-0.5,0.0,-13.22,-31.2,0.0,0.0,0.0
26,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.5,-5.0,0.0,-0.18,-0.5,0.0,-8.98,-25.29,0.0,0.0,0.0
27,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.5,-5.0,0.0,-0.12,-0.5,-5.7,-11.71,-26.2,0.0,0.0,0.0
28,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-4.0,-5.0,0.0,-0.1,-0.5,0.0,-7.28,-23.47,0.0,0.0,0.0
29,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.75,-5.0,0.0,-0.22,-0.5,0.0,-29.07,-47.1,0.0,0.0,0.0
30,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.75,-5.0,0.0,-0.18,-0.5,-0.42,-17.17,-33.48,0.0,0.0,0.0
31,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-4.0,-5.0,0.0,-0.2,-0.5,-15.06,-28.81,-40.6,0.0,0.0,0.0
32,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.25,-5.0,0.0,-0.15,-0.5,-5.7,-18.26,-33.4,0.0,0.0,0.0
33,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.25,-5.0,0.0,-0.18,-0.5,-18.04,-35.64,-50.0,0.0,0.0,0.0
34,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.75,-5.0,0.0,-0.08,-0.5,0.0,-6.49,-22.28,0.0,0.0,0.0
35,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.75,-5.0,0.0,-0.12,-0.5,0.0,-7.4,-23.46,0.0,0.0,0.0
36,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.5,-5.0,0.0,-0.22,-0.5,-7.79,-34.27,-50.0,0.0,0.0,0.0
37,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-4.5,-5.0,0.0,-0.18,-0.5,-48.82,-49.94,-50.0,0.0,0.0,0.0
38,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.0,-5.0,0.0,-0.2,-0.5,-32.84,-47.14,-50.0,0.0,0.0,0.0
39,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-2.75,-5.0,0.0,-0.25,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
40,0.0,0.0,0.0,-0.5,-0.5,-0.5,0.0,-3.25,-5.0,0.0,-0.18,-0.5,-50.0,-50.0,-50.0,0.0,0.0,0.0
