r,l,t
-21568.689225,1046,1.773704
-10264.171406,601,2.160715
-12632.846657,561,3.43624
-13283.497858,582,3.930241
-9762.740285,610,4.419452
-12268.932803,570,5.095202
-13253.285849,598,6.556245
-8847.637345,466,7.059465
-10463.125931,502,7.507157
-13426.26516,544,7.883749
-6859.012908,447,8.984543
-8921.5018,458,9.302474
-8569.843934,495,9.62642
-9812.60905,449,9.927491
-5308.084631,442,11.073855
-4854.192813,443,11.406757
-6853.031089,448,11.719983
-8400.530515,409,12.001008
-11155.84179,448,12.328962
-10959.638311,439,13.345391
-8326.993889,518,13.709084
-8629.12059,473,14.077507
-10776.950054,448,14.387341
-9524.134732,469,15.522922
-9603.30091,474,15.8764
-12499.250435,545,16.239392
-8836.968928,526,16.674064
-8826.50009,530,17.83394
-10784.791001,550,18.223804
-10883.12988,423,18.517501
-9072.581331,502,18.8525
-8658.605028,475,19.913765
-8302.181396,469,20.268055
-11634.594379,467,20.587294
-9634.214272,452,20.89233
-10106.114495,529,21.242746
-7612.687228,470,22.355134
-12087.064677,493,22.688426
-9654.693959,517,23.03085
-10105.669255,507,23.370419
-10651.034877,430,24.42326
-8304.747207,450,24.750247
-8386.933151,522,25.150202
-7456.855541,421,25.481204
-8520.559183,472,26.527708
-9136.710411,484,26.902792
-10907.432404,479,27.252295
-12214.559475,430,27.564592
-14430.881475,510,28.701651
-9605.633343,424,29.104694
-11566.028316,411,29.410172
-11579.854047,454,29.775312
-8973.234658,447,30.09841
-9683.362814,408,31.171505
-11452.477164,455,31.541418
-5661.461314,416,31.838059
-11188.636222,406,32.157971
-9010.902387,416,32.451943
-7660.533889,473,33.633032
-10711.739941,440,33.968875
-9476.456666,392,34.263693
-6267.573633,425,34.568709
-7110.112841,435,34.88452
-8897.411525,402,36.04041
-8337.416495,440,36.353104
-10298.425052,419,36.639667
-10783.119317,416,36.929149
-10243.552066,429,37.222043
-12868.748118,386,38.186482
-9489.789914,433,38.50227
-10256.002036,424,38.800196
-12087.135297,450,39.121219
-10829.884317,420,39.420483
-9865.186176,392,40.463218
-10459.467777,405,40.747693
-7925.847326,403,41.054926
-12283.412912,401,41.342456
-10529.060219,403,41.641969
-12928.30178,375,42.839995
-13039.016519,391,43.1251
-10563.895601,387,43.407861
-12250.029542,398,43.706863
-11359.864564,404,44.000861
-9809.068192,437,45.167397
-12627.844596,373,45.441539
-11959.094191,374,45.712973
-11618.135435,386,45.986105
-15130.272079,387,46.287437
-13019.868988,366,47.342242
-15560.064518,374,47.648743
-12279.032713,438,47.954556
-11604.41638,367,48.235337
-11400.524945,402,48.530656
-14872.516805,380,49.475754
-10640.720107,378,49.81477
-11325.152784,386,50.092022
-14482.681588,380,50.371027
-13952.315346,412,50.648167
-12815.732289,374,50.907774
-14527.497515,388,52.09279
-12446.929035,407,52.390581
-10086.176916,432,52.695602
-11463.941903,389,52.999016
-12097.156609,408,53.308415
-13548.521756,398,54.346929
-11429.93588,363,54.629292
-10460.759833,391,54.904531
-11695.961618,384,55.192951
-15139.740552,447,55.508286
-17297.773585,409,56.655876
-14028.365456,395,56.967166
-17168.373134,397,57.266855
-12217.407424,444,57.59357
-11575.914228,408,57.893495
-16648.52068,395,59.013655
-11994.361288,446,59.334998
-14013.963982,409,59.623881
-13501.374441,407,59.916035
-13839.375387,367,60.193954
-16507.846839,414,61.342083
-14800.478808,377,61.612083
-12250.529195,382,61.885586
-11986.336877,414,62.177591
-10231.255344,400,62.452591
-12360.835751,398,63.556535
-14592.562195,395,63.872536
-12683.67604,386,64.151338
-18342.719002,439,64.450999
-16242.32234,371,64.726125
-12715.259907,391,65.758846
-13374.655605,381,66.091846
-15778.912082,367,66.35334
-11552.367583,367,66.625416
-11791.592242,357,66.882403
-14614.250476,375,67.149662
-13945.129495,362,68.169539
-15010.710094,358,68.414587
-13487.206332,353,68.669124
-16797.080943,380,68.933048
-13615.556247,342,69.189633
-13299.2486,362,70.127891
-10152.735161,349,70.45875
-12798.442512,349,70.720726
-13601.325152,345,70.973167
-12915.017122,335,71.220672
-13073.638708,339,71.470767
-9520.647235,355,72.438686
-10840.780071,376,72.780186
-8936.100355,365,73.044117
-16086.140554,340,73.31813
-11635.422492,371,73.581657
-10981.561635,377,73.859016
-15374.708302,374,74.867065
-15072.817857,367,75.150262
-13573.582374,383,75.417816
-13429.720968,369,75.682456
-14609.871209,355,75.932581
-13286.337469,370,76.200377
-13995.626518,373,77.21297
-10159.954649,374,77.481817
-12250.492832,351,77.740168
-12689.861532,380,77.999995
-16002.921553,361,78.25514
-13554.451323,350,79.249267
-14479.03719,351,79.529126
-13508.481943,359,79.78734
-10728.694688,349,80.05001
-14628.154938,369,80.32471
-11005.806387,354,80.58326
-13627.488869,369,81.5993
-13080.674906,370,81.869177
-10531.999112,374,82.141358
-15489.447294,348,82.40468
-13883.018874,364,82.663636
-11571.572004,371,82.928163
-15018.155949,368,83.93621
-15064.08012,363,84.213492
-14036.495116,390,84.48642
-15470.543154,349,84.740825
-10397.324889,388,85.017681
-12017.993396,365,86.019291
-11938.582656,352,86.280097
-14338.717138,393,86.556252
-13943.261712,373,86.822429
-13742.390089,402,87.099349
-10227.56092,399,88.126869
-10812.961588,377,88.458869
-12356.718132,410,88.745798
-12403.140155,363,89.010157
-10026.965408,404,89.291527
-9468.948686,403,89.567849
-11173.292924,365,90.48387
-9576.075334,374,90.743865
-13086.469116,347,91.000178
-11247.733153,365,91.254756
-11977.317105,355,91.523818
-13297.215105,387,92.509324
-12741.832915,389,92.828326
-13080.587769,394,93.099895
-13081.914345,397,93.394607
-15344.816391,389,93.668716
-15491.833164,395,94.575123
-11582.524249,388,94.880735
-15278.526066,384,95.159229
-10392.249407,413,95.439231
-12355.192916,381,95.707016
-15072.296948,368,95.964066
-14561.665861,382,96.959255
-12977.829179,363,97.212301
-12938.572423,380,97.475823
-13283.85687,388,97.752833
-14184.904385,415,98.041532
-9519.53829,383,99.039535
-13434.954889,414,99.340061
-11772.678979,455,99.640294
-13960.154415,376,99.907932
-13429.449278,397,100.183589
-14365.140834,409,101.119089
-13619.424916,404,101.437065
-12892.193218,429,101.730246
-12906.300785,425,102.02386
-15945.862178,442,102.325031
-15384.359053,439,103.362141
-11946.437135,413,103.645868
-9235.064557,398,103.928288
-12545.200386,428,104.216944
-13764.597367,393,104.489958
-15257.834876,404,105.543985
-12191.049056,419,105.825864
-12320.339096,436,106.131042
-10384.4212,397,106.406312
-10988.038516,404,106.683361
-13791.890541,429,107.702886
-14529.236189,430,107.992939
-12374.803752,419,108.299913
