#{"t_start": 1776403601.7445877, "env_id": "None"}
r,l,t
-2103.230194,910,1.738193
-832.777119,585,2.112614
431.943836,1055,3.462658
-1773.922218,560,3.831928
41.841449,647,4.244518
-1173.855552,1080,5.613786
112.783745,1080,6.232162
-1875.010453,1080,7.547102
-1893.579601,764,8.016388
-1564.75988,1080,9.453041
-2295.430114,517,9.786429
-3222.14719,1080,11.11121
-2006.154045,702,11.55979
-4286.360178,972,12.135129
-3002.214077,1080,13.489839
-3548.959681,1080,14.146722
-4134.513168,1080,15.528524
-4751.342821,1080,16.893578
-4238.044013,1080,17.571673
-4857.982324,1080,18.997937
-4704.575257,1080,19.659832
-4646.680292,1080,21.106041
-7158.031988,1080,21.755143
-5368.303343,1080,23.204608
-5297.602459,1080,23.835569
-7666.047044,1080,25.240112
-7369.900095,1080,25.865711
-5508.552004,1080,27.17653
-5705.357459,1080,27.802802
-5047.358607,1080,29.204997
-5754.432783,332,29.457587
-8037.068951,1080,30.973534
-4223.728486,1080,31.644204
-5015.806621,1080,33.054904
-8596.144589,1080,33.710726
-7716.925538,1080,35.231031
-5303.399889,1080,35.864415
-6126.735296,1080,37.230639
-5716.109,1080,37.879518
-7416.218504,1080,39.20783
-7022.800603,523,39.562154
-8140.690713,1080,40.935077
-5343.454802,1080,41.596012
-6035.267665,1080,42.887224
-6269.954953,1080,43.549204
-7365.304639,1080,44.953768
-6215.516827,294,45.186613
-6207.89296,305,45.43151
-7880.821184,1080,46.077218
-7529.087726,1080,47.620253
-5856.134278,1080,48.974591
-6284.871606,496,49.363429
-9777.228254,1080,50.00411
-9178.271968,1053,51.399936
-5821.653088,1080,52.052662
-5075.319143,1080,53.485602
-5785.711192,1080,54.148618
-7095.819524,1080,55.649791
-6108.183398,297,55.883944
-5977.490646,287,56.110112
-6227.503136,285,56.345345
-6974.977775,518,57.498798
-6208.085876,352,57.783703
-6253.96179,1080,58.414081
-8837.461774,1080,59.836088
-6808.025887,247,60.05422
-8837.831106,1080,60.715863
-5323.220754,1080,62.103927
-7425.038136,1080,63.510779
-4621.637625,1080,64.199324
-5200.938169,1080,65.737645
-4078.374276,1080,66.450748
-5304.963892,1080,67.964469
-4877.377469,1080,68.632151
-5273.321717,1080,70.121938
-4834.515883,1080,70.790468
-5020.398924,1080,72.393491
-5918.049412,1080,73.087805
-6124.932468,1080,74.456464
-4802.122893,1080,75.120912
-5299.886625,1080,76.535736
-6338.379488,1080,77.208137
-6777.228624,1080,78.785092
-4800.629108,1080,79.49613
-4457.714365,1080,81.006027
-5353.13689,1080,81.705036
-7249.456714,1080,83.187628
-5315.486009,1080,84.658267
-6010.214389,1080,85.444557
-4732.968213,1080,87.115208
-3869.563504,1080,87.867894
-5013.794798,1080,89.366608
-4903.021579,1080,90.006654
-4155.145532,1080,91.425117
-5205.681239,1080,92.057534
-4979.227934,1080,93.595019
-5000.602708,1080,94.210749
-4702.645333,1080,95.631242
-5364.973677,421,95.922243
-8378.295977,1080,97.48258
-4481.876007,1080,98.150495
-5869.787413,1080,99.603869
-4135.692493,1080,100.241029
-3887.052184,1080,101.755883
-5633.181745,1080,102.378602
-4809.072372,1080,103.690504
-7854.092033,1080,104.329269
-5611.465757,1080,105.70742
-3968.791059,1080,106.369501
-3947.550058,1080,107.706428
-4659.161661,1080,108.317373
-5327.067284,1080,109.71593
-7887.836037,1080,110.352063
-6857.333262,1080,111.706866
-4474.472179,1080,112.344237
-5615.168339,1080,113.837082
-6123.090028,1080,115.306264
-5390.133828,1080,116.003341
-4940.589682,1080,117.392719
-4187.389465,1080,118.054992
-4414.043162,1080,119.463845
-3651.021491,1080,120.08083
-4029.298557,1080,121.562942
-3690.255772,1080,122.194055
-3937.164375,1080,123.720368
-4367.983345,1080,124.324788
-4389.398862,1080,125.576755
-4171.941626,1080,126.176853
-4341.227437,1080,127.594635
-5655.861016,1080,128.231773
-4830.554719,1080,129.689584
-4925.544418,1080,130.30812
-4119.534471,1080,131.686851
-4609.368745,1080,132.32717
-3601.401921,1080,133.73294
-4095.204577,1080,135.167252
-3733.141614,1080,135.840744
-4155.665555,1080,137.29656
-3858.795233,1080,137.930163
-3509.90764,1080,139.405002
-3605.704781,1080,140.050253
-3667.037931,1080,141.530738
-3322.894998,1080,142.161442
-3495.228688,1080,143.564418
-4808.597994,1080,144.19145
-4654.399728,1080,145.65831
-4388.499146,1080,146.339203
-3842.110904,1080,147.754609
-3639.768753,1080,148.370162
-4176.258907,1080,149.961293
-3956.219136,1080,150.587842
-3401.475275,1080,152.091485
-3191.491536,1080,153.381357
-3448.017481,1080,154.063941
-4340.244231,1080,155.430582
