r,l,t
-10645.367756,955,1.594503
-4151.82261,668,2.031722
-4579.584621,541,3.096861
-9530.039433,806,3.627863
-7899.331025,1019,4.247231
-9312.694825,883,5.571988
-4228.20869,1080,6.313117
-3737.72763,662,7.516242
-6651.986304,567,7.907983
-4202.678657,546,8.264903
-4323.103027,531,9.419242
-9439.36549,592,9.872252
-14464.097211,815,10.382636
-2945.067677,499,10.719579
-5783.4225,437,11.782412
-4753.273963,495,12.136139
-4147.938891,424,12.426679
-5944.968335,409,12.711188
-4100.444019,456,13.663363
-2741.284913,415,14.019887
-4031.490007,415,14.302078
-4606.072153,403,14.599398
-4080.199818,401,14.889824
-5582.177609,413,16.009646
-2673.733343,427,16.347695
-5302.435494,396,16.63672
-5648.38024,354,16.898769
-6647.476996,399,17.189688
-7392.172348,396,18.160863
-5263.176772,444,18.51879
-7717.472532,421,18.82016
-3692.002034,397,19.098808
-9082.891859,412,19.385992
-6276.126263,408,20.343485
-4469.645138,426,20.706508
-6024.550821,440,21.012211
-7402.56552,391,21.290617
-6878.503981,466,21.604185
-5698.879456,422,22.680501
-6939.793612,421,22.995867
-4560.531262,422,23.290944
-4734.84292,437,23.588904
-3841.011433,404,23.881456
-7388.568313,417,24.907922
-3094.715361,470,25.239933
-5536.251845,451,25.545754
-6613.26657,387,25.823339
-3417.389618,464,26.149743
-3057.260244,402,27.112497
-3300.778922,511,27.476551
-1071.55678,508,27.814179
-3517.929393,465,28.132148
-4875.491079,426,29.210685
-8290.305507,453,29.547285
-6295.632846,436,29.860512
-6915.571692,463,30.173679
-6648.936462,416,30.464514
-4717.205262,472,31.547615
-3935.332861,387,31.828411
-6362.332358,416,32.125074
-8292.956486,429,32.42021
-7388.572334,400,32.701235
-2811.119592,412,33.788844
-5766.041955,377,34.061812
-6476.93493,396,34.345876
-7094.225321,422,34.646688
-7904.413832,410,34.9333
-7777.723708,390,35.852304
-7391.796422,377,36.129122
-5455.684875,388,36.403641
-7343.973871,392,36.681391
-4988.164276,411,36.976274
-5937.236259,376,38.205728
-5280.283147,383,38.492597
-9667.652313,380,38.771187
-5715.467995,369,39.04638
-8979.537455,387,39.324026
-9961.489992,371,40.189406
-7162.22181,407,40.543296
-8140.397868,345,40.800458
-8882.995217,356,41.066077
-6182.861063,408,41.354814
-9344.070087,414,41.643473
-8171.700467,378,42.909407
-8883.897044,392,43.19828
-9085.315102,371,43.470802
-6652.118781,422,43.764964
-6958.235158,358,44.029954
-8860.890145,381,45.020052
-9022.144931,366,45.305063
-6625.894969,397,45.582254
-6951.37212,358,45.841111
-9040.592549,393,46.118218
-7996.057879,351,47.088123
-8641.788999,387,47.450274
-6292.813473,343,47.704661
-8461.618529,373,47.974619
-7660.447587,366,48.246821
-6384.766424,393,48.522489
-8388.827817,362,49.677545
-5696.173264,394,49.973464
-8876.590551,381,50.259376
-8717.936009,355,50.523443
-6494.054977,400,50.795036
-7521.088146,352,51.769022
-8049.855211,396,52.113213
-9762.408845,374,52.379514
-7492.822269,370,52.644471
-6726.50996,394,52.928819
-6091.794469,433,53.229951
-8914.856546,395,54.3549
-10163.227642,362,54.622767
-9115.289801,416,54.917665
-6096.262265,372,55.184739
-7669.105626,388,55.465669
-9215.150374,424,56.540764
-8515.754998,427,56.838169
-9472.900529,386,57.114933
-9315.932845,393,57.399811
-6674.903473,381,57.669042
-8824.966103,402,58.72413
-8765.196497,392,59.021612
-8928.393617,401,59.298871
-9170.477645,399,59.582918
-8555.373928,374,59.856325
-11107.879553,425,61.011771
-10343.391247,434,61.369526
-9240.259353,472,61.684134
-9256.908583,410,61.974704
-5976.962719,418,62.267275
-9576.648285,453,63.254566
-7632.810303,413,63.545749
-9354.620744,426,63.850677
-6130.159307,421,64.157225
-7332.106535,402,64.450677
-11391.634325,524,65.599211
-8697.032468,431,65.901903
-8248.215241,467,66.224739
-10870.628431,485,66.550485
-9588.769025,439,67.544655
-10512.956392,467,67.884292
-9771.95405,471,68.213743
-9823.469873,465,68.527313
-12882.431055,583,69.530368
-9710.768308,509,69.908967
-10537.85495,507,70.246974
-11411.025428,536,70.600819
-9872.458336,507,71.777994
-10409.163312,578,72.183991
-10705.589272,522,72.547212
-12953.987154,540,72.896579
-17425.882529,889,74.136366
-7741.304773,529,74.479473
-12537.490585,616,74.86738
-18885.460131,943,76.088972
-10977.16892,1080,76.724611
-16828.253002,1080,78.192631
-16370.430453,1080,78.8307
-8250.910097,1080,80.234868
-1639.223206,1080,80.869628
-220.034965,1080,82.303665
-3281.047281,1080,83.682977
4147.239802,1080,84.38061
2607.960695,1080,85.716083
-4006.797592,1080,86.361873
9699.402842,1080,87.704178
8680.731039,1080,88.331023
9109.845966,1080,89.694349
9074.476643,1080,90.334843
9532.818849,1080,91.803504
1785.508564,1080,92.433954
6804.154703,1080,94.152421
3528.739904,1080,94.785625
9096.348519,1080,96.226099
7328.22282,1080,96.870767
10955.581773,1080,98.232151
8565.906716,1080,98.850842
8944.231268,1080,100.341452
6639.679023,1080,101.000487
7993.319703,1080,102.630831
8949.553933,1080,104.017485
9222.328201,1080,104.695026
10306.690898,1080,106.091904
9566.3928,1080,106.736451
4023.55479,1080,108.180432
4660.754668,1080,108.819033
8184.391669,1080,110.279648
8313.311737,1080,110.917936
10153.994767,1080,112.430132
9437.604725,1080,113.059511
9107.543439,1080,114.374518
10891.485225,1080,115.000882
9034.761315,1080,116.431275
8790.45473,1080,117.048039
5630.063263,1080,118.526154
9197.900241,1080,119.144454
7412.329373,1080,120.489988
8662.778815,1080,121.113408
7833.605381,1080,122.589588
3575.747567,1080,124.111161
10268.109083,1080,124.759103
2673.308225,1080,126.229836
11428.181311,1080,126.847882
4211.220708,1080,128.251424
7104.692351,1080,128.862566
5510.856167,1080,130.310425
5623.921043,1080,130.927086
7452.032932,1080,132.393427
12314.477657,1080,133.011296
10887.695993,1080,134.441531
2770.334014,1080,135.04843
11564.094458,1080,136.310773
8892.888891,1080,136.912503
8701.501784,1080,138.397715
7992.882165,1080,139.020747
11873.956549,1080,140.308894
6580.986743,1080,141.75217
2579.316216,1080,142.410654
6438.077623,1080,143.854735
5991.088471,1080,144.499541
7909.986829,1080,145.921166
6276.553002,1080,146.531327
5565.064604,1080,147.880704
9285.181268,1080,148.487056
6804.627269,1080,149.922976
7789.611385,1080,150.522262
10611.111109,1080,151.889297
4984.936469,1080,152.49481
1283.296748,1080,153.805214
2115.246684,1080,154.420339
7242.149042,1080,155.799971
4358.79194,1080,156.415802
6968.190785,1080,157.796853
9920.138671,1080,158.42635
757.631255,1080,159.693951
-3917.480723,1080,160.923532
2433.177452,1080,161.577775
6249.454526,1080,162.94145
8115.21397,1080,163.58191
11710.672883,1080,164.997602
11793.152634,1080,165.615883
11230.565759,1080,167.014977
11497.725676,1080,167.625727
11088.011274,1080,169.010825
9286.338856,1080,169.62107
10859.257431,1080,170.915512
9424.396806,1080,171.518777
11929.400397,1080,172.934053
10062.555037,1080,173.556296
5722.726008,1080,175.017859
7167.710064,1080,175.638714
10517.010836,1080,177.019432
9792.125373,1080,178.423323
5846.575455,1080,179.097545
3047.408524,1080,180.587959
8733.859589,1080,181.221978
7522.960987,1080,182.709798
5395.621426,1080,183.347957
11569.383829,1080,184.686143
8587.942282,1080,185.322042
3888.596201,1080,186.766423
4172.360112,1080,187.383301
5923.323138,1080,188.683003
6606.798882,1080,189.301416
13252.231676,1080,190.659207
13294.745352,1080,191.275938
10180.199964,1080,192.669186
7881.787588,1080,193.294747
8808.578047,1080,194.706097
11413.193408,1080,195.330769
9968.655785,1080,196.71614
11401.678318,1080,198.060476
10214.258149,1080,198.70514
6964.984273,1080,200.093596
7278.124655,1080,200.730682
9028.101514,1080,202.116742
10886.766416,1080,202.739525
11752.727491,1080,204.176164
10361.793878,1080,204.787086
9987.969432,1080,206.216919
11773.737982,1080,206.835558
11713.758355,1080,208.160026
10458.025579,1080,208.770213
12295.445414,1080,210.082351
12727.468927,1080,210.719491
11124.201298,1080,212.042382
12283.225613,1080,212.651449
11464.813518,1080,214.028831
10857.214017,1080,214.654973
11449.186814,1080,215.915525
7154.580527,1080,217.324044
8790.798628,1080,217.998296
8117.435161,1080,219.400463
10055.895233,1080,220.050312
8926.666612,1080,221.511102
13981.008508,1080,222.136837
9103.245001,1080,223.617142
12208.811699,1080,224.232618
3583.492491,1080,225.510553
9944.343115,1080,226.134869
6829.11359,1080,227.607522
10703.731523,1080,228.211613
10824.893455,1080,229.585847
10967.649333,1080,230.191963
10688.611408,1080,231.501561
6995.846711,1080,232.113236
12133.19303,1080,233.657345
11662.008176,1080,235.014391
5547.532599,1080,235.691424
222.436584,1080,237.149735
12999.994328,1080,237.826333
8470.080725,1080,239.210984
9818.896237,1080,239.835671
10282.503943,1080,241.25028
8787.587851,1080,241.86949
8028.165965,1080,243.295898
7915.289249,1080,243.915308
6514.033288,1080,245.402591
3739.946793,1080,246.031187
8525.496206,1080,247.539896
8692.483587,1080,248.171118
6781.125507,1080,249.661197
4814.157132,1080,250.286417
13183.217772,1080,251.774014
7590.696356,1080,252.389832
11483.713293,1080,253.843824
9573.23036,1080,255.172326
12504.936604,1080,255.843441
9319.301824,1080,257.201772
9296.082298,1080,257.842761
10758.753863,1080,259.367157
3978.966958,1080,259.982632
6185.018678,1080,261.348594
10109.820801,1080,261.960074
8774.599785,1080,263.457542
666.217925,1080,264.080403
5593.749411,1080,265.495769
6152.623132,1080,266.112797
11796.137899,1080,267.531064
6316.744257,1080,268.136915
7760.437325,1080,269.5569
6838.029119,1080,270.179105
7678.48032,1080,271.639372
9926.290949,1080,272.248904
10954.584394,1080,273.696322
5554.225804,1080,275.056994
8198.240396,1080,275.700863
11473.94875,1080,277.13365
12009.416814,1080,277.772169
9019.043333,1080,279.201061
5163.70058,1080,279.82476
62.737302,1080,281.261294
12156.335426,1080,281.860802
6182.907272,1080,283.26159
3356.977077,1080,283.874882
4062.925098,1080,285.182665
10917.924855,1080,285.791459
5254.248608,1080,287.14817
9696.267349,1080,287.756722
10765.043375,1080,289.240222
11112.567526,1080,289.868617
7698.983849,1080,291.288009
9397.850408,1080,292.754371
2944.370867,1080,293.444084
5953.929186,1080,294.768903
12156.94848,1080,295.422974
10786.408149,1080,296.776449
12033.593614,1080,297.412998
10589.459293,1080,298.836448
9522.152257,1080,299.461795
7609.947758,1080,300.909668
9201.560578,1080,301.533246
12172.242389,1080,302.919259
7125.108624,1080,303.523515
10528.890796,1080,305.016825
12272.853596,1080,305.636661
12183.626955,1080,307.01241
12669.212352,1080,307.645195
2991.564932,1080,309.105169
6221.650388,1080,309.719211
11935.870033,1080,311.157902
9667.62703,1080,312.471975
5597.098841,1080,313.136274
10801.559053,1080,314.478345
10432.439844,1080,315.115857
10211.552904,1080,316.432148
9730.281191,1080,317.05899
8687.380986,1080,318.424819
10433.013344,1080,319.043406
6713.720876,1080,320.536067
12056.721503,1080,321.160513
8833.032806,1080,322.576581
7988.067863,1080,323.208309
9802.115323,1080,324.641905
12444.217799,1080,325.264893
11422.201609,1080,326.782699
12452.001726,1080,327.404359
10959.253925,1080,328.82619
11468.144209,1080,329.440643
11147.027523,1080,330.921868
11028.817274,1080,332.271514
11936.867054,1080,332.93174
9836.216868,1080,334.342957
13324.863778,1080,334.982379
12865.001186,1080,336.36589
4602.871867,1080,336.998421
5219.666816,1080,338.212969
8330.01233,1080,338.822376
7844.46685,1080,340.21063
12576.454435,1080,340.81673
9860.682184,1080,342.242338
11758.97283,1080,342.849763
10001.515027,1080,344.254857
11765.660796,1080,344.857042
11158.107875,1080,346.332086
10628.479305,1080,346.953294
6595.011901,1080,348.410982
11163.183282,1080,349.802459
11369.163824,1080,350.501625
9503.148207,1080,352.004271
10272.502951,1080,352.667275
10616.730518,1080,354.08254
12638.030747,1080,354.717638
11374.829056,1080,356.061414
10260.157006,1080,356.716765
8696.475689,1080,358.068847
9537.528242,1080,358.70576
12355.705862,1080,360.040488
4509.991231,1080,360.657203
10134.227118,1080,362.186675
10636.587872,1080,362.807333
11474.154609,1080,364.301581
2971.536646,1080,364.925049
10331.388519,1080,366.264431
9791.797419,1080,366.86971
8246.684771,1080,368.32555
12150.450699,1080,369.691403
12228.225275,1080,370.358742
7380.909903,1080,371.783432
9692.40914,1080,372.441283
8977.685108,1080,373.93539
11948.360368,1080,374.569719
12643.272696,1080,375.981037
10813.888651,1080,376.588173
6892.223972,1080,378.012686
11445.614388,1080,378.630281
7527.097259,1080,380.049723
7000.975409,1080,380.677763
8626.698482,1080,382.231162
9892.205274,1080,382.874094
7900.108413,1080,384.391237
11041.882731,1080,385.014006
11599.919312,1080,386.432037
9451.561063,1080,387.024391
8881.753126,1080,388.426617
4526.986309,1080,389.730525
9445.321901,1080,390.373038
9230.198805,1080,391.647045
8806.0136,1080,392.266069
5491.816834,1080,393.635575
4948.807655,1080,394.251092
13048.925644,1080,395.732099
10947.392326,1080,396.337488
6651.808245,1080,397.702144
10076.753755,1080,398.300395
9988.085597,1080,399.782058
9355.752597,1080,400.388566
12417.929847,1080,401.850086
13026.537162,1080,402.508593
11313.539065,1080,403.942188
9869.419557,1080,404.570725
14022.945736,1080,406.054774
11066.63049,1080,407.380808
9847.975951,1080,408.04181
7776.967222,1080,409.516254
13565.831558,1080,410.14876
10331.002487,1080,411.671766
8867.833008,1080,412.310378
8547.436313,1080,413.641467
13032.501918,1080,414.271088
8245.397222,1080,415.765107
13052.987217,1080,416.38623
11094.071611,1080,417.853537
7913.02667,1080,418.479076
12874.796601,1080,419.88017
12263.069843,1080,420.497765
8428.632813,1080,421.962837
11551.329856,1080,422.571682
12501.29749,1080,424.045911
10176.30336,1080,424.672492
6875.937008,1080,426.138396
9184.2364,1080,427.578797
11086.565383,1080,428.237949
11831.780404,1080,429.562219
7609.784226,1080,430.221842
9931.86471,1080,431.629376
12364.722984,1080,432.24198
7941.958588,1080,433.675772
5095.162082,1080,434.314728
9699.987213,1080,435.830478
9960.171559,1080,436.461355
10385.503265,1080,437.706618
11396.5661,1080,438.324061
9904.893788,1080,439.74112
13330.310051,1080,440.359412
10405.577602,1080,441.742862
10761.201102,1080,442.34847
8275.798327,1080,443.638227
10518.106305,1080,444.972804
10287.59447,1080,445.650581
6240.79416,1080,446.947751
9990.556703,1080,447.611593
10798.349848,1080,449.05734
4641.205525,1080,449.69904
6676.279753,1080,451.100797
11142.030192,1080,451.730166
4494.542599,1080,453.193313
2401.949646,1080,453.816726
7838.898357,1080,455.210045
6857.298203,1080,455.835454
-930.115381,1080,457.288789
7866.997641,1080,457.941926
5859.499657,1080,459.364259
-1548.916872,1080,459.974715
10919.933673,1080,461.316729
9813.60508,1080,461.941747
12653.910494,1080,463.236816
6719.57961,1080,464.525571
5306.170439,1080,465.205325
10542.443441,1080,466.418888
9837.874614,1080,467.103594
6835.496063,1080,468.434637
8726.35423,1080,469.070406
7380.205911,1080,470.587584
10275.414077,1080,471.204009
11563.097513,1080,472.546088
2078.597781,1080,473.163905
6840.119109,1080,474.519524
9567.066506,1080,475.141479
12074.954945,1080,476.410226
9292.816348,1080,477.036396
951.540089,1080,478.344025
9278.229581,1080,478.971885
8305.424588,1080,480.426873
10556.063854,1080,481.044792
8042.452647,1080,482.404293
7320.782107,1080,483.818384
3943.795958,1080,484.470952
8575.971001,1080,485.837222
10047.477654,1080,486.497222
4187.945661,1080,487.813269
7680.273544,1080,488.447435
5726.293665,1080,489.950203
8153.996163,1080,490.552976
7432.297622,1080,491.921625
10616.956426,1080,492.548055
11789.020096,1080,494.054044
10806.807034,1080,494.681208
4003.563779,1080,496.096909
10742.571353,1080,496.708718
6546.262351,1080,498.106044
10091.780881,1080,498.714673
9207.548953,1080,500.206691
9486.662603,1080,501.570914
11397.901965,1080,502.256776
10266.151951,1080,503.596691
6814.00156,1080,504.274916
7307.156847,1080,505.795291
7972.313173,1080,506.414327
7143.235181,1080,507.820611
11699.950444,1080,508.437603
9807.184525,1080,509.883131
2511.339289,1080,510.504948
8763.108992,1080,512.041173
9458.31259,1080,512.636921
8770.989129,1080,514.142797
9002.084276,1080,514.763285
9905.800879,1080,516.28615
9320.520307,1080,516.893207
7858.429872,1080,518.437163
12021.881222,1080,519.052379
10275.677494,1080,520.378969
10264.977214,1080,521.801597
4155.885408,1080,522.481212
8075.278023,1080,523.848918
5308.186526,1080,524.478394
10679.040793,1080,525.797571
7060.611756,1080,526.437501
4071.591357,1080,527.921902
9335.273182,1080,528.531072
5519.564749,1080,529.890133
5096.923836,1080,530.50944
3523.768282,1080,531.953342
5824.618559,1080,532.593066
3948.875059,1080,533.946781
1313.127032,1080,534.560714
11275.420814,1080,535.900881
11323.812016,1080,536.513959
5468.27484,1080,537.921922
7334.251392,1080,538.558378
12471.922443,1080,539.987719
5675.69855,1080,541.254063
8123.707096,1080,541.907047
2583.043108,1080,543.200693
2962.648656,1080,543.831726
7516.516935,1080,545.273865
10215.824546,1080,545.897256
4288.518666,1080,547.298067
9168.155765,1080,547.917174
11119.571746,1080,549.409326
6114.632909,1080,550.024097
6111.754022,1080,551.31235
7401.127532,1080,551.936901
1227.630956,1080,553.515647
