#{"t_start": 1776435465.5946345, "env_id": "None"}
r,l,t
-15706.236213,845,1.707555
-19510.613536,735,2.156885
-17547.874478,976,3.457032
-20980.092642,910,3.990067
-23564.054664,1080,5.369008
-16616.550279,1080,5.979918
-17898.125093,1080,7.408336
-23702.520489,1080,8.042015
-18232.354114,1080,9.37114
-24192.126357,1080,9.990373
-21041.787828,1080,11.395416
-26473.906434,1080,12.010417
-5601.381769,1080,13.35418
-19829.383922,1080,13.995806
-10837.526454,1080,15.407156
-7991.594572,1080,16.70076
-19061.37407,1080,17.387795
-19510.218792,1080,18.700408
-18174.08847,1080,19.347464
-13758.235536,1080,20.722419
-4249.516361,1080,21.35505
-16966.847455,1080,22.774749
-14791.629016,1080,23.396031
-17532.360046,1080,24.771749
-504.077487,1080,25.387301
-7706.332797,1080,26.794775
-17888.854893,1080,27.418307
-20075.706332,1080,28.789739
-10223.075147,1080,29.422266
-18725.896898,1080,30.788355
-23619.585725,1080,31.420346
-23551.694703,1080,32.848879
-13762.135569,1080,33.472513
-10175.603579,1080,34.878989
-13064.609897,1080,36.213274
-20122.434808,1080,36.868125
-20050.934082,1080,38.193097
-15722.964294,1080,38.834919
-17217.946219,1080,40.156754
-17405.515056,1080,40.767188
-7031.659901,1080,42.189138
-12215.209245,1080,42.823384
-15340.967171,1080,44.266165
-15960.702886,1080,44.896117
-13860.832637,1080,46.260478
-20428.455827,1080,46.892255
-10019.07365,1080,48.300416
-15209.743442,1080,48.943425
-22461.568062,1080,50.427153
-13636.330303,1080,51.310538
-12848.978408,1080,52.663651
-11831.723226,1080,53.95352
-18827.316554,1080,54.646204
-11076.024679,1080,56.043553
-10946.636584,1080,56.707551
-11878.178544,1080,58.13769
-5832.631747,1080,58.758338
-10526.836684,1080,60.10991
-15069.147098,1080,60.725068
-9000.348628,1080,62.052669
-16602.689049,1080,62.679054
-14569.693586,1080,64.035669
-15903.649111,1080,64.657769
-8944.858366,1080,66.079346
-13974.318848,1080,66.687466
-5693.786426,1080,68.099541
-10121.834148,1080,68.716301
-17238.389892,1080,70.107689
-17203.44728,1080,70.739937
-16562.338145,1080,72.096883
-14391.26021,1080,73.384572
-10969.491992,1080,74.062551
-15966.602443,1080,75.3043
-7887.223658,1080,75.979155
-15672.89337,1080,77.312786
-19465.074544,1080,77.923978
-18971.118329,1080,79.278571
-13813.078064,1080,79.918251
-14288.246291,1080,81.358197
-18331.221259,1080,82.002009
-17183.706936,1080,83.401093
-11991.624017,1080,84.034585
-22094.38014,1080,85.360725
-18062.897234,1080,85.972777
-20174.684652,1080,87.329168
-13464.548965,1080,87.956189
-15719.232173,1080,89.373706
-16782.375085,1080,89.995923
-12438.173825,1080,91.319082
-18868.570559,1080,92.632733
-15755.538666,1080,93.300168
-13407.694345,1080,94.659566
-18097.306238,1080,95.319914
-13136.138152,1080,96.800435
-18585.47974,1080,97.418999
-15531.623579,1080,98.804597
-7857.423853,1080,99.416297
-17838.640347,1080,100.802715
-13005.372289,1080,101.426013
-15151.645506,1080,103.125041
-12746.699428,1080,103.759497
-21538.651956,1080,105.127929
-13183.846227,1080,105.755365
-18629.576387,1080,107.176504
-18176.638484,1080,107.799355
-20868.916003,1080,109.139368
-20075.832931,1080,110.465697
-13200.050327,1080,111.149739
-20092.652165,1080,112.47659
-17260.729318,1080,113.140888
-20566.634315,1080,114.581946
-9719.101129,1080,115.220237
-17805.285002,1080,116.623478
-6007.110703,1080,117.243476
-9341.027764,1080,118.624485
-11472.1553,1080,119.250146
-11202.001463,1080,120.669488
-12964.852521,1080,121.275654
-11149.952746,1080,122.683279
-11277.94995,1080,123.308003
-7691.031577,1080,124.684694
-10055.131817,1080,125.301697
-8608.91816,1080,126.663283
-14319.620645,1080,127.26644
-10255.718309,1080,128.655777
-13318.956484,1080,130.011726
-13157.648745,1080,130.692292
-15151.858777,1080,132.094849
-15004.888321,1080,132.764575
-10623.92345,1080,134.188898
-9704.149714,1080,134.802171
-10684.916034,1080,136.197727
-7779.751369,1080,136.828171
-11890.046248,1080,138.260441
-12467.117101,1080,138.895757
-13505.958351,1080,140.251343
-18481.539364,1080,140.881393
-11674.069822,1080,142.248674
-14211.32283,1080,142.868257
-16454.29662,1080,144.242232
-14003.884534,1080,144.866601
-10948.911536,1080,146.218242
-15344.175347,1080,146.850206
-17214.558881,1080,148.217157
-17163.132607,1080,149.520165
-17451.443763,1080,150.196079
-8659.745298,1080,151.631393
-7429.053053,1080,152.268384
-10808.469409,1080,153.585402
-9516.108317,1080,154.465954
-6975.229544,1080,155.793375
-9441.400442,1080,156.417734
-6427.436071,1080,157.756089
-7614.428897,1080,158.375504
-11523.053846,1080,159.842807
-14259.606879,1080,160.468478
-11293.584613,1080,161.834282
-13912.944012,1080,162.466383
-8381.124705,1080,163.836293
-7920.773629,1080,164.457596
-9562.656848,1080,165.777211
-7557.904589,1080,167.048148
-7787.147261,1080,167.74216
-18964.754036,1080,169.049778
-8041.577004,1080,169.69179
-9171.90647,1080,171.026401
-9173.407451,1080,171.643418
-10590.355245,1080,173.006742
-8184.452638,1080,173.621437
-10094.090568,1080,174.987312
-8424.15146,1080,175.613378
-7305.821519,1080,177.040552
-7524.157308,1080,177.659321
-12936.928267,1080,179.009597
-10927.734332,1080,179.640009
-12042.997198,1080,181.030632
-13530.797163,1080,181.648652
-7150.23762,1080,182.958985
-21610.582476,1080,183.572341
-9913.418461,1080,184.951153
-6058.925644,1080,186.327594
-9132.098319,1080,186.989772
-12172.668754,1080,188.369542
-10500.580926,1080,189.020791
-10840.489782,1080,190.444591
-8380.390529,1080,191.073472
-16628.176918,1080,192.457133
-9350.963938,1080,193.070754
-9969.079229,1080,194.449956
-7523.837137,1080,195.082054
-9900.678222,1080,196.476502
-8788.052212,1080,197.089483
-7367.283408,1080,198.450069
-7070.767659,1080,199.082322
-8464.802887,1080,200.442014
-6369.726928,1080,201.05453
-6496.008674,1080,202.407743
-8352.737888,1080,203.046752
-6330.119566,1080,204.427652
-6495.9218,1080,206.041515
-8743.474366,1080,206.667014
-5368.116753,1080,208.047767
-9894.718487,1080,208.673601
-7217.729594,1080,210.007707
-7731.783687,1080,210.613872
-7677.409521,1080,211.964757
-8737.905276,1080,212.599452
-7851.89416,1080,213.967124
-7898.644087,1080,214.581627
-10100.909002,1080,215.995066
-11071.936461,1080,216.61189
-12311.823085,1080,217.972044
-11563.685324,1080,218.586707
-11875.95475,1080,219.909384
-16106.116882,1080,220.529558
-8761.284902,1080,221.89177
-10233.868958,1080,223.263824
-11448.860362,1080,223.939533
-13839.737301,1080,225.290018
-13382.749491,1080,225.950992
-13769.015824,1080,227.288539
-16327.973412,1080,227.910983
-11583.021801,1080,229.316124
-12313.716359,1080,229.924211
-11335.854227,1080,231.297525
-14220.503483,1080,231.915045
-11291.916234,1080,233.308078
-9956.241731,1080,233.920928
-11751.588532,1080,235.316587
-9232.009837,1080,235.92011
-8776.520745,1080,237.276742
-9693.591289,1080,237.898658
-12113.448686,1080,239.293185
-11917.468561,1080,239.892691
-12092.542399,1080,241.265212
-11075.99651,1080,242.612457
-17466.915039,1080,243.308193
-9105.361875,1080,244.69144
-18479.726972,1080,245.329906
-11209.604405,1080,246.755803
-10766.144357,1080,247.366777
-10136.94791,1080,248.739896
-11469.238524,1080,249.36104
-11123.832785,1080,250.791931
-12717.337546,1080,251.423383
-15079.118831,1080,252.819942
-9888.224196,1080,253.446439
-12643.415086,1080,254.824958
-11569.29261,1080,255.45164
-14309.127224,1080,257.0186
-9603.430534,1080,257.66655
-12484.758936,1080,259.002848
-11486.486517,1080,260.336567
-9221.483291,1080,261.061111
-10429.608755,1080,262.462384
-8977.087764,1080,263.10761
-10124.237966,1080,264.469107
-10031.375796,1080,265.098476
-12606.690068,1080,266.523748
-11805.633083,1080,267.137149
-10734.884365,1080,268.471179
-11212.282948,1080,269.096704
-11277.389236,1080,270.39712
-9838.683692,1080,271.022968
-11658.352192,1080,272.337624
-13593.069528,1080,272.953485
-10424.972205,1080,274.224938
-12807.861178,1080,274.844988
-12134.912581,1080,276.214203
-11947.083299,1080,276.829473
-6602.756862,1080,278.156439
-11580.157984,1080,279.48806
-11577.94329,1080,280.162597
-13699.598496,1080,281.519299
-13196.842333,1080,282.157041
-8154.262037,1080,283.566558
-14935.181173,1080,284.191161
-14506.817098,1080,285.582041
-13126.523815,1080,286.197044
-13626.416945,1080,287.534721
-7603.832616,1080,288.159169
-12898.403983,1080,289.593226
-16540.028289,1080,290.212963
-12127.404323,1080,291.568741
-11230.570738,1080,292.177432
-11782.759527,1080,293.577768
-13381.246356,1080,294.202193
-10626.411826,1080,295.673936
-12604.144177,1080,296.292751
-13039.148973,1080,297.645625
-13196.160269,1080,298.972072
-11948.128932,1080,299.643574
-11628.552309,1080,300.956093
-10592.401152,1080,301.589612
-9664.559665,1080,302.924129
-12839.878917,1080,303.526154
-12565.050345,1080,304.992658
-11216.222305,1080,305.611589
-10975.278961,1080,307.009937
-9372.874978,1080,307.854452
-11559.247374,1080,309.167153
-11642.886481,1080,309.782222
-13568.388627,1080,311.11455
-14413.861798,1080,311.734017
-14817.950427,1080,313.104954
-16717.6781,1080,313.730756
-13973.094977,1080,315.153447
-11880.3997,1080,316.43913
-12281.894812,1080,317.131051
-12198.848854,1080,318.413612
-12115.463246,1080,319.056859
-13504.721736,1080,320.41636
-13571.177237,1080,321.043246
-10288.618682,1080,322.454769
-10656.672017,1080,323.07779
-12722.965802,1080,324.50606
-13600.580161,1080,325.130649
-11223.396086,1080,326.494243
-11969.193379,1080,327.125177
-13026.355888,1080,328.475424
-9409.495959,1080,329.093747
-11077.119895,1080,330.489053
-12443.978485,1080,331.100996
-10351.661408,1080,332.376845
-14806.848159,1080,333.005302
-9632.789338,1080,334.341548
-10983.888541,1080,335.595056
-14952.985312,1080,336.279368
-11384.091468,1080,337.653934
-11545.304968,1080,338.288278
-10064.879157,1080,339.628555
-10418.040274,1080,340.235932
-9065.17296,1080,341.533641
-10434.313753,1080,342.145229
-11207.717878,1080,343.566588
-11638.637624,1080,344.179206
-12694.166257,1080,345.5882
-10312.529771,1080,346.184555
-10432.109934,1080,347.513256
-10033.083548,1080,348.116665
-10376.329666,1080,349.48241
-11859.571505,1080,350.091911
-14676.484831,1080,351.44292
-10292.378892,1080,352.046645
-12274.697435,1080,353.413669
-10247.391626,1080,354.646915
-11980.967965,1080,355.323671
-7352.878775,1080,356.68493
-11225.821134,1080,357.309987
-10564.523246,1080,358.918475
-15785.548444,1080,359.531028
-11222.062947,1080,360.909533
-10763.677869,1080,361.526871
-11538.681475,1080,362.883098
-10701.524555,1080,363.498094
-14070.110717,1080,364.85966
-10944.771807,1080,365.466966
-9417.411814,1080,366.823798
-8230.588897,1080,367.422685
-11286.464728,1080,368.818026
-9626.41478,1080,369.444625
-11121.387618,1080,370.806289
-8397.157389,1080,372.162451
-8488.584317,1080,372.837724
-10415.403445,1080,374.13457
-10404.861079,1080,374.792783
-9137.918138,1080,376.270246
-9774.080141,1080,376.890654
-12584.020018,1080,378.296969
-10168.25108,1080,378.90295
-10321.353108,1080,380.282671
-11639.390223,1080,380.903223
-8020.4997,1080,382.231731
-10995.043534,1080,382.840478
-10677.188444,1080,384.255542
-13635.931812,1080,384.872793
-10455.274022,1080,386.267238
-12917.451793,1080,386.884213
-10402.525893,1080,388.25446
-9692.399559,1080,388.87916
-10989.302257,1080,390.303181
-14786.46282,1080,391.582873
-16150.096371,1080,392.234548
-11021.128222,1080,393.576139
-13756.532364,1080,394.222631
-12599.508753,1080,395.636072
-10728.677032,1080,396.263938
-11542.596425,1080,397.623752
-13614.629832,1080,398.238348
-14608.860449,1080,399.608651
-13902.61344,1080,400.233546
-10337.992663,1080,401.607283
-15256.842887,1080,402.213839
-11485.245227,1080,403.631503
-12720.409491,1080,404.255329
-14523.658158,1080,405.640817
-13185.32039,1080,406.266973
-10204.353753,1080,407.675619
-15359.37613,1080,408.298365
-14080.093699,1080,409.906365
-10621.174982,1080,411.264968
-12944.298159,1080,411.925037
-12266.519814,1080,413.304655
-13779.334021,1080,413.939045
-12885.751677,1080,415.347366
-12005.579677,1080,415.960848
-11858.173266,1080,417.386764
-11977.876945,1080,418.001035
-9041.333042,1080,419.255918
-12058.420737,1080,419.868529
-15981.517012,1080,421.226225
-16923.545042,1080,421.854379
-16633.795684,1080,423.209589
-16111.943393,1080,423.838803
-12301.993654,1080,425.178895
-16277.405727,1080,425.80341
-17857.527505,1080,427.151749
-14843.731895,1080,428.437841
-12095.575718,1080,429.131039
-12486.713784,1080,430.414131
-15318.568342,1080,431.073042
-14408.470816,1080,432.353601
-12226.416906,1080,432.98271
-14536.648263,1080,434.410933
-12089.321853,1080,435.038199
-11200.814997,1080,436.479476
-15712.544975,1080,437.096699
-11112.042818,1080,438.453496
-9771.356469,1080,439.084341
-12458.818816,1080,440.445583
-7710.612758,1080,441.060507
-13964.14413,1080,442.474487
-11721.372166,1080,443.082278
-10161.000553,1080,444.371595
-10266.931085,1080,444.986533
-10936.62823,1080,446.407263
-10255.595537,1080,447.763149
-9137.379475,1080,448.446702
-11612.697056,1080,449.81932
-9576.004547,1080,450.453315
-12489.239897,1080,451.871031
-10097.789398,1080,452.490793
-11232.32261,1080,453.835152
-10283.844753,1080,454.463735
-11593.211468,1080,455.791299
-13090.156371,1080,456.413677
-10100.891487,1080,457.838399
-9554.871253,1080,458.455271
-7721.291655,1080,459.795795
-15368.044181,1080,460.669251
-7992.648103,1080,462.134319
-10246.443668,1080,462.743551
-11304.983541,1080,464.163748
-10263.125633,1080,464.781954
-10138.471568,1080,466.162751
-10817.652855,1080,467.524757
-10731.800387,1080,468.200968
-11230.927251,1080,469.594212
-10344.428963,1080,470.222954
-10795.242042,1080,471.572782
-11142.058267,1080,472.185493
-11512.537567,1080,473.565295
-10099.464496,1080,474.206048
-12009.924424,1080,475.612274
-9552.254559,1080,476.223397
-9768.197002,1080,477.623842
-10883.690925,1080,478.248363
-10808.208548,1080,479.678529
-10887.589017,1080,480.302289
-9988.644249,1080,481.717384
-11474.332461,1080,482.33214
-10325.5257,1080,483.676904
-8993.342573,1080,484.970666
-7511.444878,1080,485.667417
-3525.633374,1080,487.084427
-7282.843803,1080,487.733898
-10137.410321,1080,489.08876
-9316.908374,1080,489.715006
-9127.419505,1080,491.119715
-10194.145743,1080,491.737746
-10124.931602,1080,493.100384
-12220.396164,1080,493.707669
-13208.930332,1080,495.024836
-10500.108752,1080,495.649603
-10049.711331,1080,496.980024
-10119.888909,1080,497.597844
-11439.264313,1080,498.9182
-10892.672804,1080,499.548814
-15622.473272,1080,500.965022
-11939.793191,1080,501.595249
-10735.029856,1080,502.998876
-10044.427091,1080,504.348052
-13204.013466,1080,505.004842
-11243.577269,1080,506.358599
-13386.906085,1080,506.997397
-12288.155423,1080,508.388297
-17550.767968,1080,508.998571
-11498.972168,1080,510.317117
-10994.737065,1080,510.933913
-14297.983941,1080,512.615522
-10301.24386,1080,513.248629
-11625.362428,1080,514.65948
-11903.108023,1080,515.286319
-13071.506106,1080,516.652925
-11006.307344,1080,517.255605
-13198.396326,1080,518.608165
-11586.689693,1080,519.213178
-11893.753001,1080,520.539689
-12536.793104,1080,521.887319
-12080.660126,1080,522.543388
-17431.069014,1080,523.884582
-10265.497911,1080,524.549784
-11684.138565,1080,525.948495
-11507.31465,1080,526.573753
-13982.381109,1080,527.859679
-11467.873819,1080,528.48042
-11003.50649,1080,529.847913
-11033.959167,1080,530.472901
-11517.906356,1080,531.844043
-12456.437725,1080,532.465472
-13760.089538,1080,533.85278
-9357.973183,1080,534.470819
-11595.606763,1080,535.792429
-9515.490793,1080,536.411654
-10778.618849,1080,537.817841
-10948.322459,1080,538.433469
-11532.935938,1080,539.794073
-15500.580866,1080,541.113998
-9871.817027,1080,541.786837
-12383.086561,1080,543.170871
-10835.992413,1080,543.825974
-10419.238792,1080,545.217041
-8970.151632,1080,545.837186
-12072.083248,1080,547.305415
-9691.493839,1080,547.920847
-11378.605501,1080,549.302589
-11402.855391,1080,549.918845
-12077.062326,1080,551.316849
-13079.286354,1080,551.926548
-10482.575014,1080,553.304046
-14914.591638,1080,553.922081
-12143.497805,1080,555.287304
-11207.291384,1080,555.91593
-12776.90713,1080,557.317729
-14681.537033,1080,557.951194
-11962.168301,1080,559.38452
-9932.17238,1080,560.670922
-10303.599827,1080,561.331298
-12007.825291,1080,562.705875
-10674.831625,1080,563.575801
-11167.561361,1080,565.011726
-11829.44534,1080,565.632444
-11455.873065,1080,566.963005
-11520.421616,1080,567.588815
-11509.936584,1080,569.04497
-11349.070262,1080,569.668659
-11632.655146,1080,571.073578
-12419.878607,1080,571.697751
-8903.503769,1080,573.122403
-17018.568143,1080,573.7497
-9173.59394,1080,575.247082
-14309.072287,1080,575.864892
-11893.095482,1080,577.206671
-9379.350879,1080,578.520446
-10844.736465,1080,579.190632
-12350.961225,1080,580.555928
-11323.62846,1080,581.203684
-10621.559742,1080,582.560008
-10133.358107,1080,583.174103
-9440.946844,1080,584.498784
-10922.866496,1080,585.117603
-10934.857568,1080,586.5619
-8073.419693,1080,587.16808
-12188.432044,1080,588.541678
-9904.400824,1080,589.154192
-12454.111569,1080,590.545604
-11447.116251,1080,591.162596
-11555.975875,1080,592.507795
-11793.883546,1080,593.116729
-9054.363166,1080,594.482039
-11990.775811,1080,595.11738
-11860.369338,1080,596.548723
-11353.847443,1080,597.900034
-13260.917026,1080,598.577692
-12849.912306,1080,599.960346
-14720.52634,1080,600.594207
-12657.444451,1080,601.960072
-12231.649216,1080,602.56879
-11250.449371,1080,603.914533
-10780.053405,1080,604.537178
-11271.680941,1080,605.895945
-14309.908067,1080,606.505468
-11973.713721,1080,607.89873
-12335.630699,1080,608.523235
-14701.725898,1080,609.87992
