step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1230,0.3,0_加速,14.3 -> 42.8,0.001 -> 0.005,0.0,0.0,0.0,-6.0,-6.0
1240 -> 1240,0.1,2_ブレーキ,30.2 -> 30.2,0.008 -> 0.008,0.0,0.0,0.0,-2.0,-2.0
1250 -> 1260,0.2,1_惰行,29.9 -> 29.6,0.010 -> 0.012,0.0,0.0,0.0,-4.0,-4.0
1270 -> 1290,0.3,0_加速,43.9 -> 72.3,0.015 -> 0.024,0.0,0.0,0.0,-6.0,-6.0
1300 -> 1300,0.1,2_ブレーキ,59.7 -> 59.7,0.030 -> 0.030,0.0,0.0,0.0,-2.0,-2.0
1310 -> 1410,1.1,0_加速,73.9 -> 207.0,0.035 -> 0.146,0.0,0.0,0.0,-22.0,-22.0
1420 -> 1420,0.1,1_惰行,206.2 -> 206.2,0.162 -> 0.162,0.0,0.0,0.0,-2.0,-2.0
1430 -> 1500,0.8,0_加速,215.5 -> 264.8,0.178 -> 0.309,0.0,0.0,0.0,-16.0,-16.0
1510 -> 1510,0.1,2_ブレーキ,252.2 -> 252.2,0.329 -> 0.329,0.0,0.0,0.0,-2.0,-2.0
1520 -> 1610,1.0,0_加速,258.3 -> 300.9,0.349 -> 0.544,0.0,0.0,0.0,-20.0,-20.0
1620 -> 1620,0.1,1_惰行,299.7 -> 299.7,0.568 -> 0.568,0.0,0.0,0.0,-2.0,-2.0
1630 -> 1790,1.7,0_加速,303.5 -> 349.6,0.591 -> 0.996,0.0,0.0,0.0,-34.0,-34.0
1800 -> 1800,0.1,0_加速,351.9 -> 351.9,1.023 -> 1.023,270.7,0.0,-0.5,-10.0,260.2
1810 -> 1810,0.1,0_加速,354.1 -> 354.1,1.051 -> 1.051,272.5,0.0,-0.5,-10.0,262.0
1820 -> 1820,0.1,0_加速,356.4 -> 356.4,1.078 -> 1.078,274.2,0.0,-0.5,-10.0,263.8
1830 -> 1830,0.1,0_加速,358.6 -> 358.6,1.106 -> 1.106,275.9,0.0,-0.5,-10.0,265.5
1840 -> 1840,0.1,0_加速,360.7 -> 360.7,1.133 -> 1.133,277.6,0.0,-0.5,-10.0,267.2
1850 -> 1850,0.1,0_加速,362.9 -> 362.9,1.161 -> 1.161,279.2,0.0,-0.5,-10.0,268.8
1860 -> 1860,0.1,0_加速,365.0 -> 365.0,1.189 -> 1.189,280.9,0.0,-0.5,-10.0,270.5
1870 -> 1870,0.1,0_加速,367.0 -> 367.0,1.218 -> 1.218,282.5,0.0,-0.5,-10.0,272.1
1880 -> 1880,0.1,0_加速,369.1 -> 369.1,1.246 -> 1.246,284.1,0.0,-0.5,-10.0,273.7
