step,position_km,velocity_kmh,action,tve_reward,tce_penalty,ic_penalty,ef_penalty,sl_penalty,de_bonus,step_total_reward
1210,0.0006055550632043224,14.26761302947998,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1220,0.002311585637942848,28.525201034545898,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1230,0.005117273743093017,42.77165336608887,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1240,0.009021709924256447,57.00578727722168,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1250,0.014023893556691598,71.22642517089844,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1260,0.01898503735663673,58.626425170898436,2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1270,0.024112202448361496,72.8454460144043,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1280,0.030335893448963897,87.04966278076172,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1290,0.03651796617406213,74.44966278076173,2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1300,0.04286536603490815,88.6521354675293,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1310,0.04968920242199419,88.26096725463867,1,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1320,0.056482894141101,87.87069168090821,1,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1330,0.06386522971758649,102.05797576904297,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1340,0.07234153982470826,116.22804565429688,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1350,0.08191044742849168,130.37974090576174,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1360,0.09194954473443423,129.88350219726564,1,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1370,0.10257132323449376,144.01639709472656,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1380,0.11428273430982465,158.12865142822267,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1390,0.1270821381021263,172.21915283203126,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1400,0.13983593090708538,159.61915283203126,2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1410,0.15275024255727432,173.70729217529296,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1420,0.16672428671757739,186.59837493896484,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1430,0.18159260384741333,197.5322708129883,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1440,0.1972647336437139,207.54667968750002,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1450,0.21274441522324017,194.9466796875,2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1460,0.22725187458054422,182.3466796875,2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1470,0.2418081906309236,193.6509246826172,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1480,0.25719474007510684,203.98628540039064,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1490,0.2733423276109692,213.48028564453125,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1500,0.2901906596061592,222.23909454345704,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1510,0.30680401584667805,209.63909454345705,2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1520,0.32336864078824035,218.69100494384767,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1530,0.34060224827831975,227.06170806884765,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1540,0.35845578683429896,234.83191223144533,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1550,0.37653949428691463,233.98321838378908,1,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1560,0.3949065795776611,241.27833251953126,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1570,0.41298901347277966,228.6783462524414,2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1580,0.43009922514567595,216.0783462524414,2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1590,0.4471395948112429,224.64227142333985,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1600,0.4648138234246524,232.58312072753907,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1610,0.48307695833085534,239.97277221679687,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1620,0.5018891312056877,246.87251586914064,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1630,0.5212148254283289,253.33503112792968,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1640,0.5410222712744173,259.40569152832035,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1650,0.5612829430685519,265.1239379882813,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1660,0.581971138343978,270.52418518066406,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1670,0.602802521507357,269.525830078125,1,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1680,0.623820224166013,274.6905029296875,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1690,0.6452249816812629,279.5891143798828,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1700,0.6669972983321827,284.24558715820314,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1710,0.6891194118104255,288.681234741211,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1720,0.7115750998875965,292.91498107910155,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1730,0.7343495136203421,296.9637451171875,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1740,0.7567286596099145,284.36374511718753,2,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1750,0.7788596537830367,288.7938995361328,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1760,0.8013238193724352,293.0226196289063,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1770,0.8241063411572334,297.0667694091797,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1780,0.8471936292054333,300.941455078125,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1790,0.8705731936463609,304.6602996826172,0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0
1800,0.8942335353438382,308.235498046875,0,236.6034169747718,0.0,0.0,-0.5,-10.0,0.0,226.1034169747718
1810,0.9181640501200404,311.678173828125,0,239.30514776202244,0.0,0.0,-0.5,-10.0,0.0,228.80514776202244
1820,0.9423549445764735,314.9983795166016,0,241.90894456432943,0.0,0.0,-0.5,-10.0,0.0,231.40894456432943
1830,0.9667971618803826,318.2052337646484,0,244.42217303909274,0.0,0.0,-0.5,-10.0,0.0,233.92217303909274
1840,0.991482316147595,321.30711364746094,0,246.85154267212283,0.0,0.0,-0.5,-10.0,0.0,236.35154267212283
1850,1.0164026342683077,324.31162719726564,0,249.2031812071275,0.0,0.0,-0.5,-10.0,0.0365692002446586,238.73975040737216
1860,1.0415509041999589,327.2257507324219,0,251.48269931651157,0.0,0.0,-0.5,-10.0,0.041469064370956335,241.02416838088251
1870,1.0669204288984393,330.05596618652345,0,253.69524698480518,0.0,0.0,-0.5,-10.0,0.047077507345539386,243.24232449215071
1880,1.0925049851812516,332.80812377929686,0,255.84556282812287,0.0,0.0,-0.5,-10.0,0.053501950828565355,245.39906477895144
1890,1.1182987869184398,335.4877166748047,0,257.9380173718812,0.0,0.0,-0.5,-10.0,0.060866754711317944,247.49888412659251
1900,1.144129588606724,334.17869567871094,1,258.3080168828417,0.0,-2.0,0.0,-10.0,0.06925817124678253,246.37727505408847
1910,1.1700276459257024,336.82337951660156,0,258.9805731897843,0.0,-2.0,-0.5,-10.0,0.07883297872452291,246.55940616850884
1920,1.196126976585901,339.40296936035156,0,260.9933066019869,0.0,0.0,-0.5,-10.0,0.08982183294725214,250.58312843493414
1930,1.222422752821001,341.9219970703125,0,262.95776235099993,0.0,0.0,-0.5,-10.0,0.10244304191797865,252.5602053929179
1940,1.248910482105791,344.3846923828125,0,264.8772928479002,0.0,0.0,-0.5,-10.0,0.11694989578765623,254.49424274368786
1950,1.2755859843718589,346.7949554443359,0,266.7550226606784,0.0,0.0,-0.5,-10.0,0.13363645802391036,256.38865911870226
1960,1.3024453714456727,349.1564666748047,0,268.5938707381388,0.0,0.0,-0.5,-10.0,0.15284434470166358,258.24671508284047
1970,1.3294850284741835,351.47263183593753,0,270.3965702851076,0.0,0.0,-0.5,-10.0,0.17497066543503115,260.0715409505426
1980,1.3567015971329115,353.74671936035156,0,272.16568658727965,0.0,0.0,-0.5,-10.0,0.20047733081362415,261.86616391809326
1990,1.384091960437187,355.9817779541016,0,273.90363304275525,0.0,0.0,-0.5,-10.0,0.22990196837384155,263.6335350111291
2000,1.4116532289994188,358.1806640625,0,275.61268562231817,0.0,0.0,-0.5,-10.0,0.26387073324035526,265.37655635555853
2010,1.4393827285945053,360.34612426757815,0,277.2949959508651,0.0,0.0,-0.5,-10.0,0.30311335194758615,267.09810930281265
2020,1.467277988912256,362.4806854248047,0,278.95260317750626,0.0,0.0,-0.5,-10.0,0.3484808001921673,268.80108397769845
2030,1.4953367333902687,364.58684692382815,0,280.58744478012784,0.0,0.0,-0.5,-10.0,0.4009660892893825,270.48841086941724
2040,1.5235568700335178,366.66697082519534,0,282.2013664324902,0.0,0.0,-0.5,-10.0,0.4617287242066137,272.16309515669684
2050,1.5519364831381164,368.723226928711,0,283.79613104598604,0.0,0.0,-0.5,-10.0,0.5321235009839049,273.82825454696996
2060,1.580473825846634,370.7578399658203,0,285.373427085176,0.0,0.0,-0.5,-10.0,0.6137344364429255,275.48716152161893
2070,1.6091673134711029,372.77281494140624,0,286.934876244689,0.0,0.0,-0.5,-10.0,0.7084147723222233,277.1432910170112
2080,1.6380155175276496,374.77015686035156,0,288.4820405654676,0.0,0.0,-0.5,-10.0,0.8183341741663344,278.800374739634
2090,1.667017160433638,376.75181579589844,0,290.0164290598826,0.0,0.0,-0.5,-10.0,0.9460344582353497,280.462463518118
2100,1.696171110824461,378.71965942382815,0,291.53950390823127,0.0,0.0,-0.5,-10.0,1.0944954343855442,282.1339993426168
2110,1.7253277646432825,377.17657470703125,1,291.56653818821496,0.0,-2.0,0.0,-10.0,1.2662714746041739,280.83280966281916
2120,1.7545143697254488,379.1416717529297,0,291.86605082166295,0.0,-2.0,-0.5,-10.0,1.4652263872278073,280.83127720889075
2130,1.7838520983168313,381.09515075683595,0,293.377285913825,0.0,0.0,-0.5,-10.0,1.6967224236530851,284.57400833747806
2140,1.8133401291541251,383.03876953125,0,294.8803083729379,0.0,0.0,-0.5,-10.0,1.9662704153147499,286.34657878825266
2150,1.842977775927489,384.9742858886719,0,296.37646773363883,0.0,0.0,-0.5,-10.0,2.2803451020746333,288.1568128357135
2160,1.8727644848576583,386.90337524414065,0,297.8670893016934,0.0,0.0,-0.5,-10.0,2.6465590822012524,290.01364838389463
