step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1210,0.1,1_惰行,-0.0 -> -0.0,0.000 -> 0.000,0.0,0.0,0.0,0.0,0.0
1220 -> 1230,0.2,0_加速,14.3 -> 28.5,0.001 -> 0.002,0.0,0.0,0.0,-4.0,-4.0
1240 -> 1240,0.1,2_ブレーキ,15.9 -> 15.9,0.004 -> 0.004,0.0,0.0,0.0,-2.0,-2.0
1250 -> 1250,0.1,0_加速,30.2 -> 30.2,0.006 -> 0.006,0.0,0.0,0.0,-2.0,-2.0
1260 -> 1260,0.1,2_ブレーキ,17.6 -> 17.6,0.008 -> 0.008,0.0,0.0,0.0,-2.0,-2.0
1270 -> 1280,0.2,0_加速,31.8 -> 46.1,0.010 -> 0.013,0.0,0.0,0.0,-4.0,-4.0
1290 -> 1290,0.1,2_ブレーキ,33.5 -> 33.5,0.016 -> 0.016,0.0,0.0,0.0,-2.0,-2.0
1300 -> 1330,0.4,0_加速,47.7 -> 90.4,0.019 -> 0.035,0.0,0.0,0.0,-8.0,-8.0
1340 -> 1340,0.1,2_ブレーキ,77.8 -> 77.8,0.041 -> 0.041,0.0,0.0,0.0,-2.0,-2.0
1350 -> 1350,0.1,1_惰行,77.4 -> 77.4,0.047 -> 0.047,0.0,0.0,0.0,-2.0,-2.0
1360 -> 1360,0.1,0_加速,91.6 -> 91.6,0.054 -> 0.054,0.0,0.0,0.0,-2.0,-2.0
1370 -> 1370,0.1,2_ブレーキ,79.0 -> 79.0,0.061 -> 0.061,0.0,0.0,0.0,-2.0,-2.0
1380 -> 1390,0.2,0_加速,93.2 -> 107.4,0.067 -> 0.075,0.0,0.0,0.0,-4.0,-4.0
1400 -> 1400,0.1,1_惰行,106.9 -> 106.9,0.083 -> 0.083,0.0,0.0,0.0,-2.0,-2.0
1410 -> 1410,0.1,2_ブレーキ,94.3 -> 94.3,0.091 -> 0.091,0.0,0.0,0.0,-2.0,-2.0
1420 -> 1420,0.1,1_惰行,93.9 -> 93.9,0.098 -> 0.098,0.0,0.0,0.0,-2.0,-2.0
1430 -> 1490,0.7,0_加速,108.1 -> 190.5,0.106 -> 0.176,0.0,0.0,0.0,-14.0,-14.0
1500 -> 1500,0.1,2_ブレーキ,177.9 -> 177.9,0.190 -> 0.190,0.0,0.0,0.0,-2.0,-2.0
1510 -> 1560,0.6,0_加速,190.0 -> 235.4,0.204 -> 0.287,0.0,0.0,0.0,-12.0,-12.0
1570 -> 1570,0.1,2_ブレーキ,222.8 -> 222.8,0.305 -> 0.305,0.0,0.0,0.0,-2.0,-2.0
1580 -> 1670,1.0,0_加速,230.9 -> 284.1,0.322 -> 0.503,0.0,0.0,0.0,-20.0,-20.0
1680 -> 1680,0.1,1_惰行,283.1 -> 283.1,0.525 -> 0.525,0.0,0.0,0.0,-2.0,-2.0
1690 -> 1790,1.1,0_加速,287.5 -> 323.5,0.547 -> 0.784,0.0,0.0,0.0,-22.0,-22.0
1800 -> 1800,0.1,0_加速,326.4 -> 326.4,0.809 -> 0.809,250.8,0.0,-0.5,-10.0,240.3
1810 -> 1810,0.1,0_加速,329.3 -> 329.3,0.834 -> 0.834,253.1,0.0,-0.5,-10.0,242.6
1820 -> 1820,0.1,2_ブレーキ,316.7 -> 316.7,0.859 -> 0.859,248.7,-4.0,0.0,-10.0,234.7
1830 -> 1830,0.1,0_加速,319.8 -> 319.8,0.884 -> 0.884,245.7,-4.0,-0.5,-10.0,231.2
1840 -> 1840,0.1,0_加速,322.9 -> 322.9,0.908 -> 0.908,248.1,0.0,-0.5,-10.0,237.6
1850 -> 1850,0.1,1_惰行,321.6 -> 321.6,0.933 -> 0.933,248.6,-2.0,0.0,-10.0,236.6
1860 -> 1860,0.1,0_加速,324.6 -> 324.6,0.958 -> 0.958,249.4,-2.0,-0.5,-10.0,236.9
1870 -> 1870,0.1,0_加速,327.5 -> 327.5,0.983 -> 0.983,251.7,0.0,-0.5,-10.0,241.2
1880 -> 1880,0.1,0_加速,330.3 -> 330.3,1.009 -> 1.009,253.9,0.0,-0.5,-10.0,243.4
1890 -> 1890,0.1,0_加速,333.1 -> 333.1,1.034 -> 1.034,256.1,0.0,-0.5,-10.0,245.6
1900 -> 1900,0.1,0_加速,335.8 -> 335.8,1.060 -> 1.060,258.1,0.0,-0.5,-10.0,247.7
1910 -> 1910,0.1,0_加速,338.4 -> 338.4,1.086 -> 1.086,260.2,0.0,-0.5,-10.0,249.7
1920 -> 1920,0.1,0_加速,340.9 -> 340.9,1.112 -> 1.112,262.2,0.0,-0.5,-10.0,251.7
1930 -> 1930,0.1,0_加速,343.4 -> 343.4,1.139 -> 1.139,264.1,0.0,-0.5,-10.0,253.7
1940 -> 1940,0.1,0_加速,345.8 -> 345.8,1.165 -> 1.165,266.0,0.0,-0.5,-10.0,255.6
1950 -> 1950,0.1,0_加速,348.2 -> 348.2,1.192 -> 1.192,267.8,0.0,-0.5,-10.0,257.4
1960 -> 1960,0.1,0_加速,350.5 -> 350.5,1.219 -> 1.219,269.7,0.0,-0.5,-10.0,259.3
1970 -> 1970,0.1,1_惰行,349.1 -> 349.1,1.246 -> 1.246,269.9,-2.0,0.0,-10.0,258.0
1980 -> 1980,0.1,0_加速,351.5 -> 351.5,1.273 -> 1.273,270.4,-2.0,-0.5,-10.0,258.0
1990 -> 1990,0.1,0_加速,353.7 -> 353.7,1.300 -> 1.300,272.2,0.0,-0.5,-10.0,261.8
2000 -> 2000,0.1,0_加速,356.0 -> 356.0,1.328 -> 1.328,273.9,0.0,-0.5,-10.0,263.6
2010 -> 2010,0.1,0_加速,358.2 -> 358.2,1.355 -> 1.355,275.6,0.0,-0.5,-10.0,265.3
2020 -> 2020,0.1,0_加速,360.3 -> 360.3,1.383 -> 1.383,277.3,0.0,-0.5,-10.0,267.0
2030 -> 2030,0.1,0_加速,362.5 -> 362.5,1.411 -> 1.411,278.9,0.0,-0.5,-10.0,268.7
2040 -> 2040,0.1,0_加速,364.6 -> 364.6,1.439 -> 1.439,280.6,0.0,-0.5,-10.0,270.4
2050 -> 2050,0.1,0_加速,366.7 -> 366.7,1.467 -> 1.467,282.2,0.0,-0.5,-10.0,272.0
2060 -> 2060,0.1,0_加速,368.7 -> 368.7,1.496 -> 1.496,283.8,0.0,-0.5,-10.0,273.7
