step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1250,0.5,0_加速,14.3 -> 71.2,0.001 -> 0.014,0.0,0.0,0.0,-10.0,-10.0
1260 -> 1260,0.1,2_ブレーキ,58.6 -> 58.6,0.019 -> 0.019,0.0,0.0,0.0,-2.0,-2.0
1270 -> 1270,0.1,0_加速,72.8 -> 72.8,0.024 -> 0.024,0.0,0.0,0.0,-2.0,-2.0
1280 -> 1290,0.2,2_ブレーキ,60.2 -> 47.6,0.029 -> 0.033,0.0,0.0,0.0,-4.0,-4.0
1300 -> 1310,0.2,1_惰行,47.3 -> 47.0,0.037 -> 0.041,0.0,0.0,0.0,-4.0,-4.0
1320 -> 1320,0.1,0_加速,61.3 -> 61.3,0.045 -> 0.045,0.0,0.0,0.0,-2.0,-2.0
1330 -> 1330,0.1,2_ブレーキ,48.7 -> 48.7,0.049 -> 0.049,0.0,0.0,0.0,-2.0,-2.0
1340 -> 1350,0.2,0_加速,62.9 -> 77.1,0.053 -> 0.059,0.0,0.0,0.0,-4.0,-4.0
1360 -> 1360,0.1,2_ブレーキ,64.5 -> 64.5,0.064 -> 0.064,0.0,0.0,0.0,-2.0,-2.0
1370 -> 1370,0.1,1_惰行,64.2 -> 64.2,0.069 -> 0.069,0.0,0.0,0.0,-2.0,-2.0
1380 -> 1390,0.2,2_ブレーキ,51.6 -> 39.0,0.074 -> 0.077,0.0,0.0,0.0,-4.0,-4.0
1400 -> 1400,0.1,0_加速,53.2 -> 53.2,0.081 -> 0.081,0.0,0.0,0.0,-2.0,-2.0
1410 -> 1410,0.1,2_ブレーキ,40.6 -> 40.6,0.084 -> 0.084,0.0,0.0,0.0,-2.0,-2.0
1420 -> 1420,0.1,0_加速,54.8 -> 54.8,0.088 -> 0.088,0.0,0.0,0.0,-2.0,-2.0
1430 -> 1450,0.3,2_ブレーキ,42.2 -> 17.0,0.092 -> 0.096,0.0,0.0,0.0,-6.0,-6.0
