step_range,duration_sec,action,vel_kmh_change,pos_km_change,sum_tve_reward,sum_ic_penalty,sum_ef_penalty,sum_sl_penalty,total_reward
1210 -> 1220,0.2,0_加速,14.3 -> 28.5,0.001 -> 0.002,0.0,0.0,0.0,-4.0,-4.0
1230 -> 1240,0.2,2_ブレーキ,15.9 -> 3.3,0.004 -> 0.005,0.0,0.0,0.0,-4.0,-4.0
1250 -> 1270,0.3,0_加速,17.6 -> 46.1,0.006 -> 0.011,0.0,0.0,0.0,-6.0,-6.0
1280 -> 1280,0.1,1_惰行,45.8 -> 45.8,0.014 -> 0.014,0.0,0.0,0.0,-2.0,-2.0
1290 -> 1290,0.1,0_加速,60.0 -> 60.0,0.018 -> 0.018,0.0,0.0,0.0,-2.0,-2.0
1300 -> 1300,0.1,2_ブレーキ,47.4 -> 47.4,0.022 -> 0.022,0.0,0.0,0.0,-2.0,-2.0
1310 -> 1330,0.3,0_加速,61.6 -> 90.1,0.027 -> 0.038,0.0,0.0,0.0,-6.0,-6.0
1340 -> 1350,0.2,2_ブレーキ,77.5 -> 64.9,0.045 -> 0.050,0.0,0.0,0.0,-4.0,-4.0
1360 -> 1360,0.1,0_加速,79.1 -> 79.1,0.056 -> 0.056,0.0,0.0,0.0,-2.0,-2.0
1370 -> 1370,0.1,1_惰行,78.7 -> 78.7,0.062 -> 0.062,0.0,0.0,0.0,-2.0,-2.0
1380 -> 1390,0.2,0_加速,92.9 -> 107.1,0.069 -> 0.076,0.0,0.0,0.0,-4.0,-4.0
1400 -> 1400,0.1,2_ブレーキ,94.5 -> 94.5,0.084 -> 0.084,0.0,0.0,0.0,-2.0,-2.0
1410 -> 1420,0.2,0_加速,108.7 -> 122.8,0.092 -> 0.101,0.0,0.0,0.0,-4.0,-4.0
1430 -> 1430,0.1,1_惰行,122.3 -> 122.3,0.110 -> 0.110,0.0,0.0,0.0,-2.0,-2.0
1440 -> 1490,0.6,0_加速,136.5 -> 201.2,0.121 -> 0.187,0.0,0.0,0.0,-12.0,-12.0
1500 -> 1500,0.1,2_ブレーキ,188.6 -> 188.6,0.202 -> 0.202,0.0,0.0,0.0,-2.0,-2.0
1510 -> 1530,0.3,0_加速,199.4 -> 218.3,0.217 -> 0.249,0.0,0.0,0.0,-6.0,-6.0
1540 -> 1540,0.1,1_惰行,217.5 -> 217.5,0.266 -> 0.266,0.0,0.0,0.0,-2.0,-2.0
1550 -> 1690,1.5,0_加速,226.0 -> 302.2,0.283 -> 0.574,0.0,0.0,0.0,-30.0,-30.0
1700 -> 1700,0.1,1_惰行,301.0 -> 301.0,0.597 -> 0.597,0.0,0.0,0.0,-2.0,-2.0
1710 -> 1790,0.9,0_加速,304.7 -> 330.1,0.620 -> 0.817,0.0,0.0,0.0,-18.0,-18.0
1800 -> 1800,0.1,0_加速,332.9 -> 332.9,0.842 -> 0.842,255.9,0.0,-0.5,-10.0,245.4
1810 -> 1810,0.1,2_ブレーキ,320.3 -> 320.3,0.868 -> 0.868,251.5,-4.0,0.0,-10.0,237.5
1820 -> 1820,0.1,0_加速,323.3 -> 323.3,0.892 -> 0.892,248.4,-4.0,-0.5,-10.0,233.9
1830 -> 1830,0.1,0_加速,326.2 -> 326.2,0.918 -> 0.918,250.7,0.0,-0.5,-10.0,240.2
1840 -> 1840,0.1,0_加速,329.1 -> 329.1,0.943 -> 0.943,253.0,0.0,-0.5,-10.0,242.5
1850 -> 1850,0.1,0_加速,331.9 -> 331.9,0.968 -> 0.968,255.1,0.0,-0.5,-10.0,244.6
1860 -> 1860,0.1,0_加速,334.6 -> 334.6,0.994 -> 0.994,257.2,0.0,-0.5,-10.0,246.7
1870 -> 1870,0.1,0_加速,337.2 -> 337.2,1.020 -> 1.020,259.3,0.0,-0.5,-10.0,248.8
1880 -> 1880,0.1,0_加速,339.8 -> 339.8,1.046 -> 1.046,261.3,0.0,-0.5,-10.0,250.8
1890 -> 1890,0.1,0_加速,342.3 -> 342.3,1.072 -> 1.072,263.3,0.0,-0.5,-10.0,252.8
1900 -> 1900,0.1,0_加速,344.8 -> 344.8,1.099 -> 1.099,265.2,0.0,-0.5,-10.0,254.7
1910 -> 1910,0.1,0_加速,347.2 -> 347.2,1.126 -> 1.126,267.0,0.0,-0.5,-10.0,256.6
1920 -> 1920,0.1,0_加速,349.5 -> 349.5,1.153 -> 1.153,268.9,0.0,-0.5,-10.0,258.4
1930 -> 1930,0.1,0_加速,351.8 -> 351.8,1.180 -> 1.180,270.7,0.0,-0.5,-10.0,260.3
1940 -> 1940,0.1,1_惰行,350.4 -> 350.4,1.207 -> 1.207,270.9,-2.0,0.0,-10.0,259.0
1950 -> 1950,0.1,0_加速,352.7 -> 352.7,1.234 -> 1.234,271.4,-2.0,-0.5,-10.0,259.0
1960 -> 1960,0.1,0_加速,355.0 -> 355.0,1.261 -> 1.261,273.1,0.0,-0.5,-10.0,262.7
1970 -> 1970,0.1,0_加速,357.2 -> 357.2,1.289 -> 1.289,274.8,0.0,-0.5,-10.0,264.5
1980 -> 1980,0.1,0_加速,359.4 -> 359.4,1.316 -> 1.316,276.5,0.0,-0.5,-10.0,266.2
1990 -> 1990,0.1,0_加速,361.5 -> 361.5,1.344 -> 1.344,278.2,0.0,-0.5,-10.0,267.9
2000 -> 2000,0.1,0_加速,363.6 -> 363.6,1.372 -> 1.372,279.8,0.0,-0.5,-10.0,269.6
2010 -> 2010,0.1,0_加速,365.7 -> 365.7,1.400 -> 1.400,281.5,0.0,-0.5,-10.0,271.2
2020 -> 2020,0.1,0_加速,367.8 -> 367.8,1.429 -> 1.429,283.1,0.0,-0.5,-10.0,272.9
2030 -> 2030,0.1,0_加速,369.8 -> 369.8,1.457 -> 1.457,284.7,0.0,-0.5,-10.0,274.5
2040 -> 2040,0.1,0_加速,371.9 -> 371.9,1.486 -> 1.486,286.2,0.0,-0.5,-10.0,276.1
2050 -> 2050,0.1,0_加速,373.9 -> 373.9,1.514 -> 1.514,287.8,0.0,-0.5,-10.0,277.7
2060 -> 2060,0.1,0_加速,375.9 -> 375.9,1.543 -> 1.543,289.3,0.0,-0.5,-10.0,279.3
2070 -> 2070,0.1,0_加速,377.8 -> 377.8,1.572 -> 1.572,290.9,0.0,-0.5,-10.0,280.9
2080 -> 2080,0.1,0_加速,379.8 -> 379.8,1.602 -> 1.602,292.4,0.0,-0.5,-10.0,282.6
2090 -> 2090,0.1,0_加速,381.7 -> 381.7,1.631 -> 1.631,293.9,0.0,-0.5,-10.0,284.2
2100 -> 2100,0.1,0_加速,383.7 -> 383.7,1.661 -> 1.661,295.4,0.0,-0.5,-10.0,285.8
2110 -> 2110,0.1,0_加速,385.6 -> 385.6,1.690 -> 1.690,296.9,0.0,-0.5,-10.0,287.4
2120 -> 2120,0.1,0_加速,387.5 -> 387.5,1.720 -> 1.720,298.4,0.0,-0.5,-10.0,289.1
2130 -> 2130,0.1,0_加速,389.5 -> 389.5,1.750 -> 1.750,299.8,0.0,-0.5,-10.0,290.8
2140 -> 2140,0.1,0_加速,391.4 -> 391.4,1.780 -> 1.780,301.3,0.0,-0.5,-10.0,292.5
2150 -> 2150,0.1,0_加速,393.3 -> 393.3,1.811 -> 1.811,302.8,0.0,-0.5,-10.0,294.2
2160 -> 2160,0.1,0_加速,395.2 -> 395.2,1.841 -> 1.841,304.3,0.0,-0.5,-10.0,296.0
2170 -> 2170,0.1,1_惰行,393.6 -> 393.6,1.871 -> 1.871,304.3,-2.0,0.0,-10.0,294.9
2180 -> 2180,0.1,0_加速,395.5 -> 395.5,1.902 -> 1.902,304.5,-2.0,-0.5,-10.0,295.1
2190 -> 2190,0.1,0_加速,397.4 -> 397.4,1.932 -> 1.932,306.0,0.0,-0.5,-10.0,299.1
2200 -> 2200,0.1,0_加速,399.4 -> 399.4,1.963 -> 1.963,307.5,0.0,-0.5,-10.0,301.1
2210 -> 2210,0.1,0_加速,401.3 -> 401.3,1.994 -> 1.994,309.0,0.0,-0.5,-10.0,303.3
2220 -> 2220,0.1,0_加速,403.2 -> 403.2,2.025 -> 2.025,0.0,0.0,-0.5,-20.0,-16.1
2230 -> 2230,0.1,1_惰行,401.6 -> 401.6,2.056 -> 2.056,0.0,-2.0,0.0,-20.0,-22.0
2240 -> 2240,0.1,1_惰行,399.9 -> 399.9,2.087 -> 2.087,0.0,0.0,0.0,-20.0,-20.0
2250 -> 2250,0.1,0_加速,401.8 -> 401.8,2.118 -> 2.118,0.0,-2.0,-0.5,-20.0,-22.5
2260 -> 2260,0.1,0_加速,403.8 -> 403.8,2.149 -> 2.149,0.0,0.0,-0.5,-20.0,-20.5
2270 -> 2270,0.1,2_ブレーキ,391.2 -> 391.2,2.180 -> 2.180,0.0,-4.0,0.0,-20.0,-24.0
2280 -> 2280,0.1,0_加速,393.1 -> 393.1,2.210 -> 2.210,0.0,-4.0,-0.5,-20.0,-24.5
2290 -> 2290,0.1,0_加速,395.0 -> 395.0,2.240 -> 2.240,0.0,0.0,-0.5,-20.0,-20.5
2300 -> 2300,0.1,0_加速,396.9 -> 396.9,2.271 -> 2.271,0.0,0.0,-0.5,-20.0,-20.5
2310 -> 2310,0.1,0_加速,398.8 -> 398.8,2.302 -> 2.302,0.0,0.0,-0.5,-20.0,-20.5
2320 -> 2320,0.1,0_加速,400.8 -> 400.8,2.333 -> 2.333,0.0,0.0,-0.5,-20.0,-20.5
2330 -> 2330,0.1,0_加速,402.7 -> 402.7,2.364 -> 2.364,0.0,0.0,-0.5,-20.0,-20.5
2340 -> 2340,0.1,0_加速,404.7 -> 404.7,2.395 -> 2.395,0.0,0.0,-0.5,-20.0,-20.5
2350 -> 2350,0.1,1_惰行,403.0 -> 403.0,2.426 -> 2.426,0.0,-2.0,0.0,-20.0,-22.0
2360 -> 2360,0.1,0_加速,404.9 -> 404.9,2.457 -> 2.457,0.0,-2.0,-0.5,-20.0,-22.5
2370 -> 2370,0.1,1_惰行,403.2 -> 403.2,2.488 -> 2.488,0.0,-2.0,0.0,-20.0,-22.0
2380 -> 2380,0.1,0_加速,405.2 -> 405.2,2.519 -> 2.519,0.0,-2.0,-0.5,-20.0,-22.5
2390 -> 2390,0.1,0_加速,407.1 -> 407.1,2.551 -> 2.551,0.0,0.0,-0.5,-20.0,-20.5
2400 -> 2400,0.1,0_加速,409.1 -> 409.1,2.582 -> 2.582,0.0,0.0,-0.5,-20.0,-20.5
2410 -> 2410,0.1,0_加速,411.1 -> 411.1,2.614 -> 2.614,0.0,0.0,-0.5,-20.0,-20.5
2420 -> 2420,0.1,0_加速,413.1 -> 413.1,2.646 -> 2.646,0.0,0.0,-0.5,-20.0,-20.5
2430 -> 2430,0.1,0_加速,415.1 -> 415.1,2.678 -> 2.678,0.0,0.0,-0.5,-20.0,-20.5
2440 -> 2440,0.1,0_加速,417.2 -> 417.2,2.710 -> 2.710,0.0,0.0,-0.5,-20.0,-20.5
2450 -> 2450,0.1,1_惰行,415.4 -> 415.4,2.742 -> 2.742,0.0,-2.0,0.0,-20.0,-22.0
2460 -> 2460,0.1,1_惰行,413.7 -> 413.7,2.774 -> 2.774,0.0,0.0,0.0,-20.0,-20.0
2470 -> 2470,0.1,0_加速,415.7 -> 415.7,2.806 -> 2.806,0.0,-2.0,-0.5,-20.0,-22.5
2480 -> 2480,0.1,0_加速,417.7 -> 417.7,2.838 -> 2.838,0.0,0.0,-0.5,-20.0,-20.5
2490 -> 2490,0.1,0_加速,419.8 -> 419.8,2.870 -> 2.870,0.0,0.0,-0.5,-20.0,-20.5
2500 -> 2500,0.1,1_惰行,418.0 -> 418.0,2.903 -> 2.903,0.0,-2.0,0.0,-20.0,-22.0
2510 -> 2510,0.1,0_加速,420.1 -> 420.1,2.935 -> 2.935,0.0,-2.0,-0.5,-20.0,-22.5
2520 -> 2520,0.1,1_惰行,418.3 -> 418.3,2.967 -> 2.967,0.0,-2.0,0.0,-20.0,-22.0
2530 -> 2530,0.1,0_加速,420.4 -> 420.4,3.000 -> 3.000,0.0,-2.0,-0.5,-20.0,-22.5
2540 -> 2540,0.1,0_加速,422.5 -> 422.5,3.032 -> 3.032,0.0,0.0,-0.5,-20.0,-20.5
2550 -> 2550,0.1,1_惰行,420.7 -> 420.7,3.065 -> 3.065,0.0,-2.0,0.0,-20.0,-22.0
2560 -> 2560,0.1,0_加速,422.8 -> 422.8,3.097 -> 3.097,0.0,-2.0,-0.5,-20.0,-22.5
2570 -> 2570,0.1,0_加速,425.0 -> 425.0,3.130 -> 3.130,0.0,0.0,-0.5,-20.0,-20.5
2580 -> 2580,0.1,0_加速,427.1 -> 427.1,3.163 -> 3.163,0.0,0.0,-0.5,-20.0,-20.5
2590 -> 2590,0.1,0_加速,429.3 -> 429.3,3.196 -> 3.196,0.0,0.0,-0.5,-20.0,-20.5
2600 -> 2600,0.1,0_加速,431.6 -> 431.6,3.229 -> 3.229,0.0,0.0,-0.5,-20.0,-20.5
2610 -> 2610,0.1,0_加速,433.9 -> 433.9,3.263 -> 3.263,0.0,0.0,-0.5,-20.0,-20.5
2620 -> 2620,0.1,0_加速,436.2 -> 436.2,3.296 -> 3.296,0.0,0.0,-0.5,-20.0,-20.5
2630 -> 2630,0.1,0_加速,438.6 -> 438.6,3.330 -> 3.330,0.0,0.0,-0.5,-20.0,-20.5
2640 -> 2640,0.1,0_加速,441.0 -> 441.0,3.364 -> 3.364,0.0,0.0,-0.5,-20.0,-20.5
2650 -> 2650,0.1,0_加速,443.5 -> 443.5,3.398 -> 3.398,0.0,0.0,-0.5,-20.0,-20.5
2660 -> 2660,0.1,0_加速,446.0 -> 446.0,3.432 -> 3.432,0.0,0.0,-0.5,-20.0,-20.5
2670 -> 2670,0.1,0_加速,448.6 -> 448.6,3.467 -> 3.467,0.0,0.0,-0.5,-20.0,-20.5
2680 -> 2680,0.1,0_加速,451.2 -> 451.2,3.502 -> 3.502,0.0,0.0,-0.5,-20.0,-20.5
2690 -> 2690,0.1,0_加速,454.0 -> 454.0,3.536 -> 3.536,0.0,0.0,-0.5,-20.0,-20.5
2700 -> 2700,0.1,0_加速,456.8 -> 456.8,3.572 -> 3.572,0.0,0.0,-0.5,-20.0,-20.5
2710 -> 2710,0.1,2_ブレーキ,444.2 -> 444.2,3.606 -> 3.606,0.0,-4.0,0.0,-20.0,-24.0
2720 -> 2720,0.1,0_加速,446.7 -> 446.7,3.641 -> 3.641,0.0,-4.0,-0.5,-20.0,-24.5
2730 -> 2730,0.1,0_加速,449.3 -> 449.3,3.675 -> 3.675,0.0,0.0,-0.5,-20.0,-20.5
2740 -> 2740,0.1,0_加速,452.0 -> 452.0,3.710 -> 3.710,0.0,0.0,-0.5,-20.0,-20.5
2750 -> 2750,0.1,0_加速,454.8 -> 454.8,3.745 -> 3.745,0.0,0.0,-0.5,-20.0,-20.5
2760 -> 2760,0.1,0_加速,457.6 -> 457.6,3.780 -> 3.780,0.0,0.0,-0.5,-20.0,-20.5
2770 -> 2770,0.1,0_加速,460.5 -> 460.5,3.816 -> 3.816,0.0,0.0,-0.5,-20.0,-20.5
2780 -> 2780,0.1,1_惰行,458.5 -> 458.5,3.851 -> 3.851,0.0,-2.0,0.0,-20.0,-22.0
2790 -> 2790,0.1,0_加速,461.4 -> 461.4,3.887 -> 3.887,0.0,-2.0,-0.5,-20.0,-22.5
2800 -> 2800,0.1,0_加速,464.4 -> 464.4,3.922 -> 3.922,0.0,0.0,-0.5,-20.0,-20.5
2810 -> 2810,0.1,0_加速,467.6 -> 467.6,3.958 -> 3.958,0.0,0.0,-0.5,-20.0,-20.5
2820 -> 2820,0.1,1_惰行,465.5 -> 465.5,3.994 -> 3.994,0.0,-2.0,0.0,-20.0,-22.0
2830 -> 2830,0.1,0_加速,468.6 -> 468.6,4.030 -> 4.030,0.0,-2.0,-0.5,-20.0,-22.5
