#{"t_start": 1776749571.972692, "env_id": "None"}
r,l,t
-5992.961988,785,1.507083
-9226.518228,1054,2.115478
-147.396996,529,3.204921
-816.408267,518,3.560648
-6207.12033,540,3.916675
-6128.737328,626,4.304273
-570.931818,479,5.363767
-3201.465317,487,5.691569
-2560.33725,554,6.049156
-5518.533314,499,6.371808
-3603.854008,519,7.480588
-4161.291415,510,7.80896
-1986.002641,504,8.133252
-2865.923497,469,8.4554
-880.554606,514,9.53961
-3479.059193,495,9.877187
-3368.359364,691,10.323054
-3591.762796,522,11.341045
-3776.272288,461,11.713588
-335.879043,469,12.032763
-3299.437494,475,12.356344
-6740.99087,701,13.506903
-9933.62262,1080,14.16419
-10563.084681,750,14.62438
-11846.240546,1080,15.9588
-6748.42069,1080,17.296571
529.995861,1080,17.969547
1513.879931,1080,19.329396
135.553104,1080,19.969276
2542.943736,1080,21.348172
-6421.896727,1080,21.970774
3051.372643,1080,23.322201
2278.260535,1080,23.917454
5287.862025,1080,25.263498
5383.745193,1080,25.876714
6703.466141,1080,27.211789
6097.001431,1080,27.816514
1352.913713,1080,29.245342
5824.581544,1080,29.838261
5098.445988,1080,31.175253
5876.913847,1080,31.783999
4994.731099,1080,33.143288
3890.733404,1080,33.744175
761.059371,1080,35.111628
6208.734338,1080,36.401634
6803.46634,1080,37.059876
6473.356575,1080,38.410119
4966.55057,1080,39.040527
5107.777214,1080,40.433935
2772.873552,1080,41.058931
4781.110235,1080,42.430875
3085.431904,1080,43.031249
3274.586983,1080,44.454004
-4010.131097,1080,45.081842
844.551082,1080,46.510381
-4067.071222,263,46.720391
-1730.724207,1080,47.335334
3498.228388,1080,48.743516
2978.13961,1080,50.00992
-4898.172257,286,50.286927
-6739.729814,328,50.533792
-6299.899203,315,50.780749
-7936.132139,354,51.04494
-3475.904203,1080,52.364221
-2467.982919,1080,52.979195
-8509.943152,373,53.253036
-7079.833947,334,54.192883
-4295.668137,256,54.435384
-3897.132139,260,54.651031
-5551.024231,291,54.88899
-6786.849901,315,55.12958
-6354.681271,316,55.36686
-3520.998732,266,55.586525
-6640.507085,309,56.494465
-14212.668137,217,56.748466
-2510.194054,261,56.959403
-4600.605175,260,57.179393
-3515.970033,258,57.398212
-4165.668137,253,57.603328
-3493.010798,257,57.811918
-6515.224857,322,58.050385
-14198.168137,216,59.005528
-5077.668137,271,59.279538
-2827.029413,256,59.494207
-5302.472054,281,59.725693
-5236.451074,274,59.945305
-1886.128726,1080,61.268167
-6637.891129,319,61.538974
-5428.984194,295,61.769427
-5930.168137,294,61.997638
-5446.945663,288,62.227687
-4898.740459,320,62.471493
-4897.790045,286,62.692204
-7550.99959,339,63.673911
-7240.076176,337,63.920038
-1496.679389,1080,64.533713
-8033.047638,359,64.806067
-8114.449091,358,65.787175
-7114.013676,336,66.057004
-6740.012297,342,66.329488
-7933.964235,356,66.586406
-5041.848675,294,66.814514
-3339.857778,1080,68.096094
-5640.297178,312,68.333019
-7052.075685,316,68.567811
-6908.590132,328,68.811291
-6730.843708,326,69.054592
171.845396,1080,70.437689
-7296.070342,364,70.702287
-458.496741,1080,72.059712
2092.480425,1080,72.665935
2006.94454,1080,74.084133
4504.57505,1080,74.684474
5933.41401,1080,76.065473
4099.869476,1080,76.666714
3458.460725,1080,78.025816
5513.446264,1080,78.62769
4354.947607,1080,80.000057
3721.862275,1080,80.610952
5488.742701,1080,81.944573
4770.460704,1080,82.550343
-7717.249699,373,83.599788
-10280.134993,427,83.883407
-8408.235338,366,84.146277
-1770.321071,1080,85.551734
2947.483504,1080,86.172952
2950.725963,1080,87.539173
1065.526716,1080,88.158657
3261.911551,1080,89.44934
3756.672701,1080,90.053909
3565.888789,1080,91.455202
1942.840665,1080,92.062835
3255.10296,1080,93.381542
-8163.671523,347,93.639371
-6475.168137,306,93.877519
-3906.337491,252,94.08233
-7537.668137,333,94.323497
-6861.790045,339,95.252497
-8386.99959,360,95.534997
157.964603,1080,96.155389
1406.762818,1080,97.489715
-3110.652026,1080,98.141931
-9389.668137,376,99.10152
-7679.95929,233,99.376516
-3799.813061,240,99.579849
-7740.031089,347,99.836483
-12049.560587,213,100.042584
-4142.703821,255,100.255089
-6902.290045,234,100.476531
-8931.536142,213,100.703048
-976.832481,1080,102.065041
-254.314176,1080,102.688892
-807.686798,1080,104.107237
395.268882,1080,104.714887
-4625.333277,271,105.668133
1571.352236,1080,106.273829
-5276.616554,286,106.499503
